dataset_protocol,method,beta,seed,threshold_analysis,f1,pr_auc,roc_auc,fpr,precision,recall,false_positives_per_10000_benign,threshold
CICIDS2017_COVERAGE_R1,CB-Score,0.4,777,fixed_0.5,0.002444091409018697,0.18179491818166962,0.3946090522364463,0.00024268609066889073,0.6077348066298343,0.0012245079704336984,2.426860906688907,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.4,777,method_specific,0.002542211300129229,0.18179491818166962,0.3946090522364463,0.015224279547031538,0.026235242675994752,0.0013358268768367619,152.2427954703154,0.31
CICIDS2017_COVERAGE_R1,CB-Score,0.4,777,shared_full_threshold,0.0024444444444444444,0.18179491818166962,0.3946090522364463,0.00019825060927881213,0.6547619047619048,0.0012245079704336984,1.9825060927881213,0.56
CICIoT2023_R1,CB-Score,0.1,777,fixed_0.5,0.9072173280530187,0.9872103661192242,0.9578554587913479,0.022913694721825962,0.9909249810201451,0.8365503569778361,229.13694721825962,0.5
CICIoT2023_R1,CB-Score,0.1,777,method_specific,0.9199385726046482,0.9872103661192242,0.9578554587913479,0.05037446504992867,0.9809240846092814,0.8660923223681268,503.7446504992867,0.41
CICIoT2023_R1,CB-Score,0.1,777,shared_full_threshold,0.9024104615985167,0.9872103661192242,0.9578554587913479,0.017430456490727532,0.9930019866482916,0.8269663591241746,174.30456490727533,0.54
CICIoT2023_R1,CB-Score,0.6,3407,fixed_0.5,0.8776199795921781,0.9882706540689578,0.9617526552976752,0.0002674750356633381,0.9998856511215719,0.7819975853691256,2.674750356633381,0.5
CICIoT2023_R1,CB-Score,0.6,3407,method_specific,0.9219084990071438,0.9882706540689578,0.9617526552976752,0.04662981455064194,0.9823644456433774,0.8684622378560463,466.2981455064194,0.1
CICIoT2023_R1,CB-Score,0.6,3407,shared_full_threshold,0.8767724114840546,0.9882706540689578,0.9617526552976752,0.00022289586305278175,0.9999045418965616,0.7806412186433351,2.2289586305278175,0.63
CICIDS2017_COVERAGE_R1,CB-Score,0.1,777,fixed_0.5,0.0024640383590836443,0.16869122170942805,0.3068576491675606,0.0005229714348216941,0.42045454545454547,0.0012356398610740048,5.229714348216941,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.1,777,method_specific,0.0024846925193007367,0.16869122170942805,0.3068576491675606,0.0007109677022412573,0.35,0.001246771751714311,7.109677022412574,0.39
CICIDS2017_COVERAGE_R1,CB-Score,0.1,777,shared_full_threshold,0.0024429786572500944,0.16869122170942805,0.3068576491675606,0.0003828287627452924,0.4954954954954955,0.0012245079704336984,3.828287627452924,0.56
CICIoT2023_R1,CB-Score,1.0,11,fixed_0.5,0.9086080274653646,0.988914633687039,0.9640446703575538,0.013507489300998574,0.9946286119482362,0.836282064658449,135.07489300998574,0.5
CICIoT2023_R1,CB-Score,1.0,11,method_specific,0.9303921952748502,0.988914633687039,0.9640446703575538,0.051622681883024255,0.9808670940453373,0.8848578795963691,516.2268188302426,0.38
CICIoT2023_R1,CB-Score,1.0,11,shared_full_threshold,0.892502451929813,0.988914633687039,0.9640446703575538,0.004324179743223966,0.9982117178570111,0.807038201845255,43.24179743223966,0.58
CICIDS2017_COVERAGE_R1,CB-Score,0.2,2026,fixed_0.5,0.0024447704138329555,0.18088551128035563,0.3947891666409913,0.00015723324184181651,0.7051282051282052,0.0012245079704336984,1.5723324184181653,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.2,2026,method_specific,0.002574837165390374,0.18088551128035563,0.3947891666409913,0.05090938921721772,0.008982633575088163,0.0015028052364413572,509.0938921721772,0.1
CICIDS2017_COVERAGE_R1,CB-Score,0.2,2026,shared_full_threshold,0.0016461454614212464,0.18088551128035563,0.3947891666409913,3.4181139530829678e-06,0.9866666666666667,0.0008237599073826698,0.03418113953082968,0.79
CICIDS2017_COVERAGE_R1,CB-Score,0.4,3407,fixed_0.5,0.002710538886235128,0.1732200401041768,0.3547760911915495,0.00022217740695039292,0.6524064171122995,0.0013580906581173746,2.221774069503929,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.4,3407,method_specific,0.0025789813023855577,0.1732200401041768,0.3547760911915495,3.418113953082968e-05,0.9206349206349206,0.0012912993142755365,0.3418113953082968,0.84
CICIDS2017_COVERAGE_R1,CB-Score,0.4,3407,shared_full_threshold,0.002689516442725525,0.1732200401041768,0.3547760911915495,8.887096278015716e-05,0.8231292517006803,0.0013469587674770683,0.8887096278015717,0.69
CICIDS2017_COVERAGE_R1,CB-Score,1.0,42,fixed_0.5,0.002445531347265451,0.19385162792429952,0.26579950242339545,6.152605115549342e-05,0.859375,0.0012245079704336984,0.6152605115549342,0.5
CICIDS2017_COVERAGE_R1,CB-Score,1.0,42,method_specific,0.002768745372009916,0.19385162792429952,0.26579950242339545,0.011013163156833322,0.03849597135183527,0.0014360138925995191,110.13163156833322,0.19
CICIDS2017_COVERAGE_R1,CB-Score,1.0,42,shared_full_threshold,0.002445368250227864,0.19385162792429952,0.26579950242339545,8.203473487399123e-05,0.8208955223880597,0.0012245079704336984,0.8203473487399123,0.45
CICIDS2017_COVERAGE_R1,CB-Score,0.2,42,fixed_0.5,0.023498966963708078,0.1765477912634069,0.36151218700722987,0.016666723635232552,0.18760413195601466,0.01253450886098495,166.66723635232552,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.2,42,method_specific,0.02357349970166752,0.1765477912634069,0.36151218700722987,0.015631035107448413,0.1975785225478154,0.01253450886098495,156.31035107448412,0.53
CICIDS2017_COVERAGE_R1,CB-Score,0.2,42,shared_full_threshold,0.02758903799331861,0.1765477912634069,0.36151218700722987,0.1692205674752785,0.03787702114427861,0.021696054857957076,1692.205674752785,0.45
CICIoT2023_R1,CB-Score,1.0,3407,fixed_0.5,0.9201859490604335,0.9858418917227693,0.9540719032612061,0.3175374465049929,0.8987721342693915,0.9426450641665797,3175.374465049929,0.5
CICIoT2023_R1,CB-Score,1.0,3407,method_specific,0.9148820905035054,0.9858418917227693,0.9540719032612061,0.04506954350927247,0.982696948433141,0.8558226885871428,450.69543509272467,0.7
CICIoT2023_R1,CB-Score,1.0,3407,shared_full_threshold,0.918351943352916,0.9858418917227693,0.9540719032612061,0.10756954350927246,0.9607156811669706,0.8795665588529012,1075.6954350927247,0.63
CICIoT2023_R1,CB-Score,0.1,2027,fixed_0.5,0.9040650406504065,0.9887542016817203,0.9631368276104478,0.01377496433666191,0.9944731617449785,0.8287251643290456,137.74964336661913,0.5
CICIoT2023_R1,CB-Score,0.1,2027,method_specific,0.9271397105097545,0.9887542016817203,0.9631368276104478,0.04903708987161198,0.9816755234969765,0.8783443382868045,490.3708987161198,0.37
CICIoT2023_R1,CB-Score,0.1,2027,shared_full_threshold,0.9217115186155433,0.9887542016817203,0.9631368276104478,0.03677781740370899,0.9859882131150325,0.8653023505388204,367.77817403708985,0.4
CICIDS2017_COVERAGE_R1,CB-Score,0.8,314,fixed_0.5,0.0025684741934769613,0.16921129700022775,0.3289097189605005,0.0012920470742653618,0.23481781376518218,0.0012912993142755365,12.920470742653619,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.8,314,method_specific,0.0025518695218018418,0.16921129700022775,0.3289097189605005,0.0006255148534141832,0.3859060402684564,0.0012801674236352302,6.255148534141831,0.58
CICIDS2017_COVERAGE_R1,CB-Score,0.8,314,shared_full_threshold,0.002531870474836761,0.16921129700022775,0.3289097189605005,0.0003623200790267946,0.5181818181818182,0.0012690355329949238,3.623200790267946,0.69
CICIoT2023_R1,CB-Score,0.6,11,fixed_0.5,0.9258293070712996,0.9870058541984198,0.9573151033516533,0.1113141940085592,0.9600320128051221,0.8939798184555305,1113.141940085592,0.5
CICIoT2023_R1,CB-Score,0.6,11,method_specific,0.9232471216682866,0.9870058541984198,0.9573151033516533,0.046362339514978604,0.9825086615762387,0.8707278174419818,463.623395149786,0.56
CICIoT2023_R1,CB-Score,0.6,11,shared_full_threshold,0.9208123037793586,0.9870058541984198,0.9573151033516533,0.035574179743223966,0.9864110074245623,0.863394494045401,355.74179743223965,0.58
CICIDS2017_COVERAGE_R1,CB-Score,0.8,9001,fixed_0.5,0.028285562673516316,0.1961587862244506,0.44674720102485,0.13111885124026265,0.04574740665190676,0.020471546887523378,1311.1885124026264,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.8,9001,method_specific,0.01814393610556472,0.1961587862244506,0.44674720102485,0.005072481106375124,0.3603448275862069,0.009306260575296108,50.72481106375125,0.58
CICIDS2017_COVERAGE_R1,CB-Score,0.8,9001,shared_full_threshold,0.0032842170228242064,0.1961587862244506,0.44674720102485,0.0025840941485307236,0.16464088397790055,0.0016586517054056461,25.840941485307237,0.79
CICIDS2017_COVERAGE_R1,CB-Score,0.1,42,fixed_0.5,0.0010458505323824253,0.23115878333411843,0.34080018127090217,0.0,1.0,0.0005231988600943985,0.0,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.1,42,method_specific,0.0016680381647132087,0.23115878333411843,0.34080018127090217,6.49441651085764e-05,0.7978723404255319,0.0008348917980229762,0.6494416510857639,0.1
CICIDS2017_COVERAGE_R1,CB-Score,0.1,42,shared_full_threshold,0.001090330548169246,0.23115878333411843,0.34080018127090217,0.0,1.0,0.0005454626413750112,0.0,0.45
CICIDS2017_COVERAGE_R1,CB-Score,0.4,9001,fixed_0.5,0.002854487519915029,0.17741599259285928,0.3069061476355024,0.0014458622021540953,0.23369565217391305,0.0014360138925995191,14.458622021540954,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.4,9001,method_specific,0.014116885219362149,0.17741599259285928,0.3069061476355024,0.007413889164236957,0.2316684378320935,0.007280256478760352,74.13889164236957,0.36
CICIDS2017_COVERAGE_R1,CB-Score,0.4,9001,shared_full_threshold,0.0024429515296207874,0.17741599259285928,0.3069061476355024,0.0003862468766983754,0.49327354260089684,0.0012245079704336984,3.8624687669837536,0.79
CICIoT2023_R1,CB-Score,0.6,314,fixed_0.5,0.9119150215452451,0.9844214001924516,0.9488927414196585,0.39742332382310985,0.8772292226124079,0.9494567080532411,3974.2332382310983,0.5
CICIoT2023_R1,CB-Score,0.6,314,method_specific,0.9084241458551857,0.9844214001924516,0.9488927414196585,0.04783345221112696,0.9814359861591696,0.8455232445484491,478.3345221112696,0.83
CICIoT2023_R1,CB-Score,0.6,314,shared_full_threshold,0.9217051089577363,0.9844214001924516,0.9488927414196585,0.17898537803138373,0.938035342233197,0.9059337317971113,1789.8537803138374,0.61
CICIoT2023_R1,CB-Score,0.8,314,fixed_0.5,0.8950543219210729,0.9891124662933966,0.9643357821687497,0.006018188302425107,0.9975270649008078,0.8116736969191098,60.18188302425107,0.5
CICIoT2023_R1,CB-Score,0.8,314,method_specific,0.9312546957175056,0.9891124662933966,0.9643357821687497,0.0530046362339515,0.9804070198566367,0.8867955463474981,530.046362339515,0.3
CICIoT2023_R1,CB-Score,0.8,314,shared_full_threshold,0.8863185997728196,0.9891124662933966,0.9643357821687497,0.003075962910128388,0.9987107141522479,0.796664232162287,30.75962910128388,0.61
CICIoT2023_R1,Full-Contextual,Full,11,fixed_0.5,0.9299122379327157,0.9880405588590353,0.9610093526945995,0.14002318116975748,0.9510541816651863,0.9096898242685308,1400.2318116975748,0.5
CICIoT2023_R1,Full-Contextual,Full,11,method_specific,0.9281009792979864,0.9880405588590353,0.9610093526945995,0.04903708987161198,0.9817102572202916,0.8800435229762561,490.3708987161198,0.58
CICIoT2023_R1,Full-Contextual,Full,11,shared_full_threshold,0.9281009792979864,0.9880405588590353,0.9610093526945995,0.04903708987161198,0.9817102572202916,0.8800435229762561,490.3708987161198,0.58
CICIoT2023_R1,Full-Contextual,Full,777,fixed_0.5,0.9281905966292748,0.9879708782959289,0.9605353507263996,0.0695435092724679,0.9744312594243756,0.8861397206778853,695.4350927246791,0.5
CICIoT2023_R1,Full-Contextual,Full,777,method_specific,0.923203480324303,0.9879708782959289,0.9605353507263996,0.043509272467902996,0.9835507466208245,0.8698335097106914,435.09272467902997,0.54
CICIoT2023_R1,Full-Contextual,Full,777,shared_full_threshold,0.923203480324303,0.9879708782959289,0.9605353507263996,0.043509272467902996,0.9835507466208245,0.8698335097106914,435.09272467902997,0.54
CICIoT2023_R1,Full-Contextual,Full,9001,fixed_0.5,0.9246881140783461,0.9873920872811944,0.959202164625511,0.192626604850214,0.9342613722805416,0.915309057846805,1926.2660485021397,0.5
CICIoT2023_R1,Full-Contextual,Full,9001,method_specific,0.9211681256375585,0.9873920872811944,0.959202164625511,0.05006241084165478,0.9810840857027355,0.8681492301500946,500.6241084165478,0.62
CICIoT2023_R1,Full-Contextual,Full,9001,shared_full_threshold,0.9211681256375585,0.9873920872811944,0.959202164625511,0.05006241084165478,0.9810840857027355,0.8681492301500946,500.6241084165478,0.62
CICIDS2017_COVERAGE_R1,CB-Score,1.0,11,fixed_0.5,0.002794504141854353,0.16744000501691925,0.29605192582623563,0.00074856695572517,0.3652173913043478,0.0014026182206786,7.4856695572517,0.5
CICIDS2017_COVERAGE_R1,CB-Score,1.0,11,method_specific,0.012180889146062787,0.16744000501691925,0.29605192582623563,0.03934249159998496,0.05119116313576787,0.0069129040876302434,393.4249159998496,0.32
CICIDS2017_COVERAGE_R1,CB-Score,1.0,11,shared_full_threshold,0.002442083763473087,0.16744000501691925,0.29605192582623563,0.0004956265231970304,0.43137254901960786,0.0012245079704336984,4.9562652319703036,0.84
CICIDS2017_COVERAGE_R1,CB-Score,0.2,11,fixed_0.5,0.002849506306465508,0.16234888470523123,0.28447664857510296,0.0019859242067412045,0.18169014084507043,0.0014360138925995191,19.859242067412044,0.5
CICIDS2017_COVERAGE_R1,CB-Score,0.2,11,method_specific,0.002437106047346324,0.16234888470523123,0.28447664857510296,0.0011245594905642965,0.2505694760820046,0.0012245079704336984,11.245594905642964,0.64
CICIDS2017_COVERAGE_R1,CB-Score,0.2,11,shared_full_threshold,0.002444200024442,0.16234888470523123,0.28447664857510296,0.00022901363485655884,0.6214689265536724,0.0012245079704336984,2.2901363485655883,0.84
CICIoT2023_R1,CB-Score,0.1,2718,fixed_0.5,0.8853764118554392,0.9873818243968394,0.9589233246948792,0.005037446504992867,0.997887653051687,0.7956655885290128,50.37446504992867,0.5
CICIoT2023_R1,CB-Score,0.1,2718,method_specific,0.9172608743985136,0.9873818243968394,0.9589233246948792,0.04850213980028531,0.9815113769605928,0.8609053375266429,485.02139800285306,0.28
