dataset_protocol,beta,endpoint,rank,method,value
CICIoT2023_R1,0.1,comm_selected_uplink_mean,2,Utility-Cost-Ratio,750764.3
CICIoT2023_R1,0.1,comm_selected_uplink_mean,3,Oort-Style-Adapted,837786.6
CICIoT2023_R1,0.1,comm_selected_uplink_mean,4,Cost-Only,1089326.5
CICIoT2023_R1,0.1,comm_selected_uplink_mean,5,Random-Budget,1094707.2
CICIoT2023_R1,0.1,comm_selected_uplink_mean,6,Historical-DoubleCost,1097882.6
CICIoT2023_R1,0.1,comm_selected_uplink_mean,7,CB-Score,1098064.1
CICIoT2023_R1,0.1,comm_selected_uplink_mean,8,Oracle-Score-Exact,1098064.1
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,1,Utility-Only,2261820.9
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,2,Utility-Cost-Ratio,2270473.0
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,3,Oort-Style-Adapted,2357471.6
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,4,Cost-Only,2609157.4
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,5,Random-Budget,2612842.9
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,6,Historical-DoubleCost,2618334.4
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,7,CB-Score,2618522.3
CICIoT2023_R1,0.1,comm_E2E_broadcast_mean,8,Oracle-Score-Exact,2618522.3
CICIoT2023_R1,0.2,metric_f1_mean,1,Cost-Only,0.922121748659878
CICIoT2023_R1,0.2,metric_f1_mean,2,CB-Score,0.9195887267491465
CICIoT2023_R1,0.2,metric_f1_mean,3,Historical-DoubleCost,0.9191127962700397
CICIoT2023_R1,0.2,metric_f1_mean,4,Random-Budget,0.9167322154012562
CICIoT2023_R1,0.2,metric_f1_mean,5,Oracle-Score-Exact,0.9155304939596574
CICIoT2023_R1,0.2,metric_f1_mean,6,Oort-Style-Adapted,0.9104444100321922
CICIoT2023_R1,0.2,metric_f1_mean,7,Utility-Only,0.9008359903920544
CICIoT2023_R1,0.2,metric_f1_mean,8,Utility-Cost-Ratio,0.9002497363492447
CICIoT2023_R1,0.2,metric_pr_auc_mean,1,CB-Score,0.9871604972541802
CICIoT2023_R1,0.2,metric_pr_auc_mean,2,Historical-DoubleCost,0.9870291024875568
CICIoT2023_R1,0.2,metric_pr_auc_mean,3,Random-Budget,0.9864932224058351
CICIoT2023_R1,0.2,metric_pr_auc_mean,4,Oort-Style-Adapted,0.9863164761404145
CICIoT2023_R1,0.2,metric_pr_auc_mean,5,Cost-Only,0.9861148498468049
CICIoT2023_R1,0.2,metric_pr_auc_mean,6,Oracle-Score-Exact,0.9858505553395808
CICIoT2023_R1,0.2,metric_pr_auc_mean,7,Utility-Only,0.98570891061532
CICIoT2023_R1,0.2,metric_pr_auc_mean,8,Utility-Cost-Ratio,0.9857051364813061
CICIoT2023_R1,0.2,metric_fpr_mean,1,Utility-Cost-Ratio,0.02032364479315264
CICIoT2023_R1,0.2,metric_fpr_mean,2,Utility-Only,0.022695256776034237
CICIoT2023_R1,0.2,metric_fpr_mean,3,Oort-Style-Adapted,0.034914407988587734
CICIoT2023_R1,0.2,metric_fpr_mean,4,Historical-DoubleCost,0.0430768544935806
CICIoT2023_R1,0.2,metric_fpr_mean,5,Random-Budget,0.046362339514978604
CICIoT2023_R1,0.2,metric_fpr_mean,6,CB-Score,0.046366797432239655
CICIoT2023_R1,0.2,metric_fpr_mean,7,Cost-Only,0.0502006062767475
CICIoT2023_R1,0.2,metric_fpr_mean,8,Oracle-Score-Exact,0.05953102710413695
CICIoT2023_R1,0.2,comm_selected_uplink_mean,1,Utility-Only,1775991.2
CICIoT2023_R1,0.2,comm_selected_uplink_mean,2,Utility-Cost-Ratio,1792926.0
CICIoT2023_R1,0.2,comm_selected_uplink_mean,3,Oort-Style-Adapted,1858583.2
CICIoT2023_R1,0.2,comm_selected_uplink_mean,4,Historical-DoubleCost,2266203.7
CICIoT2023_R1,0.2,comm_selected_uplink_mean,5,CB-Score,2298040.5
CICIoT2023_R1,0.2,comm_selected_uplink_mean,6,Oracle-Score-Exact,2326323.9
CICIoT2023_R1,0.2,comm_selected_uplink_mean,7,Random-Budget,2398725.3
CICIoT2023_R1,0.2,comm_selected_uplink_mean,8,Cost-Only,2443979.4
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,1,Utility-Only,3297530.0
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,2,Utility-Cost-Ratio,3314503.0
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,3,Oort-Style-Adapted,3380257.1
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,4,Historical-DoubleCost,3787724.1
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,5,CB-Score,3819620.9
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,6,Oracle-Score-Exact,3847774.1
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,7,Random-Budget,3918006.5
CICIoT2023_R1,0.2,comm_E2E_broadcast_mean,8,Cost-Only,3965824.9
CICIoT2023_R1,0.4,metric_f1_mean,1,Cost-Only,0.9239932783601013
CICIoT2023_R1,0.4,metric_f1_mean,2,Random-Budget,0.9172036962718297
CICIoT2023_R1,0.4,metric_f1_mean,3,Oracle-Score-Exact,0.9167527805031737
CICIoT2023_R1,0.4,metric_f1_mean,4,CB-Score,0.9154162234094376
CICIoT2023_R1,0.4,metric_f1_mean,5,Oort-Style-Adapted,0.9153103962925434
CICIoT2023_R1,0.4,metric_f1_mean,6,Historical-DoubleCost,0.9136232289619626
CICIoT2023_R1,0.4,metric_f1_mean,7,Utility-Cost-Ratio,0.9135569340984102
CICIoT2023_R1,0.4,metric_f1_mean,8,Utility-Only,0.9135569340984102
CICIoT2023_R1,0.4,metric_pr_auc_mean,1,Oracle-Score-Exact,0.9876951918981357
CICIoT2023_R1,0.4,metric_pr_auc_mean,2,CB-Score,0.987542664249374
CICIoT2023_R1,0.4,metric_pr_auc_mean,3,Utility-Cost-Ratio,0.9874719488448014
CICIoT2023_R1,0.4,metric_pr_auc_mean,4,Utility-Only,0.9874719488448014
CICIoT2023_R1,0.4,metric_pr_auc_mean,5,Oort-Style-Adapted,0.9873594921876488
CICIoT2023_R1,0.4,metric_pr_auc_mean,6,Historical-DoubleCost,0.9870578075231395
CICIoT2023_R1,0.4,metric_pr_auc_mean,7,Random-Budget,0.9867587642487862
CICIoT2023_R1,0.4,metric_pr_auc_mean,8,Cost-Only,0.9866765823654103
CICIoT2023_R1,0.4,metric_fpr_mean,1,Utility-Cost-Ratio,0.037272646219686165
CICIoT2023_R1,0.4,metric_fpr_mean,2,Utility-Only,0.037272646219686165
CICIoT2023_R1,0.4,metric_fpr_mean,3,Oort-Style-Adapted,0.03905135520684736
CICIoT2023_R1,0.4,metric_fpr_mean,4,Historical-DoubleCost,0.04044222539229672
CICIoT2023_R1,0.4,metric_fpr_mean,5,CB-Score,0.041280313837375175
CICIoT2023_R1,0.4,metric_fpr_mean,6,Oracle-Score-Exact,0.04355830955777461
CICIoT2023_R1,0.4,metric_fpr_mean,7,Cost-Only,0.04657186162624822
CICIoT2023_R1,0.4,metric_fpr_mean,8,Random-Budget,0.04694186875891584
CICIoT2023_R1,0.4,comm_selected_uplink_mean,1,Oort-Style-Adapted,4060427.5
CICIoT2023_R1,0.4,comm_selected_uplink_mean,2,Utility-Cost-Ratio,4138736.1
CICIoT2023_R1,0.4,comm_selected_uplink_mean,3,Utility-Only,4138736.1
CICIoT2023_R1,0.4,comm_selected_uplink_mean,4,Random-Budget,4777501.4
CICIoT2023_R1,0.4,comm_selected_uplink_mean,5,CB-Score,4915395.9
CICIoT2023_R1,0.4,comm_selected_uplink_mean,6,Historical-DoubleCost,4924454.3
CICIoT2023_R1,0.4,comm_selected_uplink_mean,7,Cost-Only,5011689.5
CICIoT2023_R1,0.4,comm_selected_uplink_mean,8,Oracle-Score-Exact,5034473.6
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,1,Oort-Style-Adapted,5582509.6
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,2,Utility-Cost-Ratio,5660805.4
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,3,Utility-Only,5660805.4
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,4,Random-Budget,6296876.3
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,5,CB-Score,6437315.1
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,6,Historical-DoubleCost,6446370.8
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,7,Cost-Only,6533684.2
CICIoT2023_R1,0.4,comm_E2E_broadcast_mean,8,Oracle-Score-Exact,6556376.8
CICIoT2023_R1,0.6,metric_f1_mean,1,Cost-Only,0.9227978523533734
CICIoT2023_R1,0.6,metric_f1_mean,2,Oort-Style-Adapted,0.9218743689969484
CICIoT2023_R1,0.6,metric_f1_mean,3,Random-Budget,0.921136097530328
CICIoT2023_R1,0.6,metric_f1_mean,4,Historical-DoubleCost,0.9199233106717257
CICIoT2023_R1,0.6,metric_f1_mean,5,CB-Score,0.9198110293214441
CICIoT2023_R1,0.6,metric_f1_mean,6,Oracle-Score-Exact,0.9187046461374861
CICIoT2023_R1,0.6,metric_f1_mean,7,Utility-Cost-Ratio,0.9178982934707539
CICIoT2023_R1,0.6,metric_f1_mean,8,Utility-Only,0.9177627609218116
CICIoT2023_R1,0.6,metric_pr_auc_mean,1,Historical-DoubleCost,0.987634362993508
CICIoT2023_R1,0.6,metric_pr_auc_mean,2,Oort-Style-Adapted,0.9875983315382966
CICIoT2023_R1,0.6,metric_pr_auc_mean,3,Utility-Cost-Ratio,0.9875797044626339
CICIoT2023_R1,0.6,metric_pr_auc_mean,4,Utility-Only,0.987540100509537
CICIoT2023_R1,0.6,metric_pr_auc_mean,5,CB-Score,0.9874832627011537
CICIoT2023_R1,0.6,metric_pr_auc_mean,6,Cost-Only,0.9874686188050943
CICIoT2023_R1,0.6,metric_pr_auc_mean,7,Oracle-Score-Exact,0.9872161972964573
CICIoT2023_R1,0.6,metric_pr_auc_mean,8,Random-Budget,0.9870751542271
CICIoT2023_R1,0.6,metric_fpr_mean,1,Utility-Only,0.04359397289586305
CICIoT2023_R1,0.6,metric_fpr_mean,2,Utility-Cost-Ratio,0.04403976462196862
CICIoT2023_R1,0.6,metric_fpr_mean,3,Cost-Only,0.04534593437945792
CICIoT2023_R1,0.6,metric_fpr_mean,4,Historical-DoubleCost,0.04614835948644793
CICIoT2023_R1,0.6,metric_fpr_mean,5,CB-Score,0.046308844507845934
CICIoT2023_R1,0.6,metric_fpr_mean,6,Oort-Style-Adapted,0.047503566333808846
CICIoT2023_R1,0.6,metric_fpr_mean,7,Oracle-Score-Exact,0.04819008559201141
CICIoT2023_R1,0.6,metric_fpr_mean,8,Random-Budget,0.04921986447931526
CICIoT2023_R1,0.6,comm_selected_uplink_mean,1,Utility-Only,5491879.2
CICIoT2023_R1,0.6,comm_selected_uplink_mean,2,Oort-Style-Adapted,5500904.3
CICIoT2023_R1,0.6,comm_selected_uplink_mean,3,Utility-Cost-Ratio,5517390.0
CICIoT2023_R1,0.6,comm_selected_uplink_mean,4,Random-Budget,7352674.1
CICIoT2023_R1,0.6,comm_selected_uplink_mean,5,Historical-DoubleCost,7360901.2
CICIoT2023_R1,0.6,comm_selected_uplink_mean,6,CB-Score,7374261.0
CICIoT2023_R1,0.6,comm_selected_uplink_mean,7,Oracle-Score-Exact,7394796.5
CICIoT2023_R1,0.6,comm_selected_uplink_mean,8,Cost-Only,7485258.0
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,1,Utility-Only,7013864.1
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,2,Oort-Style-Adapted,7022844.7
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,3,Utility-Cost-Ratio,7039384.4
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,4,Random-Budget,8872030.7
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,5,Historical-DoubleCost,8883004.9
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,6,CB-Score,8896384.1
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,7,Oracle-Score-Exact,8916894.5
CICIoT2023_R1,0.6,comm_E2E_broadcast_mean,8,Cost-Only,9007226.8
CICIoT2023_R1,0.8,metric_f1_mean,1,Cost-Only,0.9227974564400507
CICIoT2023_R1,0.8,metric_f1_mean,2,Random-Budget,0.9226307568882185
CICIoT2023_R1,0.8,metric_f1_mean,3,Oracle-Score-Exact,0.9202336709441462
CICIoT2023_R1,0.8,metric_f1_mean,4,CB-Score,0.9198673202616647
CICIoT2023_R1,0.8,metric_f1_mean,5,Historical-DoubleCost,0.9197577047519647
CICIoT2023_R1,0.8,metric_f1_mean,6,Utility-Cost-Ratio,0.9177687503864979
CICIoT2023_R1,0.8,metric_f1_mean,7,Utility-Only,0.9177687503864979
CICIoT2023_R1,0.8,metric_f1_mean,8,Oort-Style-Adapted,0.917677482192477
CICIoT2023_R1,0.8,metric_pr_auc_mean,1,Random-Budget,0.9876814072313317
CICIoT2023_R1,0.8,metric_pr_auc_mean,2,Oracle-Score-Exact,0.9876443979564162
CICIoT2023_R1,0.8,metric_pr_auc_mean,3,Oort-Style-Adapted,0.9876325504886011
CICIoT2023_R1,0.8,metric_pr_auc_mean,4,Utility-Cost-Ratio,0.9875488646349944
CICIoT2023_R1,0.8,metric_pr_auc_mean,5,Utility-Only,0.9875488646349944
CICIoT2023_R1,0.8,metric_pr_auc_mean,6,Historical-DoubleCost,0.9875351467141624
CICIoT2023_R1,0.8,metric_pr_auc_mean,7,CB-Score,0.9875307618807017
CICIoT2023_R1,0.8,metric_pr_auc_mean,8,Cost-Only,0.9875093557671222
CICIoT2023_R1,0.8,metric_fpr_mean,1,Oort-Style-Adapted,0.0437901212553495
CICIoT2023_R1,0.8,metric_fpr_mean,2,Utility-Cost-Ratio,0.04385253209700428
CICIoT2023_R1,0.8,metric_fpr_mean,3,Utility-Only,0.04385253209700428
CICIoT2023_R1,0.8,metric_fpr_mean,4,Historical-DoubleCost,0.04414229671897289
CICIoT2023_R1,0.8,metric_fpr_mean,5,CB-Score,0.04464158345221113
CICIoT2023_R1,0.8,metric_fpr_mean,6,Oracle-Score-Exact,0.04503833808844508
CICIoT2023_R1,0.8,metric_fpr_mean,7,Cost-Only,0.04712910128388017
CICIoT2023_R1,0.8,metric_fpr_mean,8,Random-Budget,0.0486938302425107
CICIoT2023_R1,0.8,comm_selected_uplink_mean,1,Utility-Cost-Ratio,5811771.3
CICIoT2023_R1,0.8,comm_selected_uplink_mean,2,Utility-Only,5811771.3
CICIoT2023_R1,0.8,comm_selected_uplink_mean,3,Oort-Style-Adapted,5857207.8
CICIoT2023_R1,0.8,comm_selected_uplink_mean,4,CB-Score,9487583.3
CICIoT2023_R1,0.8,comm_selected_uplink_mean,5,Historical-DoubleCost,9488866.8
CICIoT2023_R1,0.8,comm_selected_uplink_mean,6,Oracle-Score-Exact,9495934.8
CICIoT2023_R1,0.8,comm_selected_uplink_mean,7,Random-Budget,9827975.9
CICIoT2023_R1,0.8,comm_selected_uplink_mean,8,Cost-Only,9875908.2
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,1,Utility-Cost-Ratio,7333965.6
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,2,Utility-Only,7333965.6
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,3,Oort-Style-Adapted,7379364.9
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,4,CB-Score,11009625.5
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,5,Historical-DoubleCost,11010915.7
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,6,Oracle-Score-Exact,11017973.3
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,7,Random-Budget,11347455.4
CICIoT2023_R1,0.8,comm_E2E_broadcast_mean,8,Cost-Only,11397919.0
CICIoT2023_R1,1.0,metric_f1_mean,1,CB-Score,0.923100627462933
CICIoT2023_R1,1.0,metric_f1_mean,2,Historical-DoubleCost,0.923100627462933
CICIoT2023_R1,1.0,metric_f1_mean,3,Oracle-Score-Exact,0.923100627462933
CICIoT2023_R1,1.0,metric_f1_mean,4,Cost-Only,0.9222503730371184
CICIoT2023_R1,1.0,metric_f1_mean,5,Random-Budget,0.9222503730371184
CICIoT2023_R1,1.0,metric_f1_mean,6,Oort-Style-Adapted,0.9194711356605129
CICIoT2023_R1,1.0,metric_f1_mean,7,Utility-Cost-Ratio,0.9194711356605129
CICIoT2023_R1,1.0,metric_f1_mean,8,Utility-Only,0.9194711356605129
CICIoT2023_R1,1.0,metric_pr_auc_mean,1,CB-Score,0.9878497772975491
CICIoT2023_R1,1.0,metric_pr_auc_mean,2,Historical-DoubleCost,0.9878497772975491
CICIoT2023_R1,1.0,metric_pr_auc_mean,3,Oracle-Score-Exact,0.9878497772975491
CICIoT2023_R1,1.0,metric_pr_auc_mean,4,Cost-Only,0.9874561673130062
CICIoT2023_R1,1.0,metric_pr_auc_mean,5,Random-Budget,0.9874561673130062
CICIoT2023_R1,1.0,metric_pr_auc_mean,6,Oort-Style-Adapted,0.987406615084147
CICIoT2023_R1,1.0,metric_pr_auc_mean,7,Utility-Cost-Ratio,0.987406615084147
CICIoT2023_R1,1.0,metric_pr_auc_mean,8,Utility-Only,0.987406615084147
CICIoT2023_R1,1.0,metric_fpr_mean,1,Cost-Only,0.045871968616262485
CICIoT2023_R1,1.0,metric_fpr_mean,2,Random-Budget,0.045871968616262485
CICIoT2023_R1,1.0,metric_fpr_mean,3,Oort-Style-Adapted,0.04773092011412268
CICIoT2023_R1,1.0,metric_fpr_mean,4,Utility-Cost-Ratio,0.04773092011412268
CICIoT2023_R1,1.0,metric_fpr_mean,5,Utility-Only,0.04773092011412268
CICIoT2023_R1,1.0,metric_fpr_mean,6,CB-Score,0.04839069186875892
CICIoT2023_R1,1.0,metric_fpr_mean,7,Historical-DoubleCost,0.04839069186875892
CICIoT2023_R1,1.0,metric_fpr_mean,8,Oracle-Score-Exact,0.04839069186875892
CICIoT2023_R1,1.0,comm_selected_uplink_mean,1,Oort-Style-Adapted,6082003.2
CICIoT2023_R1,1.0,comm_selected_uplink_mean,2,Utility-Cost-Ratio,6082003.2
CICIoT2023_R1,1.0,comm_selected_uplink_mean,3,Utility-Only,6082003.2
CICIoT2023_R1,1.0,comm_selected_uplink_mean,4,CB-Score,10315028.1
CICIoT2023_R1,1.0,comm_selected_uplink_mean,5,Historical-DoubleCost,10315028.1
CICIoT2023_R1,1.0,comm_selected_uplink_mean,6,Oracle-Score-Exact,10315028.1
CICIoT2023_R1,1.0,comm_selected_uplink_mean,7,Cost-Only,11827245.1
CICIoT2023_R1,1.0,comm_selected_uplink_mean,8,Random-Budget,11827245.1
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,1,Oort-Style-Adapted,7604136.4
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,2,Utility-Cost-Ratio,7604136.4
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,3,Utility-Only,7604136.4
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,4,CB-Score,11837075.8
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,5,Historical-DoubleCost,11837075.8
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,6,Oracle-Score-Exact,11837075.8
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,7,Random-Budget,13346699.6
CICIoT2023_R1,1.0,comm_E2E_broadcast_mean,8,Cost-Only,13349099.6
