dataset_protocol,seed,beta,method,endpoint,normalized_auc,start_value,end_value
CICIDS2017_COVERAGE_R1,2026,0.8,Utility-Cost-Ratio,validation_FPR,0.012731657357803277,0.08815097580103254,0.0012278475831866
CICIDS2017_COVERAGE_R1,2026,0.8,CB-Score,validation_F1,0.00948399717491085,0.05138112844795803,0.0
CICIDS2017_COVERAGE_R1,2026,0.8,CB-Score,validation_PR_AUC,0.032012544261451635,0.038517095265100325,0.029383191288845
CICIDS2017_COVERAGE_R1,2026,0.8,CB-Score,validation_FPR,0.01687621539939166,0.053877122040506584,0.0020873408914173
CICIDS2017_COVERAGE_R1,2026,0.8,Historical-DoubleCost,validation_F1,0.00948399717491085,0.05138112844795803,0.0
CICIDS2017_COVERAGE_R1,2026,0.8,Historical-DoubleCost,validation_PR_AUC,0.032012544261451635,0.038517095265100325,0.029383191288845
CICIDS2017_COVERAGE_R1,2026,0.8,Historical-DoubleCost,validation_FPR,0.01687621539939166,0.053877122040506584,0.0020873408914173
CICIDS2017_COVERAGE_R1,2026,0.8,Oort-Style-Adapted,validation_F1,0.00254276051243251,0.08495164446841774,0.0018561043630770631
CICIDS2017_COVERAGE_R1,2026,0.8,Oort-Style-Adapted,validation_PR_AUC,0.02924272366890437,0.03927275773434033,0.03378424301184727
CICIDS2017_COVERAGE_R1,2026,0.8,Oort-Style-Adapted,validation_FPR,0.012149129349953667,0.08623108063942081,0.0198112098598778
CICIDS2017_COVERAGE_R1,2026,0.8,Oracle-Score-Exact,validation_F1,0.00948399717491085,0.05138112844795803,0.0
CICIDS2017_COVERAGE_R1,2026,0.8,Oracle-Score-Exact,validation_PR_AUC,0.032012544261451635,0.038517095265100325,0.029383191288845
CICIDS2017_COVERAGE_R1,2026,0.8,Oracle-Score-Exact,validation_FPR,0.01687621539939166,0.053877122040506584,0.0020873408914173
CICIDS2017_COVERAGE_R1,2026,1.0,Full-Contextual,validation_F1,0.00022125654401117223,0.0,0.0015478669872104813
CICIDS2017_COVERAGE_R1,2026,1.0,Full-Contextual,validation_PR_AUC,0.029787506037695123,0.03713763874425446,0.028334199344695665
CICIDS2017_COVERAGE_R1,2026,1.0,Full-Contextual,validation_FPR,0.0038867322201913586,7.065916664303459e-05,0.0032363555602759435
CICIDS2017_COVERAGE_R1,2026,1.0,Random-Budget,validation_F1,0.00021970278100633616,0.0,0.0015499830585340014
CICIDS2017_COVERAGE_R1,2026,1.0,Random-Budget,validation_PR_AUC,0.029788807727195558,0.03713808639985075,0.02827373989257229
CICIDS2017_COVERAGE_R1,2026,1.0,Random-Budget,validation_FPR,0.0038872482086848223,6.22635866959989e-05,0.0031994310120639904
CICIDS2017_COVERAGE_R1,2026,1.0,Cost-Only,validation_F1,0.00021954154997648158,0.0,0.0015502026374889632
CICIDS2017_COVERAGE_R1,2026,1.0,Cost-Only,validation_PR_AUC,0.029788942804217754,0.0371381328529763,0.028267466179977045
CICIDS2017_COVERAGE_R1,2026,1.0,Cost-Only,validation_FPR,0.003887301753454114,6.139237915933369e-05,0.0031955994523151796
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Only,validation_F1,0.008376810336134813,0.0,0.0015643055214210045
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Only,validation_PR_AUC,0.029934020006433425,0.0371381328529763,0.02781372399231795
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Only,validation_FPR,0.01341698422442073,6.139237915933369e-05,0.002948309067523143
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Cost-Ratio,validation_F1,0.008376810336134813,0.0,0.0015643055214210045
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Cost-Ratio,validation_PR_AUC,0.029934020006433425,0.0371381328529763,0.02781372399231795
CICIDS2017_COVERAGE_R1,2026,1.0,Utility-Cost-Ratio,validation_FPR,0.01341698422442073,6.139237915933369e-05,0.002948309067523143
CICIDS2017_COVERAGE_R1,2026,1.0,CB-Score,validation_F1,0.0030711155958404366,0.09734025654449706,0.0015961691939345
CICIDS2017_COVERAGE_R1,2026,1.0,CB-Score,validation_PR_AUC,0.030288003077979065,0.03921965997760619,0.0299697199050043
CICIDS2017_COVERAGE_R1,2026,1.0,CB-Score,validation_FPR,0.011823531228641734,0.10878281546749186,0.0024147669136004
CICIDS2017_COVERAGE_R1,2026,1.0,Historical-DoubleCost,validation_F1,0.0030711155958404366,0.09734025654449706,0.0015961691939345
CICIDS2017_COVERAGE_R1,2026,1.0,Historical-DoubleCost,validation_PR_AUC,0.030288003077979065,0.03921965997760619,0.0299697199050043
CICIDS2017_COVERAGE_R1,2026,1.0,Historical-DoubleCost,validation_FPR,0.011823531228641734,0.10878281546749186,0.0024147669136004
CICIDS2017_COVERAGE_R1,2026,1.0,Oort-Style-Adapted,validation_F1,0.008376810336134813,0.0,0.0015643055214210045
CICIDS2017_COVERAGE_R1,2026,1.0,Oort-Style-Adapted,validation_PR_AUC,0.029934020006433425,0.0371381328529763,0.02781372399231795
CICIDS2017_COVERAGE_R1,2026,1.0,Oort-Style-Adapted,validation_FPR,0.01341698422442073,6.139237915933369e-05,0.002948309067523143
CICIDS2017_COVERAGE_R1,2026,1.0,Oracle-Score-Exact,validation_F1,0.0030711155958404366,0.09734025654449706,0.0015961691939345
CICIDS2017_COVERAGE_R1,2026,1.0,Oracle-Score-Exact,validation_PR_AUC,0.030288003077979065,0.03921965997760619,0.0299697199050043
CICIDS2017_COVERAGE_R1,2026,1.0,Oracle-Score-Exact,validation_FPR,0.011823531228641734,0.10878281546749186,0.0024147669136004
CICIDS2017_COVERAGE_R1,3407,0.1,Full-Contextual,validation_F1,0.0013133112744346035,0.0,0.000818737015012339
CICIDS2017_COVERAGE_R1,3407,0.1,Full-Contextual,validation_PR_AUC,0.028467714059687402,0.0330465102287126,0.026695528111309527
CICIDS2017_COVERAGE_R1,3407,0.1,Full-Contextual,validation_FPR,0.05558519319141056,0.0033930177418036,0.044606941568532045
CICIDS2017_COVERAGE_R1,3407,0.1,Random-Budget,validation_F1,0.018333074843326136,0.04164320657810417,0.07791971224155618
CICIDS2017_COVERAGE_R1,3407,0.1,Random-Budget,validation_PR_AUC,0.039889456978859414,0.03785924483071679,0.07234617493649495
CICIDS2017_COVERAGE_R1,3407,0.1,Random-Budget,validation_FPR,0.11054418893806402,0.1091281360646812,0.15408470836583182
CICIDS2017_COVERAGE_R1,3407,0.1,Cost-Only,validation_F1,0.00024041626266454422,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.1,Cost-Only,validation_PR_AUC,0.026929453969437984,0.027171409263476606,0.0248764624037452
CICIDS2017_COVERAGE_R1,3407,0.1,Cost-Only,validation_FPR,0.006072879911552632,0.04180839985700774,0.004946447551304
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Only,validation_F1,0.0428779976231142,0.04884194347635993,0.005336977322676901
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Only,validation_PR_AUC,0.04128112017250993,0.033504095139496474,0.03060224682664854
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Only,validation_FPR,0.02133821594159509,0.15808518342627026,0.01933143409274775
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Cost-Ratio,validation_F1,0.0428779976231142,0.04884194347635993,0.005336977322676901
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Cost-Ratio,validation_PR_AUC,0.04128112017250993,0.033504095139496474,0.03060224682664854
CICIDS2017_COVERAGE_R1,3407,0.1,Utility-Cost-Ratio,validation_FPR,0.02133821594159509,0.15808518342627026,0.01933143409274775
CICIDS2017_COVERAGE_R1,3407,0.1,CB-Score,validation_F1,0.05174980332333033,0.0,0.010111067114224798
CICIDS2017_COVERAGE_R1,3407,0.1,CB-Score,validation_PR_AUC,0.042570779172571946,0.03210949697958288,0.04512023505560304
CICIDS2017_COVERAGE_R1,3407,0.1,CB-Score,validation_FPR,0.019685354238668858,0.0012432504841348737,0.002842266814194999
CICIDS2017_COVERAGE_R1,3407,0.1,Historical-DoubleCost,validation_F1,0.05174980332333033,0.0,0.010111067114224798
CICIDS2017_COVERAGE_R1,3407,0.1,Historical-DoubleCost,validation_PR_AUC,0.042570779172571946,0.03210949697958288,0.04512023505560304
CICIDS2017_COVERAGE_R1,3407,0.1,Historical-DoubleCost,validation_FPR,0.019685354238668858,0.0012432504841348737,0.002842266814194999
CICIDS2017_COVERAGE_R1,3407,0.1,Oort-Style-Adapted,validation_F1,0.036761285056469875,0.0,6.15629054746456e-06
CICIDS2017_COVERAGE_R1,3407,0.1,Oort-Style-Adapted,validation_PR_AUC,0.03952254236519703,0.031671604455054334,0.03702685928464031
CICIDS2017_COVERAGE_R1,3407,0.1,Oort-Style-Adapted,validation_FPR,0.034770238956641775,0.0005867064521567488,0.0009716566757822995
CICIDS2017_COVERAGE_R1,3407,0.1,Oracle-Score-Exact,validation_F1,0.05174980332333033,0.0,0.010111067114224798
CICIDS2017_COVERAGE_R1,3407,0.1,Oracle-Score-Exact,validation_PR_AUC,0.042570779172571946,0.03210949697958288,0.04512023505560304
CICIDS2017_COVERAGE_R1,3407,0.1,Oracle-Score-Exact,validation_FPR,0.019685354238668858,0.0012432504841348737,0.002842266814194999
CICIDS2017_COVERAGE_R1,3407,0.2,Full-Contextual,validation_F1,0.0009715740451142155,0.0,0.0011381755199946244
CICIDS2017_COVERAGE_R1,3407,0.2,Full-Contextual,validation_PR_AUC,0.027620433844916147,0.0330465102287126,0.024696589989353472
CICIDS2017_COVERAGE_R1,3407,0.2,Full-Contextual,validation_FPR,0.04086255295015624,0.0033930177418036,0.013199170427688658
CICIDS2017_COVERAGE_R1,3407,0.2,Random-Budget,validation_F1,0.019335357747221896,0.006874216507608319,0.001287498390627
CICIDS2017_COVERAGE_R1,3407,0.2,Random-Budget,validation_PR_AUC,0.04307035410496258,0.025265655256048083,0.0575015117104851
CICIDS2017_COVERAGE_R1,3407,0.2,Random-Budget,validation_FPR,0.11803546127472918,0.12641710502272785,0.1366609435042106
CICIDS2017_COVERAGE_R1,3407,0.2,Cost-Only,validation_F1,0.0,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Cost-Only,validation_PR_AUC,0.02699194691481961,0.032138086631429974,0.029427963726889397
CICIDS2017_COVERAGE_R1,3407,0.2,Cost-Only,validation_FPR,0.008802357978038028,0.0007208988461472046,0.004273069687918054
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Only,validation_F1,0.04108937069573102,0.006450251489395986,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Only,validation_PR_AUC,0.040147434642009615,0.03354660782198605,0.03196893951583303
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Only,validation_FPR,0.01635512646502011,0.02517170462232529,0.0036484177322602066
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Cost-Ratio,validation_F1,0.0004578839700414014,0.006450251489395986,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Cost-Ratio,validation_PR_AUC,0.027299508329090994,0.03354660782198605,0.026990359975809453
CICIDS2017_COVERAGE_R1,3407,0.2,Utility-Cost-Ratio,validation_FPR,0.011399478067036698,0.02517170462232529,0.006124516467595178
CICIDS2017_COVERAGE_R1,3407,0.2,CB-Score,validation_F1,0.006257724865087843,0.0001363073944765002,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,CB-Score,validation_PR_AUC,0.030277344993858854,0.03241955692358131,0.027161369591673843
CICIDS2017_COVERAGE_R1,3407,0.2,CB-Score,validation_FPR,0.03669000435670381,0.020771779339139235,0.0028174837562779274
CICIDS2017_COVERAGE_R1,3407,0.2,Historical-DoubleCost,validation_F1,0.006257724865087843,0.0001363073944765002,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Historical-DoubleCost,validation_PR_AUC,0.030277344993858854,0.03241955692358131,0.027161369591673843
CICIDS2017_COVERAGE_R1,3407,0.2,Historical-DoubleCost,validation_FPR,0.03669000435670381,0.020771779339139235,0.0028174837562779274
CICIDS2017_COVERAGE_R1,3407,0.2,Oort-Style-Adapted,validation_F1,0.037375342432604354,0.00012117722544434427,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Oort-Style-Adapted,validation_PR_AUC,0.04574152769220977,0.03278302868623815,0.02866393204975139
CICIDS2017_COVERAGE_R1,3407,0.2,Oort-Style-Adapted,validation_FPR,0.04565711442917891,0.011327390526821371,0.0019293578212496788
CICIDS2017_COVERAGE_R1,3407,0.2,Oracle-Score-Exact,validation_F1,0.006257724865087843,0.0001363073944765002,0.0
CICIDS2017_COVERAGE_R1,3407,0.2,Oracle-Score-Exact,validation_PR_AUC,0.030277344993858854,0.03241955692358131,0.027161369591673843
CICIDS2017_COVERAGE_R1,3407,0.2,Oracle-Score-Exact,validation_FPR,0.03669000435670381,0.020771779339139235,0.0028174837562779274
CICIDS2017_COVERAGE_R1,3407,0.4,Full-Contextual,validation_F1,0.0005999388705110078,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Full-Contextual,validation_PR_AUC,0.0260887415395224,0.0330465102287126,0.023443258561250933
CICIDS2017_COVERAGE_R1,3407,0.4,Full-Contextual,validation_FPR,0.02679460011480589,0.0033930177418036,0.006049645647587458
CICIDS2017_COVERAGE_R1,3407,0.4,Random-Budget,validation_F1,0.00030841649103220486,0.0011013952831263189,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Random-Budget,validation_PR_AUC,0.02962960029152976,0.03052345236007262,0.03965257069668678
CICIDS2017_COVERAGE_R1,3407,0.4,Random-Budget,validation_FPR,0.025319637403879956,0.16549496910739558,0.008358919457007497
CICIDS2017_COVERAGE_R1,3407,0.4,Cost-Only,validation_F1,0.0002463154193307979,0.0031117362857088094,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Cost-Only,validation_PR_AUC,0.0260895768820246,0.03246733690053342,0.02593455770058883
CICIDS2017_COVERAGE_R1,3407,0.4,Cost-Only,validation_FPR,0.006609746958230011,0.01731450583794928,0.0021162145578999597
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Only,validation_F1,0.0007794764775897172,0.000165013308836037,0.007503642829187077
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Only,validation_PR_AUC,0.026468245730639668,0.032403158576263996,0.033783234736744557
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Only,validation_FPR,0.019487025624125,0.03544240077134546,0.02102685154482267
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Cost-Ratio,validation_F1,0.0007794764775897172,0.000165013308836037,0.007503642829187077
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Cost-Ratio,validation_PR_AUC,0.026468245730639668,0.032403158576263996,0.033783234736744557
CICIDS2017_COVERAGE_R1,3407,0.4,Utility-Cost-Ratio,validation_FPR,0.019487025624125,0.03544240077134546,0.02102685154482267
CICIDS2017_COVERAGE_R1,3407,0.4,CB-Score,validation_F1,0.0018713876289677524,0.00023418143948679762,0.00610042809117499
CICIDS2017_COVERAGE_R1,3407,0.4,CB-Score,validation_PR_AUC,0.0282416101633259,0.03244474598916838,0.030964297427869554
CICIDS2017_COVERAGE_R1,3407,0.4,CB-Score,validation_FPR,0.016451333597852946,0.025278955687713572,0.01166448124941223
CICIDS2017_COVERAGE_R1,3407,0.4,Historical-DoubleCost,validation_F1,0.001710850047621042,0.00023418143948679762,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Historical-DoubleCost,validation_PR_AUC,0.028464935026258995,0.03244474598916838,0.028925528099045156
CICIDS2017_COVERAGE_R1,3407,0.4,Historical-DoubleCost,validation_FPR,0.01633937809651374,0.025278955687713572,0.0011831190163803932
CICIDS2017_COVERAGE_R1,3407,0.4,Oort-Style-Adapted,validation_F1,0.01180838661043608,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Oort-Style-Adapted,validation_PR_AUC,0.03315050239119693,0.03353025246196575,0.0315821242424644
CICIDS2017_COVERAGE_R1,3407,0.4,Oort-Style-Adapted,validation_FPR,0.013834436071227784,0.001014076232159062,0.0020848663232769
CICIDS2017_COVERAGE_R1,3407,0.4,Oracle-Score-Exact,validation_F1,9.989272588129531e-05,0.00023418143948679762,0.0
CICIDS2017_COVERAGE_R1,3407,0.4,Oracle-Score-Exact,validation_PR_AUC,0.026570443357722674,0.03244474598916838,0.028240732405451982
CICIDS2017_COVERAGE_R1,3407,0.4,Oracle-Score-Exact,validation_FPR,0.01371368082261279,0.025278955687713572,0.005305339044929065
CICIDS2017_COVERAGE_R1,3407,0.6,Full-Contextual,validation_F1,0.0004521487633538186,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Full-Contextual,validation_PR_AUC,0.026857761213231177,0.0330465102287126,0.03562060596587495
CICIDS2017_COVERAGE_R1,3407,0.6,Full-Contextual,validation_FPR,0.021232685313613036,0.0033930177418036,0.004681488634311561
CICIDS2017_COVERAGE_R1,3407,0.6,Random-Budget,validation_F1,0.00029242351751271317,0.0008321946951752766,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Random-Budget,validation_PR_AUC,0.028108614628279637,0.029287274163783947,0.04662451301440655
CICIDS2017_COVERAGE_R1,3407,0.6,Random-Budget,validation_FPR,0.017552227646794993,0.06670515539661157,0.01462760790482176
CICIDS2017_COVERAGE_R1,3407,0.6,Cost-Only,validation_F1,0.0002349175553035455,0.00244631773484287,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Cost-Only,validation_PR_AUC,0.026916377893880378,0.03319545029445638,0.02890430994104232
CICIDS2017_COVERAGE_R1,3407,0.6,Cost-Only,validation_FPR,0.00757287258542647,0.009498843451375867,0.002408210571536354
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Only,validation_F1,0.003902451812701967,0.03042387023422402,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Only,validation_PR_AUC,0.02697757171050905,0.03165223005970754,0.036414910188388
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Only,validation_FPR,0.023661367909459177,0.11025293103295036,0.0120799607554574
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Cost-Ratio,validation_F1,0.003902451812701967,0.03042387023422402,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Cost-Ratio,validation_PR_AUC,0.02697757171050905,0.03165223005970754,0.036414910188388
CICIDS2017_COVERAGE_R1,3407,0.6,Utility-Cost-Ratio,validation_FPR,0.023661367909459177,0.11025293103295036,0.0120799607554574
CICIDS2017_COVERAGE_R1,3407,0.6,CB-Score,validation_F1,0.0008717619332385498,0.03042387023422402,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,CB-Score,validation_PR_AUC,0.027676101055473364,0.03165223005970754,0.03227442748740778
CICIDS2017_COVERAGE_R1,3407,0.6,CB-Score,validation_FPR,0.01100114275890341,0.11025293103295036,0.001836413089340878
CICIDS2017_COVERAGE_R1,3407,0.6,Historical-DoubleCost,validation_F1,0.0008717619332385498,0.03042387023422402,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Historical-DoubleCost,validation_PR_AUC,0.027676101055473364,0.03165223005970754,0.03227442748740778
CICIDS2017_COVERAGE_R1,3407,0.6,Historical-DoubleCost,validation_FPR,0.01100114275890341,0.11025293103295036,0.001836413089340878
CICIDS2017_COVERAGE_R1,3407,0.6,Oort-Style-Adapted,validation_F1,0.005517875842898132,0.0006580122046105519,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Oort-Style-Adapted,validation_PR_AUC,0.028686202668671355,0.031868849478495685,0.02566025064780046
CICIDS2017_COVERAGE_R1,3407,0.6,Oort-Style-Adapted,validation_FPR,0.019380790878883256,0.11997641984365798,0.0030202032938098484
CICIDS2017_COVERAGE_R1,3407,0.6,Oracle-Score-Exact,validation_F1,0.0008717619332385498,0.03042387023422402,0.0
CICIDS2017_COVERAGE_R1,3407,0.6,Oracle-Score-Exact,validation_PR_AUC,0.028081299213152562,0.03165223005970754,0.03367346579396929
CICIDS2017_COVERAGE_R1,3407,0.6,Oracle-Score-Exact,validation_FPR,0.011378305677182529,0.11025293103295036,0.004318986813608325
CICIDS2017_COVERAGE_R1,3407,0.8,Full-Contextual,validation_F1,0.0003942495618254948,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Full-Contextual,validation_PR_AUC,0.027626893754101885,0.0330465102287126,0.03267995600580377
CICIDS2017_COVERAGE_R1,3407,0.8,Full-Contextual,validation_FPR,0.018994581364355136,0.0033930177418036,0.004775209405450375
CICIDS2017_COVERAGE_R1,3407,0.8,Random-Budget,validation_F1,0.000379618919018497,0.0008273486554731985,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Random-Budget,validation_PR_AUC,0.027651906690592244,0.032974444986002834,0.029359781380808414
CICIDS2017_COVERAGE_R1,3407,0.8,Random-Budget,validation_FPR,0.013704394209449886,0.007188666874549312,0.003137770685667314
CICIDS2017_COVERAGE_R1,3407,0.8,Cost-Only,validation_F1,0.0003347775477363247,0.0008531861077170993,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Cost-Only,validation_PR_AUC,0.026464155201170462,0.03292559919017604,0.027209940018280955
CICIDS2017_COVERAGE_R1,3407,0.8,Cost-Only,validation_FPR,0.009370334379287677,0.007419652503911222,0.0027600490089955527
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Only,validation_F1,0.0015709045129520998,0.013454752095315712,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Only,validation_PR_AUC,0.027403905927024123,0.03272565872776489,0.0298563088941059
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Only,validation_FPR,0.011403193526347487,0.04908878156616791,0.007419671326956
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Cost-Ratio,validation_F1,0.0015709045129520998,0.013454752095315712,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Cost-Ratio,validation_PR_AUC,0.027403905927024123,0.03272565872776489,0.0298563088941059
CICIDS2017_COVERAGE_R1,3407,0.8,Utility-Cost-Ratio,validation_FPR,0.011403193526347487,0.04908878156616791,0.007419671326956
CICIDS2017_COVERAGE_R1,3407,0.8,CB-Score,validation_F1,0.00011116089076869291,0.0005005493769547351,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,CB-Score,validation_PR_AUC,0.026974170033511095,0.02954524648319447,0.029353990947411354
CICIDS2017_COVERAGE_R1,3407,0.8,CB-Score,validation_FPR,0.010860296750089971,0.09558726079966264,0.0030527015615004244
CICIDS2017_COVERAGE_R1,3407,0.8,Historical-DoubleCost,validation_F1,0.00011116089076869291,0.0005005493769547351,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Historical-DoubleCost,validation_PR_AUC,0.026974170033511095,0.02954524648319447,0.029353990947411354
CICIDS2017_COVERAGE_R1,3407,0.8,Historical-DoubleCost,validation_FPR,0.010860296750089971,0.09558726079966264,0.0030527015615004244
CICIDS2017_COVERAGE_R1,3407,0.8,Oort-Style-Adapted,validation_F1,0.002870748326362889,0.0002615474982884548,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Oort-Style-Adapted,validation_PR_AUC,0.031155093910842636,0.032751199213058795,0.03378907893336267
CICIDS2017_COVERAGE_R1,3407,0.8,Oort-Style-Adapted,validation_FPR,0.018209203075629933,0.043858425512061275,0.0034097386199235685
CICIDS2017_COVERAGE_R1,3407,0.8,Oracle-Score-Exact,validation_F1,0.00011116089076869291,0.0005005493769547351,0.0
CICIDS2017_COVERAGE_R1,3407,0.8,Oracle-Score-Exact,validation_PR_AUC,0.026910088462755,0.02954524648319447,0.028621750353735497
CICIDS2017_COVERAGE_R1,3407,0.8,Oracle-Score-Exact,validation_FPR,0.00957815401345462,0.09558726079966264,0.002917003768267222
CICIDS2017_COVERAGE_R1,3407,1.0,Full-Contextual,validation_F1,0.00034139073993394594,4.184098938064844e-06,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Full-Contextual,validation_PR_AUC,0.028497229406335735,0.03304382407977666,0.03406978543883639
CICIDS2017_COVERAGE_R1,3407,1.0,Full-Contextual,validation_FPR,0.017066730390194147,0.003419836236825087,0.0037133115965999964
CICIDS2017_COVERAGE_R1,3407,1.0,Random-Budget,validation_F1,0.0003419703889572459,3.933642342451367e-07,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Random-Budget,validation_PR_AUC,0.028495629249027637,0.03304625769287755,0.03411089894079019
CICIDS2017_COVERAGE_R1,3407,1.0,Random-Budget,validation_FPR,0.01708713813018678,0.0033955390580807463,0.003735742126068234
CICIDS2017_COVERAGE_R1,3407,1.0,Cost-Only,validation_F1,0.0003420305385182458,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Cost-Only,validation_PR_AUC,0.02849546321157943,0.0330465102287126,0.03411516513580316
CICIDS2017_COVERAGE_R1,3407,1.0,Cost-Only,validation_FPR,0.017089255800653607,0.0033930177418036,0.003738069658591815
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Only,validation_F1,5.1770049859285456e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Only,validation_PR_AUC,0.028106788615973058,0.0330465102287126,0.0292943483189322
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Only,validation_FPR,0.011553009214785779,0.0033930177418036,0.0091161801978579
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Cost-Ratio,validation_F1,5.1770049859285456e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Cost-Ratio,validation_PR_AUC,0.028106788615973058,0.0330465102287126,0.0292943483189322
CICIDS2017_COVERAGE_R1,3407,1.0,Utility-Cost-Ratio,validation_FPR,0.011553009214785779,0.0033930177418036,0.0091161801978579
CICIDS2017_COVERAGE_R1,3407,1.0,CB-Score,validation_F1,9.576650119296052e-05,0.000411655231461998,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,CB-Score,validation_PR_AUC,0.02950581355276622,0.029847047104527884,0.035112681090031427
CICIDS2017_COVERAGE_R1,3407,1.0,CB-Score,validation_FPR,0.00876240460658946,0.05722511244092549,0.002924724682723967
CICIDS2017_COVERAGE_R1,3407,1.0,Historical-DoubleCost,validation_F1,9.576650119296052e-05,0.000411655231461998,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Historical-DoubleCost,validation_PR_AUC,0.02950581355276622,0.029847047104527884,0.035112681090031427
CICIDS2017_COVERAGE_R1,3407,1.0,Historical-DoubleCost,validation_FPR,0.00876240460658946,0.05722511244092549,0.002924724682723967
CICIDS2017_COVERAGE_R1,3407,1.0,Oort-Style-Adapted,validation_F1,5.1770049859285456e-05,0.0,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Oort-Style-Adapted,validation_PR_AUC,0.028106788615973058,0.0330465102287126,0.0292943483189322
CICIDS2017_COVERAGE_R1,3407,1.0,Oort-Style-Adapted,validation_FPR,0.011553009214785779,0.0033930177418036,0.0091161801978579
CICIDS2017_COVERAGE_R1,3407,1.0,Oracle-Score-Exact,validation_F1,9.576650119296052e-05,0.000411655231461998,0.0
CICIDS2017_COVERAGE_R1,3407,1.0,Oracle-Score-Exact,validation_PR_AUC,0.02950581355276622,0.029847047104527884,0.035112681090031427
CICIDS2017_COVERAGE_R1,3407,1.0,Oracle-Score-Exact,validation_FPR,0.00876240460658946,0.05722511244092549,0.002924724682723967
CICIDS2017_COVERAGE_R1,11,0.1,Full-Contextual,validation_F1,0.0009476489198879096,0.0,0.001208109946337298
CICIDS2017_COVERAGE_R1,11,0.1,Full-Contextual,validation_PR_AUC,0.034172832783758836,0.0336193373266985,0.027976764629854718
CICIDS2017_COVERAGE_R1,11,0.1,Full-Contextual,validation_FPR,0.02252236444000806,0.0601448385908923,0.045771716170718256
CICIDS2017_COVERAGE_R1,11,0.1,Random-Budget,validation_F1,0.06082836143687047,0.0345330728768341,0.000725878954790445
