dataset_protocol,test_attack_prevalence,full_mean_f1,full_mean_pr_auc,pr_auc_minus_prevalence,full_mean_roc_auc,assessment
CICIDS2017_COVERAGE_R1,0.23492184700999763,0.004252422535036786,0.17374355098046187,-0.061178296029535756,0.34913084146500706,INADEQUATE_FOR_ABSOLUTE_DETECTION_CLAIMS
CICIoT2023_R1,0.7494275214190766,0.9218090119020942,0.9874069072980145,0.23797938587893785,0.9587910169916661,ADEQUATE_FOR_PRIMARY_DETECTION_CLAIMS
