dataset_protocol,beta,method,endpoint,fraction_of_full_final,n_seeds,reached_seeds,reached_fraction,mean_E2E_broadcast_bytes_when_reached,mean_round_when_reached,mean_target_value
CICIDS2017_COVERAGE_R1,1.0,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,846729.9,0.7,0.031642338494102175
CICIDS2017_COVERAGE_R1,1.0,Oort-Style-Adapted,F1,0.9,10,10,1.0,966780.8,0.8,0.00045667459832632204
CICIDS2017_COVERAGE_R1,1.0,Oort-Style-Adapted,F1,0.95,10,10,1.0,966780.8,0.8,0.000482045409344451
CICIDS2017_COVERAGE_R1,1.0,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,788726.4,0.4,0.029976952257570483
CICIDS2017_COVERAGE_R1,1.0,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,1219379.3,1.5,0.031642338494102175
CICIDS2017_COVERAGE_R1,1.0,Oracle-Score-Exact,F1,0.9,10,10,1.0,1467045.9,1.9,0.00045667459832632204
CICIDS2017_COVERAGE_R1,1.0,Oracle-Score-Exact,F1,0.95,10,10,1.0,1467045.9,1.9,0.000482045409344451
CICIDS2017_COVERAGE_R1,1.0,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,738668.9,0.4,0.029976952257570483
CICIDS2017_COVERAGE_R1,1.0,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,846729.9,0.7,0.031642338494102175
CICIDS2017_COVERAGE_R1,1.0,Random-Budget,F1,0.9,10,10,1.0,2375561.6,2.5,0.00045667459832632204
CICIDS2017_COVERAGE_R1,1.0,Random-Budget,F1,0.95,10,10,1.0,3197614.8,3.7,0.000482045409344451
CICIDS2017_COVERAGE_R1,1.0,Random-Budget,PR_AUC,0.9,10,10,1.0,1227565.5,0.9,0.029976952257570483
CICIDS2017_COVERAGE_R1,1.0,Random-Budget,PR_AUC,0.95,10,10,1.0,2657840.2,3.2,0.031642338494102175
CICIDS2017_COVERAGE_R1,1.0,Utility-Cost-Ratio,F1,0.9,10,10,1.0,966780.8,0.8,0.00045667459832632204
CICIDS2017_COVERAGE_R1,1.0,Utility-Cost-Ratio,F1,0.95,10,10,1.0,966780.8,0.8,0.000482045409344451
CICIDS2017_COVERAGE_R1,1.0,Utility-Cost-Ratio,PR_AUC,0.9,10,10,1.0,788726.4,0.4,0.029976952257570483
CICIDS2017_COVERAGE_R1,1.0,Utility-Cost-Ratio,PR_AUC,0.95,10,10,1.0,1219379.3,1.5,0.031642338494102175
CICIDS2017_COVERAGE_R1,1.0,Utility-Only,F1,0.9,10,10,1.0,966780.8,0.8,0.00045667459832632204
CICIDS2017_COVERAGE_R1,1.0,Utility-Only,F1,0.95,10,10,1.0,966780.8,0.8,0.000482045409344451
CICIDS2017_COVERAGE_R1,1.0,Utility-Only,PR_AUC,0.9,10,10,1.0,788726.4,0.4,0.029976952257570483
CICIDS2017_COVERAGE_R1,1.0,Utility-Only,PR_AUC,0.95,10,10,1.0,1219379.3,1.5,0.031642338494102175
CICIoT2023_R1,0.1,CB-Score,F1,0.9,10,9,0.9,226695.55555555556,1.6666666666666667,0.8538547398758779
CICIoT2023_R1,0.1,CB-Score,F1,0.95,10,9,0.9,353597.0,3.0,0.9012911143134267
CICIoT2023_R1,0.1,CB-Score,PR_AUC,0.9,10,9,0.9,157104.22222222222,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,CB-Score,PR_AUC,0.95,10,9,0.9,157104.22222222222,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.1,Cost-Only,F1,0.9,10,9,0.9,320774.6666666667,2.5555555555555554,0.8538547398758779
CICIoT2023_R1,0.1,Cost-Only,F1,0.95,10,7,0.7,558773.1428571428,5.142857142857143,0.9012911143134267
CICIoT2023_R1,0.1,Cost-Only,PR_AUC,0.9,10,9,0.9,192816.0,1.2222222222222223,0.8942639931881017
CICIoT2023_R1,0.1,Cost-Only,PR_AUC,0.95,10,9,0.9,192816.0,1.2222222222222223,0.9439453261429962
CICIoT2023_R1,0.1,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,0.1,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,0.1,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,0.1,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,0.1,Historical-DoubleCost,F1,0.9,10,9,0.9,226695.55555555556,1.6666666666666667,0.8538547398758779
CICIoT2023_R1,0.1,Historical-DoubleCost,F1,0.95,10,9,0.9,353597.0,3.0,0.9012911143134267
CICIoT2023_R1,0.1,Historical-DoubleCost,PR_AUC,0.9,10,9,0.9,157104.22222222222,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Historical-DoubleCost,PR_AUC,0.95,10,9,0.9,157104.22222222222,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.1,Oort-Style-Adapted,F1,0.9,10,9,0.9,226255.66666666666,1.5555555555555556,0.8538547398758779
CICIoT2023_R1,0.1,Oort-Style-Adapted,F1,0.95,10,9,0.9,432069.55555555556,3.7777777777777777,0.9012911143134267
CICIoT2023_R1,0.1,Oort-Style-Adapted,PR_AUC,0.9,10,9,0.9,162266.88888888888,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Oort-Style-Adapted,PR_AUC,0.95,10,9,0.9,162266.88888888888,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.1,Oracle-Score-Exact,F1,0.9,10,9,0.9,226695.55555555556,1.6666666666666667,0.8538547398758779
CICIoT2023_R1,0.1,Oracle-Score-Exact,F1,0.95,10,9,0.9,353597.0,3.0,0.9012911143134267
CICIoT2023_R1,0.1,Oracle-Score-Exact,PR_AUC,0.9,10,9,0.9,157104.22222222222,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Oracle-Score-Exact,PR_AUC,0.95,10,9,0.9,157104.22222222222,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.1,Random-Budget,F1,0.9,10,9,0.9,225982.77777777778,1.5555555555555556,0.8538547398758779
CICIoT2023_R1,0.1,Random-Budget,F1,0.95,10,9,0.9,465985.6666666667,4.111111111111111,0.9012911143134267
CICIoT2023_R1,0.1,Random-Budget,PR_AUC,0.9,10,9,0.9,162163.0,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Random-Budget,PR_AUC,0.95,10,9,0.9,172358.11111111112,1.0,0.9439453261429962
CICIoT2023_R1,0.1,Utility-Cost-Ratio,F1,0.9,10,9,0.9,226255.66666666666,1.5555555555555556,0.8538547398758779
CICIoT2023_R1,0.1,Utility-Cost-Ratio,F1,0.95,10,9,0.9,385061.6666666667,3.2222222222222223,0.9012911143134267
CICIoT2023_R1,0.1,Utility-Cost-Ratio,PR_AUC,0.9,10,9,0.9,162266.88888888888,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Utility-Cost-Ratio,PR_AUC,0.95,10,9,0.9,162266.88888888888,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.1,Utility-Only,F1,0.9,10,9,0.9,226255.66666666666,1.5555555555555556,0.8538547398758779
CICIoT2023_R1,0.1,Utility-Only,F1,0.95,10,9,0.9,385061.6666666667,3.2222222222222223,0.9012911143134267
CICIoT2023_R1,0.1,Utility-Only,PR_AUC,0.9,10,9,0.9,162266.88888888888,0.8888888888888888,0.8942639931881017
CICIoT2023_R1,0.1,Utility-Only,PR_AUC,0.95,10,9,0.9,162266.88888888888,0.8888888888888888,0.9439453261429962
CICIoT2023_R1,0.2,CB-Score,F1,0.9,10,10,1.0,202858.3,0.7,0.8538547398758779
CICIoT2023_R1,0.2,CB-Score,F1,0.95,10,10,1.0,316129.1,1.6,0.9012911143134267
CICIoT2023_R1,0.2,CB-Score,PR_AUC,0.9,10,10,1.0,125900.9,0.1,0.8942639931881017
CICIoT2023_R1,0.2,CB-Score,PR_AUC,0.95,10,10,1.0,125900.9,0.1,0.9439453261429962
CICIoT2023_R1,0.2,Cost-Only,F1,0.9,10,10,1.0,239586.6,0.8,0.8538547398758779
CICIoT2023_R1,0.2,Cost-Only,F1,0.95,10,10,1.0,473654.1,2.5,0.9012911143134267
CICIoT2023_R1,0.2,Cost-Only,PR_AUC,0.9,10,10,1.0,210800.8,0.6,0.8942639931881017
CICIoT2023_R1,0.2,Cost-Only,PR_AUC,0.95,10,10,1.0,237797.5,0.8,0.9439453261429962
CICIoT2023_R1,0.2,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,0.2,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,0.2,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,0.2,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,0.2,Historical-DoubleCost,F1,0.9,10,10,1.0,202858.3,0.7,0.8538547398758779
CICIoT2023_R1,0.2,Historical-DoubleCost,F1,0.95,10,10,1.0,292810.0,1.4,0.9012911143134267
CICIoT2023_R1,0.2,Historical-DoubleCost,PR_AUC,0.9,10,10,1.0,125900.9,0.1,0.8942639931881017
CICIoT2023_R1,0.2,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,125900.9,0.1,0.9439453261429962
CICIoT2023_R1,0.2,Oort-Style-Adapted,F1,0.9,10,10,1.0,197772.8,0.6,0.8538547398758779
CICIoT2023_R1,0.2,Oort-Style-Adapted,F1,0.95,10,10,1.0,297519.4,1.4,0.9012911143134267
CICIoT2023_R1,0.2,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,149621.4,0.2,0.8942639931881017
CICIoT2023_R1,0.2,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,149621.4,0.2,0.9439453261429962
CICIoT2023_R1,0.2,Oracle-Score-Exact,F1,0.9,10,10,1.0,275770.1,1.2,0.8538547398758779
CICIoT2023_R1,0.2,Oracle-Score-Exact,F1,0.95,10,10,1.0,431352.0,2.4,0.9012911143134267
CICIoT2023_R1,0.2,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,144664.5,0.2,0.8942639931881017
CICIoT2023_R1,0.2,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,144664.5,0.2,0.9439453261429962
CICIoT2023_R1,0.2,Random-Budget,F1,0.9,10,10,1.0,225716.0,0.7,0.8538547398758779
CICIoT2023_R1,0.2,Random-Budget,F1,0.95,10,10,1.0,386234.6,1.9,0.9012911143134267
CICIoT2023_R1,0.2,Random-Budget,PR_AUC,0.9,10,10,1.0,224899.3,0.7,0.8942639931881017
CICIoT2023_R1,0.2,Random-Budget,PR_AUC,0.95,10,10,1.0,224899.3,0.7,0.9439453261429962
CICIoT2023_R1,0.2,Utility-Cost-Ratio,F1,0.9,10,10,1.0,212626.2,0.8,0.8538547398758779
CICIoT2023_R1,0.2,Utility-Cost-Ratio,F1,0.95,10,10,1.0,265197.7,1.2,0.9012911143134267
CICIoT2023_R1,0.2,Utility-Cost-Ratio,PR_AUC,0.9,10,10,1.0,149616.1,0.2,0.8942639931881017
CICIoT2023_R1,0.2,Utility-Cost-Ratio,PR_AUC,0.95,10,10,1.0,149616.1,0.2,0.9439453261429962
CICIoT2023_R1,0.2,Utility-Only,F1,0.9,10,10,1.0,212626.2,0.8,0.8538547398758779
CICIoT2023_R1,0.2,Utility-Only,F1,0.95,10,10,1.0,265197.7,1.2,0.9012911143134267
CICIoT2023_R1,0.2,Utility-Only,PR_AUC,0.9,10,10,1.0,149616.1,0.2,0.8942639931881017
CICIoT2023_R1,0.2,Utility-Only,PR_AUC,0.95,10,10,1.0,149616.1,0.2,0.9439453261429962
CICIoT2023_R1,0.4,CB-Score,F1,0.9,10,10,1.0,315608.4,0.6,0.8538547398758779
CICIoT2023_R1,0.4,CB-Score,F1,0.95,10,10,1.0,315608.4,0.6,0.9012911143134267
CICIoT2023_R1,0.4,CB-Score,PR_AUC,0.9,10,10,1.0,200901.8,0.0,0.8942639931881017
CICIoT2023_R1,0.4,CB-Score,PR_AUC,0.95,10,10,1.0,200901.8,0.0,0.9439453261429962
CICIoT2023_R1,0.4,Cost-Only,F1,0.9,10,10,1.0,309453.4,0.4,0.8538547398758779
CICIoT2023_R1,0.4,Cost-Only,F1,0.95,10,10,1.0,748676.0,2.5,0.9012911143134267
CICIoT2023_R1,0.4,Cost-Only,PR_AUC,0.9,10,10,1.0,285577.9,0.3,0.8942639931881017
CICIoT2023_R1,0.4,Cost-Only,PR_AUC,0.95,10,10,1.0,355458.4,0.6,0.9439453261429962
CICIoT2023_R1,0.4,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,0.4,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,0.4,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,0.4,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,0.4,Historical-DoubleCost,F1,0.9,10,10,1.0,315608.4,0.6,0.8538547398758779
CICIoT2023_R1,0.4,Historical-DoubleCost,F1,0.95,10,10,1.0,315608.4,0.6,0.9012911143134267
CICIoT2023_R1,0.4,Historical-DoubleCost,PR_AUC,0.9,10,10,1.0,200901.8,0.0,0.8942639931881017
CICIoT2023_R1,0.4,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,200901.8,0.0,0.9439453261429962
CICIoT2023_R1,0.4,Oort-Style-Adapted,F1,0.9,10,10,1.0,314846.5,0.5,0.8538547398758779
CICIoT2023_R1,0.4,Oort-Style-Adapted,F1,0.95,10,10,1.0,399951.7,0.9,0.9012911143134267
CICIoT2023_R1,0.4,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,257619.7,0.2,0.8942639931881017
CICIoT2023_R1,0.4,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,257619.7,0.2,0.9439453261429962
CICIoT2023_R1,0.4,Oracle-Score-Exact,F1,0.9,10,10,1.0,315608.4,0.6,0.8538547398758779
CICIoT2023_R1,0.4,Oracle-Score-Exact,F1,0.95,10,10,1.0,315608.4,0.6,0.9012911143134267
CICIoT2023_R1,0.4,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,200901.8,0.0,0.8942639931881017
CICIoT2023_R1,0.4,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,200901.8,0.0,0.9439453261429962
CICIoT2023_R1,0.4,Random-Budget,F1,0.9,10,10,1.0,281223.9,0.3,0.8538547398758779
CICIoT2023_R1,0.4,Random-Budget,F1,0.95,10,10,1.0,418232.0,1.0,0.9012911143134267
CICIoT2023_R1,0.4,Random-Budget,PR_AUC,0.9,10,10,1.0,271729.7,0.3,0.8942639931881017
CICIoT2023_R1,0.4,Random-Budget,PR_AUC,0.95,10,10,1.0,332881.9,0.6,0.9439453261429962
CICIoT2023_R1,0.4,Utility-Cost-Ratio,F1,0.9,10,10,1.0,334067.1,0.6,0.8538547398758779
CICIoT2023_R1,0.4,Utility-Cost-Ratio,F1,0.95,10,10,1.0,414989.0,1.0,0.9012911143134267
CICIoT2023_R1,0.4,Utility-Cost-Ratio,PR_AUC,0.9,10,10,1.0,233934.0,0.1,0.8942639931881017
CICIoT2023_R1,0.4,Utility-Cost-Ratio,PR_AUC,0.95,10,10,1.0,253013.6,0.2,0.9439453261429962
CICIoT2023_R1,0.4,Utility-Only,F1,0.9,10,10,1.0,334067.1,0.6,0.8538547398758779
CICIoT2023_R1,0.4,Utility-Only,F1,0.95,10,10,1.0,414989.0,1.0,0.9012911143134267
CICIoT2023_R1,0.4,Utility-Only,PR_AUC,0.9,10,10,1.0,233934.0,0.1,0.8942639931881017
CICIoT2023_R1,0.4,Utility-Only,PR_AUC,0.95,10,10,1.0,253013.6,0.2,0.9439453261429962
CICIoT2023_R1,0.6,CB-Score,F1,0.9,10,10,1.0,375854.9,0.3,0.8538547398758779
CICIoT2023_R1,0.6,CB-Score,F1,0.95,10,10,1.0,461085.5,0.6,0.9012911143134267
CICIoT2023_R1,0.6,CB-Score,PR_AUC,0.9,10,10,1.0,290328.0,0.0,0.8942639931881017
CICIoT2023_R1,0.6,CB-Score,PR_AUC,0.95,10,10,1.0,290328.0,0.0,0.9439453261429962
CICIoT2023_R1,0.6,Cost-Only,F1,0.9,10,10,1.0,365449.4,0.2,0.8538547398758779
CICIoT2023_R1,0.6,Cost-Only,F1,0.95,10,10,1.0,459617.9,0.5,0.9012911143134267
CICIoT2023_R1,0.6,Cost-Only,PR_AUC,0.9,10,10,1.0,398342.8,0.3,0.8942639931881017
CICIoT2023_R1,0.6,Cost-Only,PR_AUC,0.95,10,10,1.0,431313.4,0.4,0.9439453261429962
CICIoT2023_R1,0.6,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,0.6,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,0.6,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,0.6,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,0.6,Historical-DoubleCost,F1,0.9,10,10,1.0,375854.9,0.3,0.8538547398758779
CICIoT2023_R1,0.6,Historical-DoubleCost,F1,0.95,10,10,1.0,461085.5,0.6,0.9012911143134267
CICIoT2023_R1,0.6,Historical-DoubleCost,PR_AUC,0.9,10,10,1.0,290328.0,0.0,0.8942639931881017
CICIoT2023_R1,0.6,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,290328.0,0.0,0.9439453261429962
CICIoT2023_R1,0.6,Oort-Style-Adapted,F1,0.9,10,10,1.0,356483.3,0.2,0.8538547398758779
CICIoT2023_R1,0.6,Oort-Style-Adapted,F1,0.95,10,10,1.0,474680.9,0.6,0.9012911143134267
CICIoT2023_R1,0.6,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,361149.8,0.2,0.8942639931881017
CICIoT2023_R1,0.6,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,389579.3,0.3,0.9439453261429962
CICIoT2023_R1,0.6,Oracle-Score-Exact,F1,0.9,10,10,1.0,375854.9,0.3,0.8538547398758779
CICIoT2023_R1,0.6,Oracle-Score-Exact,F1,0.95,10,10,1.0,461085.5,0.6,0.9012911143134267
CICIoT2023_R1,0.6,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,290328.0,0.0,0.8942639931881017
CICIoT2023_R1,0.6,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,290328.0,0.0,0.9439453261429962
CICIoT2023_R1,0.6,Random-Budget,F1,0.9,10,10,1.0,332623.6,0.1,0.8538547398758779
CICIoT2023_R1,0.6,Random-Budget,F1,0.95,10,10,1.0,332623.6,0.1,0.9012911143134267
CICIoT2023_R1,0.6,Random-Budget,PR_AUC,0.9,10,10,1.0,394012.7,0.3,0.8942639931881017
CICIoT2023_R1,0.6,Random-Budget,PR_AUC,0.95,10,10,1.0,459782.2,0.5,0.9439453261429962
CICIoT2023_R1,0.6,Utility-Cost-Ratio,F1,0.9,10,10,1.0,385136.1,0.3,0.8538547398758779
CICIoT2023_R1,0.6,Utility-Cost-Ratio,F1,0.95,10,10,1.0,475012.6,0.6,0.9012911143134267
CICIoT2023_R1,0.6,Utility-Cost-Ratio,PR_AUC,0.9,10,10,1.0,332701.0,0.1,0.8942639931881017
CICIoT2023_R1,0.6,Utility-Cost-Ratio,PR_AUC,0.95,10,10,1.0,332701.0,0.1,0.9439453261429962
CICIoT2023_R1,0.6,Utility-Only,F1,0.9,10,10,1.0,385136.1,0.3,0.8538547398758779
CICIoT2023_R1,0.6,Utility-Only,F1,0.95,10,10,1.0,475012.6,0.6,0.9012911143134267
CICIoT2023_R1,0.6,Utility-Only,PR_AUC,0.9,10,10,1.0,332701.0,0.1,0.8942639931881017
CICIoT2023_R1,0.6,Utility-Only,PR_AUC,0.95,10,10,1.0,332701.0,0.1,0.9439453261429962
CICIoT2023_R1,0.8,CB-Score,F1,0.9,10,10,1.0,427083.7,0.2,0.8538547398758779
CICIoT2023_R1,0.8,CB-Score,F1,0.95,10,10,1.0,632101.1,0.9,0.9012911143134267
CICIoT2023_R1,0.8,CB-Score,PR_AUC,0.9,10,10,1.0,360830.1,0.0,0.8942639931881017
CICIoT2023_R1,0.8,CB-Score,PR_AUC,0.95,10,10,1.0,360830.1,0.0,0.9439453261429962
CICIoT2023_R1,0.8,Cost-Only,F1,0.9,10,10,1.0,393393.2,0.0,0.8538547398758779
CICIoT2023_R1,0.8,Cost-Only,F1,0.95,10,10,1.0,547995.2,0.4,0.9012911143134267
CICIoT2023_R1,0.8,Cost-Only,PR_AUC,0.9,10,10,1.0,511133.1,0.3,0.8942639931881017
CICIoT2023_R1,0.8,Cost-Only,PR_AUC,0.95,10,10,1.0,511133.1,0.3,0.9439453261429962
CICIoT2023_R1,0.8,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,0.8,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,0.8,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,0.8,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,0.8,Historical-DoubleCost,F1,0.9,10,10,1.0,427083.7,0.2,0.8538547398758779
CICIoT2023_R1,0.8,Historical-DoubleCost,F1,0.95,10,10,1.0,632101.1,0.9,0.9012911143134267
CICIoT2023_R1,0.8,Historical-DoubleCost,PR_AUC,0.9,10,10,1.0,360830.1,0.0,0.8942639931881017
CICIoT2023_R1,0.8,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,360830.1,0.0,0.9439453261429962
CICIoT2023_R1,0.8,Oort-Style-Adapted,F1,0.9,10,10,1.0,459391.2,0.2,0.8538547398758779
CICIoT2023_R1,0.8,Oort-Style-Adapted,F1,0.95,10,10,1.0,657791.4,0.8,0.9012911143134267
CICIoT2023_R1,0.8,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,473868.5,0.2,0.8942639931881017
CICIoT2023_R1,0.8,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,473868.5,0.2,0.9439453261429962
CICIoT2023_R1,0.8,Oracle-Score-Exact,F1,0.9,10,10,1.0,427083.7,0.2,0.8538547398758779
CICIoT2023_R1,0.8,Oracle-Score-Exact,F1,0.95,10,10,1.0,632101.1,0.9,0.9012911143134267
CICIoT2023_R1,0.8,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,360830.1,0.0,0.8942639931881017
CICIoT2023_R1,0.8,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,360830.1,0.0,0.9439453261429962
CICIoT2023_R1,0.8,Random-Budget,F1,0.9,10,10,1.0,393436.5,0.0,0.8538547398758779
CICIoT2023_R1,0.8,Random-Budget,F1,0.95,10,10,1.0,511262.1,0.3,0.9012911143134267
CICIoT2023_R1,0.8,Random-Budget,PR_AUC,0.9,10,10,1.0,511242.8,0.3,0.8942639931881017
CICIoT2023_R1,0.8,Random-Budget,PR_AUC,0.95,10,10,1.0,511242.8,0.3,0.9439453261429962
CICIoT2023_R1,0.8,Utility-Cost-Ratio,F1,0.9,10,10,1.0,459381.2,0.2,0.8538547398758779
CICIoT2023_R1,0.8,Utility-Cost-Ratio,F1,0.95,10,10,1.0,619963.4,0.7,0.9012911143134267
CICIoT2023_R1,0.8,Utility-Cost-Ratio,PR_AUC,0.9,10,10,1.0,436040.5,0.1,0.8942639931881017
CICIoT2023_R1,0.8,Utility-Cost-Ratio,PR_AUC,0.95,10,10,1.0,436040.5,0.1,0.9439453261429962
CICIoT2023_R1,0.8,Utility-Only,F1,0.9,10,10,1.0,459381.2,0.2,0.8538547398758779
CICIoT2023_R1,0.8,Utility-Only,F1,0.95,10,10,1.0,619963.4,0.7,0.9012911143134267
CICIoT2023_R1,0.8,Utility-Only,PR_AUC,0.9,10,10,1.0,436040.5,0.1,0.8942639931881017
CICIoT2023_R1,0.8,Utility-Only,PR_AUC,0.95,10,10,1.0,436040.5,0.1,0.9439453261429962
CICIoT2023_R1,1.0,CB-Score,F1,0.9,10,10,1.0,464696.2,0.2,0.8538547398758779
CICIoT2023_R1,1.0,CB-Score,F1,0.95,10,10,1.0,739129.7,1.1,0.9012911143134267
CICIoT2023_R1,1.0,CB-Score,PR_AUC,0.9,10,10,1.0,431151.7,0.1,0.8942639931881017
CICIoT2023_R1,1.0,CB-Score,PR_AUC,0.95,10,10,1.0,431151.7,0.1,0.9439453261429962
CICIoT2023_R1,1.0,Cost-Only,F1,0.9,10,10,1.0,464048.4,0.0,0.8538547398758779
CICIoT2023_R1,1.0,Cost-Only,F1,0.95,10,10,1.0,605216.0,0.3,0.9012911143134267
CICIoT2023_R1,1.0,Cost-Only,PR_AUC,0.9,10,10,1.0,558269.0,0.2,0.8942639931881017
CICIoT2023_R1,1.0,Cost-Only,PR_AUC,0.95,10,10,1.0,605185.6,0.3,0.9439453261429962
CICIoT2023_R1,1.0,Full-Contextual,F1,0.9,10,10,1.0,518701.9,0.0,0.8538547398758779
CICIoT2023_R1,1.0,Full-Contextual,F1,0.95,10,10,1.0,724675.9,0.4,0.9012911143134267
CICIoT2023_R1,1.0,Full-Contextual,PR_AUC,0.9,10,10,1.0,724675.9,0.4,0.8942639931881017
CICIoT2023_R1,1.0,Full-Contextual,PR_AUC,0.95,10,10,1.0,724675.9,0.4,0.9439453261429962
CICIoT2023_R1,1.0,Historical-DoubleCost,F1,0.9,10,10,1.0,464696.2,0.2,0.8538547398758779
CICIoT2023_R1,1.0,Historical-DoubleCost,F1,0.95,10,10,1.0,739129.7,1.1,0.9012911143134267
CICIoT2023_R1,1.0,Historical-DoubleCost,PR_AUC,0.9,10,10,1.0,431151.7,0.1,0.8942639931881017
CICIoT2023_R1,1.0,Historical-DoubleCost,PR_AUC,0.95,10,10,1.0,431151.7,0.1,0.9439453261429962
CICIoT2023_R1,1.0,Oort-Style-Adapted,F1,0.9,10,10,1.0,520471.3,0.2,0.8538547398758779
CICIoT2023_R1,1.0,Oort-Style-Adapted,F1,0.95,10,10,1.0,647634.7,0.6,0.9012911143134267
CICIoT2023_R1,1.0,Oort-Style-Adapted,PR_AUC,0.9,10,10,1.0,530253.9,0.2,0.8942639931881017
CICIoT2023_R1,1.0,Oort-Style-Adapted,PR_AUC,0.95,10,10,1.0,558563.2,0.3,0.9439453261429962
CICIoT2023_R1,1.0,Oracle-Score-Exact,F1,0.9,10,10,1.0,464696.2,0.2,0.8538547398758779
CICIoT2023_R1,1.0,Oracle-Score-Exact,F1,0.95,10,10,1.0,739129.7,1.1,0.9012911143134267
CICIoT2023_R1,1.0,Oracle-Score-Exact,PR_AUC,0.9,10,10,1.0,431151.7,0.1,0.8942639931881017
CICIoT2023_R1,1.0,Oracle-Score-Exact,PR_AUC,0.95,10,10,1.0,431151.7,0.1,0.9439453261429962
CICIoT2023_R1,1.0,Random-Budget,F1,0.9,10,10,1.0,463968.4,0.0,0.8538547398758779
CICIoT2023_R1,1.0,Random-Budget,F1,0.95,10,10,1.0,605112.0,0.3,0.9012911143134267
CICIoT2023_R1,1.0,Random-Budget,PR_AUC,0.9,10,10,1.0,558173.0,0.2,0.8942639931881017
