dataset_protocol,beta,method,endpoint,n_seeds,normalized_auc_mean,normalized_auc_sd,end_value_mean
CICIoT2023_R1,0.2,Oracle-Score-Exact,validation_FPR,10,0.0818834747685766,0.09778577609085295,0.07760477334852164
CICIoT2023_R1,0.2,Oracle-Score-Exact,validation_PR_AUC,10,0.9883441490566299,0.008592846865335376,0.9921223000112731
CICIoT2023_R1,0.2,Random-Budget,validation_F1,10,0.9199243845557508,0.015392666491201872,0.909448413961892
CICIoT2023_R1,0.2,Random-Budget,validation_FPR,10,0.3095554244572501,0.15687986130647508,0.5096159257427174
CICIoT2023_R1,0.2,Random-Budget,validation_PR_AUC,10,0.9908621125613521,0.0031933524786292547,0.9929787933293237
CICIoT2023_R1,0.2,Utility-Cost-Ratio,validation_F1,10,0.9249758452997874,0.011948570718080682,0.9275738655952165
CICIoT2023_R1,0.2,Utility-Cost-Ratio,validation_FPR,10,0.03487472273178861,0.03892436560469311,0.0046266897859382535
CICIoT2023_R1,0.2,Utility-Cost-Ratio,validation_PR_AUC,10,0.9902673628854815,0.003716554711602806,0.9913135578191797
CICIoT2023_R1,0.2,Utility-Only,validation_F1,10,0.9249418248377583,0.011892060953097902,0.9279585387455617
CICIoT2023_R1,0.2,Utility-Only,validation_FPR,10,0.03346991175336579,0.03908864558173551,0.004360720085118
CICIoT2023_R1,0.2,Utility-Only,validation_PR_AUC,10,0.9902590722596074,0.003712990168033962,0.9918939252817831
CICIoT2023_R1,0.4,CB-Score,validation_F1,10,0.9279914941827919,0.011449152701052137,0.9333499324171685
CICIoT2023_R1,0.4,CB-Score,validation_FPR,10,0.01755441789476616,0.018670811034969627,0.00660285861111283
CICIoT2023_R1,0.4,CB-Score,validation_PR_AUC,10,0.9919927869149627,0.0016068008428580618,0.9925629851939893
CICIoT2023_R1,0.4,Cost-Only,validation_F1,10,0.9141299064239067,0.030475446790735005,0.9120994808233678
CICIoT2023_R1,0.4,Cost-Only,validation_FPR,10,0.44560824677840466,0.29813451150789905,0.5150573197587827
CICIoT2023_R1,0.4,Cost-Only,validation_PR_AUC,10,0.9919676191978382,0.0013275451629794523,0.9933838890017689
CICIoT2023_R1,0.4,Full-Contextual,validation_F1,10,0.9437619479335704,0.0049270899333748374,0.9504426483128515
CICIoT2023_R1,0.4,Full-Contextual,validation_FPR,10,0.09419823834582684,0.06064692952121883,0.08613075840980866
CICIoT2023_R1,0.4,Full-Contextual,validation_PR_AUC,10,0.9884173261044057,0.00444494681461254,0.993261973998345
CICIoT2023_R1,0.4,Historical-DoubleCost,validation_F1,10,0.928338808470824,0.011349978779465938,0.9343995677648043
CICIoT2023_R1,0.4,Historical-DoubleCost,validation_FPR,10,0.02170834036023126,0.025563872771436572,0.012027066603098224
CICIoT2023_R1,0.4,Historical-DoubleCost,validation_PR_AUC,10,0.9920231146743401,0.0016191532357977161,0.9930317794914431
CICIoT2023_R1,0.4,Oort-Style-Adapted,validation_F1,10,0.92891707785703,0.00930511256967637,0.9348891095935736
CICIoT2023_R1,0.4,Oort-Style-Adapted,validation_FPR,10,0.009578485179648254,0.007279193782466823,0.006918659500538198
CICIoT2023_R1,0.4,Oort-Style-Adapted,validation_PR_AUC,10,0.9922569217060135,0.0012864246463440685,0.993262704052151
CICIoT2023_R1,0.4,Oracle-Score-Exact,validation_F1,10,0.9278288811764749,0.01290079522988769,0.9359263736236179
CICIoT2023_R1,0.4,Oracle-Score-Exact,validation_FPR,10,0.024807487604502864,0.03142449660503677,0.010436331794849877
CICIoT2023_R1,0.4,Oracle-Score-Exact,validation_PR_AUC,10,0.9920754821450761,0.0016224258145036844,0.9930901868803756
CICIoT2023_R1,0.4,Random-Budget,validation_F1,10,0.9275324430166516,0.012254571841693632,0.9373438035304594
CICIoT2023_R1,0.4,Random-Budget,validation_FPR,10,0.20162843866968458,0.13887577922328098,0.17177330505171412
CICIoT2023_R1,0.4,Random-Budget,validation_PR_AUC,10,0.9915233548464597,0.001575365831387172,0.9934370101247608
CICIoT2023_R1,0.4,Utility-Cost-Ratio,validation_F1,10,0.929235157793086,0.008816931949874372,0.9356909672763337
CICIoT2023_R1,0.4,Utility-Cost-Ratio,validation_FPR,10,0.008324866907775152,0.006882869735485532,0.00747208367114426
CICIoT2023_R1,0.4,Utility-Cost-Ratio,validation_PR_AUC,10,0.9923468241518627,0.000808971735011853,0.9934715905958895
CICIoT2023_R1,0.4,Utility-Only,validation_F1,10,0.929235157793086,0.008816931949874372,0.9356909672763337
CICIoT2023_R1,0.4,Utility-Only,validation_FPR,10,0.008324866907775152,0.006882869735485532,0.00747208367114426
CICIoT2023_R1,0.4,Utility-Only,validation_PR_AUC,10,0.9923468241518627,0.000808971735011853,0.9934715905958895
CICIoT2023_R1,0.6,CB-Score,validation_F1,10,0.9317724538220067,0.0037008445459153446,0.9346396046840968
CICIoT2023_R1,0.6,CB-Score,validation_FPR,10,0.010319674707805331,0.008296351672076046,0.009379513528550458
CICIoT2023_R1,0.6,CB-Score,validation_PR_AUC,10,0.9925728571549549,0.0006423193177388181,0.9932204021196057
CICIoT2023_R1,0.6,Cost-Only,validation_F1,10,0.9359222235119831,0.014254677011514606,0.9293507906342128
CICIoT2023_R1,0.6,Cost-Only,validation_FPR,10,0.24550409205119658,0.1795635548109026,0.31955672229908705
CICIoT2023_R1,0.6,Cost-Only,validation_PR_AUC,10,0.9921069192927614,0.0011096735853788628,0.9934923971901246
CICIoT2023_R1,0.6,Full-Contextual,validation_F1,10,0.9451342145269488,0.004707995959671215,0.9504633932344674
CICIoT2023_R1,0.6,Full-Contextual,validation_FPR,10,0.0915557881307332,0.058050894678009335,0.08922587008694978
CICIoT2023_R1,0.6,Full-Contextual,validation_PR_AUC,10,0.9893559236127517,0.0036267059381760976,0.9933694579867688
CICIoT2023_R1,0.6,Historical-DoubleCost,validation_F1,10,0.9320144618167486,0.003839579447540238,0.9360268358656716
CICIoT2023_R1,0.6,Historical-DoubleCost,validation_FPR,10,0.010481059429620531,0.008079642279292556,0.006734280550662417
CICIoT2023_R1,0.6,Historical-DoubleCost,validation_PR_AUC,10,0.9925777843459177,0.0006449453838605084,0.9932389349312208
CICIoT2023_R1,0.6,Oort-Style-Adapted,validation_F1,10,0.9275052505273421,0.008649310915545967,0.9342143128182772
CICIoT2023_R1,0.6,Oort-Style-Adapted,validation_FPR,10,0.011241205605051941,0.00609816833485404,0.0056860605686636576
CICIoT2023_R1,0.6,Oort-Style-Adapted,validation_PR_AUC,10,0.9921416448374387,0.0008911899621785587,0.99365990396345
CICIoT2023_R1,0.6,Oracle-Score-Exact,validation_F1,10,0.932289168186998,0.004008898104085797,0.9362840948440283
CICIoT2023_R1,0.6,Oracle-Score-Exact,validation_FPR,10,0.012538297596199621,0.010011638736774187,0.00887214908041852
CICIoT2023_R1,0.6,Oracle-Score-Exact,validation_PR_AUC,10,0.9925687575752975,0.000646391493178959,0.993252847889265
CICIoT2023_R1,0.6,Random-Budget,validation_F1,10,0.9341033335748481,0.009629834126803198,0.9384801465676895
CICIoT2023_R1,0.6,Random-Budget,validation_FPR,10,0.1443224707930238,0.11705472858448612,0.16151769440780506
CICIoT2023_R1,0.6,Random-Budget,validation_PR_AUC,10,0.9914533075508448,0.001879248778655564,0.9933648258556121
CICIoT2023_R1,0.6,Utility-Cost-Ratio,validation_F1,10,0.9274521577030983,0.010344785664954968,0.9353266021335719
CICIoT2023_R1,0.6,Utility-Cost-Ratio,validation_FPR,10,0.009399909517902332,0.006414923355945157,0.006958443250683182
CICIoT2023_R1,0.6,Utility-Cost-Ratio,validation_PR_AUC,10,0.9920121634729674,0.0011608524070457625,0.9931170214906592
CICIoT2023_R1,0.6,Utility-Only,validation_F1,10,0.928146020673353,0.008780067875174819,0.9353827271865179
CICIoT2023_R1,0.6,Utility-Only,validation_FPR,10,0.009123794927408708,0.005708418386536356,0.006977740470850382
CICIoT2023_R1,0.6,Utility-Only,validation_PR_AUC,10,0.9920524745025183,0.0011313109588858442,0.9931599749807771
CICIoT2023_R1,0.8,CB-Score,validation_F1,10,0.9309069014955186,0.003610593937260941,0.9366552016863784
CICIoT2023_R1,0.8,CB-Score,validation_FPR,10,0.02740164089444667,0.04432236457926217,0.027868545489571662
CICIoT2023_R1,0.8,CB-Score,validation_PR_AUC,10,0.9919578343758971,0.0012943490029269495,0.9935122736853955
CICIoT2023_R1,0.8,Cost-Only,validation_F1,10,0.9444235063688502,0.0027115799155813095,0.9395615133234165
CICIoT2023_R1,0.8,Cost-Only,validation_FPR,10,0.12348063055562883,0.0972988141030253,0.21709537425344366
CICIoT2023_R1,0.8,Cost-Only,validation_PR_AUC,10,0.9916828360788691,0.0015358400255447607,0.9934439111945171
CICIoT2023_R1,0.8,Full-Contextual,validation_F1,10,0.9454350976743081,0.004324049756469533,0.9503545133298773
CICIoT2023_R1,0.8,Full-Contextual,validation_FPR,10,0.09249223548603099,0.05883254719264543,0.10014972828534681
CICIoT2023_R1,0.8,Full-Contextual,validation_PR_AUC,10,0.9895030902092816,0.003513093183099726,0.993432191467624
CICIoT2023_R1,0.8,Historical-DoubleCost,validation_F1,10,0.9309954478169937,0.003629288660402903,0.9362800559774014
CICIoT2023_R1,0.8,Historical-DoubleCost,validation_FPR,10,0.027538354423903615,0.04427783919307453,0.027533628629552605
CICIoT2023_R1,0.8,Historical-DoubleCost,validation_PR_AUC,10,0.9919686035660298,0.001295989775904719,0.9935057676046323
CICIoT2023_R1,0.8,Oort-Style-Adapted,validation_F1,10,0.9303879869909971,0.006529985228654116,0.9345294711834737
CICIoT2023_R1,0.8,Oort-Style-Adapted,validation_FPR,10,0.012465113076288448,0.008427782966903044,0.005668918850562703
CICIoT2023_R1,0.8,Oort-Style-Adapted,validation_PR_AUC,10,0.9918465422116942,0.0013154284997473461,0.9935253445961616
CICIoT2023_R1,0.8,Oracle-Score-Exact,validation_F1,10,0.931066669112186,0.003747689830711744,0.9368672450019067
CICIoT2023_R1,0.8,Oracle-Score-Exact,validation_FPR,10,0.027550008582649676,0.04425423827628581,0.028038382603993155
CICIoT2023_R1,0.8,Oracle-Score-Exact,validation_PR_AUC,10,0.9919612994166789,0.0012975416305212205,0.9934935925105177
CICIoT2023_R1,0.8,Random-Budget,validation_F1,10,0.9408389083707587,0.004505063859923747,0.9390600488070291
CICIoT2023_R1,0.8,Random-Budget,validation_FPR,10,0.10928949619111031,0.08900188926829407,0.14048205031696184
CICIoT2023_R1,0.8,Random-Budget,validation_PR_AUC,10,0.9915190788755741,0.0015732904463471554,0.9933087025608653
CICIoT2023_R1,0.8,Utility-Cost-Ratio,validation_F1,10,0.9301385719630476,0.006469223168977354,0.9356305383071819
CICIoT2023_R1,0.8,Utility-Cost-Ratio,validation_FPR,10,0.01067583942812067,0.006774334279533482,0.006722850923025801
CICIoT2023_R1,0.8,Utility-Cost-Ratio,validation_PR_AUC,10,0.9920450082537177,0.001178695303758276,0.9935330658633109
CICIoT2023_R1,0.8,Utility-Only,validation_F1,10,0.9301385719630476,0.006469223168977354,0.9356305383071819
CICIoT2023_R1,0.8,Utility-Only,validation_FPR,10,0.01067583942812067,0.006774334279533482,0.006722850923025801
CICIoT2023_R1,0.8,Utility-Only,validation_PR_AUC,10,0.9920450082537177,0.001178695303758276,0.9935330658633109
CICIoT2023_R1,1.0,CB-Score,validation_F1,10,0.9331396807031918,0.0069142973192976125,0.9413440524323858
CICIoT2023_R1,1.0,CB-Score,validation_FPR,10,0.03425927337183821,0.04288002153964015,0.026877028350781054
CICIoT2023_R1,1.0,CB-Score,validation_PR_AUC,10,0.9916812670355071,0.0016627975513615716,0.9935228528165209
CICIoT2023_R1,1.0,Cost-Only,validation_F1,10,0.9450852171581816,0.00443073999381168,0.9491810105336074
CICIoT2023_R1,1.0,Cost-Only,validation_FPR,10,0.07926128814895422,0.06650575386320859,0.08625016578988959
CICIoT2023_R1,1.0,Cost-Only,validation_PR_AUC,10,0.9912734654012689,0.0020689959050739044,0.9936434467439922
CICIoT2023_R1,1.0,Full-Contextual,validation_F1,10,0.9456731880967248,0.004205122845237058,0.9503029988224977
CICIoT2023_R1,1.0,Full-Contextual,validation_FPR,10,0.09210300684814972,0.05846253152345075,0.10185422680963438
CICIoT2023_R1,1.0,Full-Contextual,validation_PR_AUC,10,0.9896781101308512,0.003341245833647617,0.9934592178396799
CICIoT2023_R1,1.0,Historical-DoubleCost,validation_F1,10,0.9331396807031918,0.0069142973192976125,0.9413440524323858
CICIoT2023_R1,1.0,Historical-DoubleCost,validation_FPR,10,0.03425927337183821,0.04288002153964015,0.026877028350781054
CICIoT2023_R1,1.0,Historical-DoubleCost,validation_PR_AUC,10,0.9916812670355071,0.0016627975513615716,0.9935228528165209
CICIoT2023_R1,1.0,Oort-Style-Adapted,validation_F1,10,0.9297107346641588,0.006677907565659185,0.9372805587813854
CICIoT2023_R1,1.0,Oort-Style-Adapted,validation_FPR,10,0.017399532101577082,0.020263643785527263,0.00955308461330975
CICIoT2023_R1,1.0,Oort-Style-Adapted,validation_PR_AUC,10,0.9909801332917948,0.002817227415530635,0.9937772566094321
CICIoT2023_R1,1.0,Oracle-Score-Exact,validation_F1,10,0.9331396807031918,0.0069142973192976125,0.9413440524323858
CICIoT2023_R1,1.0,Oracle-Score-Exact,validation_FPR,10,0.03425927337183821,0.04288002153964015,0.026877028350781054
CICIoT2023_R1,1.0,Oracle-Score-Exact,validation_PR_AUC,10,0.9916812670355071,0.0016627975513615716,0.9935228528165209
CICIoT2023_R1,1.0,Random-Budget,validation_F1,10,0.9450861004282083,0.004430599681651288,0.949175857485482
CICIoT2023_R1,1.0,Random-Budget,validation_FPR,10,0.07926360556739338,0.06651024434488646,0.08627249999003095
CICIoT2023_R1,1.0,Random-Budget,validation_PR_AUC,10,0.9912742700753888,0.0020681842092142647,0.9936433810562432
CICIoT2023_R1,1.0,Utility-Cost-Ratio,validation_F1,10,0.9297107346641588,0.006677907565659185,0.9372805587813854
CICIoT2023_R1,1.0,Utility-Cost-Ratio,validation_FPR,10,0.017399532101577082,0.020263643785527263,0.00955308461330975
CICIoT2023_R1,1.0,Utility-Cost-Ratio,validation_PR_AUC,10,0.9909801332917948,0.002817227415530635,0.9937772566094321
CICIoT2023_R1,1.0,Utility-Only,validation_F1,10,0.9297107346641588,0.006677907565659185,0.9372805587813854
CICIoT2023_R1,1.0,Utility-Only,validation_FPR,10,0.017399532101577082,0.020263643785527263,0.00955308461330975
CICIoT2023_R1,1.0,Utility-Only,validation_PR_AUC,10,0.9909801332917948,0.002817227415530635,0.9937772566094321
