beta,CB_F1,Full_F1,CB_PR_AUC,Full_PR_AUC,CB_FPR,Full_FPR,uplink_reduction_pct,E2E_broadcast_reduction_pct,mean_selected_clients
0.1,0.8708963462071168,0.9218090119020942,0.9665113571292596,0.9874069072980145,0.06811251783166904,0.04709789586305278,91.8047088961088,82.42016071696614,0.8633333333333333
0.2,0.9195887267491465,0.9218090119020942,0.9871604972541802,0.9874069072980145,0.046366797432239655,0.04709789586305278,82.84880557880757,74.35640645713914,1.7066666666666668
0.4,0.9154162234094376,0.9218090119020942,0.987542664249374,0.9874069072980145,0.041280313837375175,0.04709789586305278,63.31443647836835,56.78212674673535,3.6233333333333335
0.6,0.9198110293214441,0.9218090119020942,0.9874832627011537,0.9874069072980145,0.046308844507845934,0.04709789586305278,44.96294381077405,40.2728009312207,5.426666666666667
0.8,0.9198673202616647,0.9218090119020942,0.9875307618807017,0.9874069072980145,0.04464158345221113,0.04709789586305278,29.190375119342548,26.085240192000157,6.973333333333334
1.0,0.923100627462933,0.9218090119020942,0.9878497772975491,0.9874069072980145,0.04839069186875892,0.04709789586305278,23.0148239758337,20.530029419612173,7.593333333333333
