dataset_protocol,selection,aggregation,model_attack,reported_utility,n_seeds,test_F1_mean,test_F1_sd,test_PR_AUC_mean,test_PR_AUC_sd,test_FPR_mean,test_FPR_sd,mean_malicious_selection_rate_mean,mean_malicious_selection_rate_sd,mean_malicious_budget_fraction_mean,mean_malicious_budget_fraction_sd,malicious_reported_utility_mean_mean,malicious_reported_utility_mean_sd,malicious_actual_utility_mean_mean,malicious_actual_utility_mean_sd,benign_reported_utility_mean_mean,benign_reported_utility_mean_sd,malicious_update_norm_mean_mean,malicious_update_norm_mean_sd,benign_update_norm_mean_mean,benign_update_norm_mean_sd,malicious_cosine_to_benign_mean_mean,malicious_cosine_to_benign_mean_sd,clean_F1_mean,clean_F1_sd,clean_PR_AUC_mean,clean_PR_AUC_sd,clean_FPR_mean,clean_FPR_sd,attack_success_F1_drop_mean,attack_success_F1_drop_sd,attack_success_PR_AUC_drop_mean,attack_success_PR_AUC_drop_sd,attack_success_FPR_increase_mean,attack_success_FPR_increase_sd,honest_F1_mean,honest_F1_sd,honest_PR_AUC_mean,honest_PR_AUC_sd,honest_FPR_mean,honest_FPR_sd,honest_malicious_selection_rate_mean,honest_malicious_selection_rate_sd,honest_malicious_budget_fraction_mean,honest_malicious_budget_fraction_sd,forged_minus_honest_F1_mean,forged_minus_honest_F1_sd,forged_minus_honest_PR_AUC_mean,forged_minus_honest_PR_AUC_sd,forged_minus_honest_FPR_mean,forged_minus_honest_FPR_sd,forged_minus_honest_malicious_selection_rate_mean,forged_minus_honest_malicious_selection_rate_sd,forged_minus_honest_malicious_budget_fraction_mean,forged_minus_honest_malicious_budget_fraction_sd
CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,10,0.6858582738515671,0.3561047694418972,0.9152741021541917,0.12818922518251208,0.033340763195435094,0.018126469371192798,0.7097222222222223,0.1126152054534117,0.7089610784051643,0.11258154604865853,0.7801000534050133,0.21299114601496993,-0.21989994659498666,0.21299114601496988,0.49325241193501074,0.2142474076615837,0.8505187876166583,0.32161170352898777,1.4536659815594686,0.12794162781171078,-0.41803664779096533,0.13502554000821804,0.9180178140739033,0.01448855470936947,0.9873864967622956,0.0010629298966701567,0.04444989300998573,0.015724389254576844,0.23215954022233617,0.3596567884934973,0.0721123946081039,0.1283513982418871,-0.011109129814550641,0.021299835579550307,0.9136077659021132,0.008543847211245594,0.9854670158677611,0.0028992639079508603,0.04306348074179743,0.012903888806285723,0.09555555555555555,0.05127322652782236,0.09445003500843097,0.050818200098161126,-0.22774949205054618,0.35739642945429423,-0.07019291371356931,0.12871319208550558,-0.00972271754636234,0.019422807234715674,0.6141666666666666,0.12402880600406047,0.6145110433967333,0.12425347095975486
CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,10,0.9136077659021132,0.008543847211245594,0.9854670158677611,0.0028992639079508603,0.04306348074179743,0.012903888806285723,0.09555555555555555,0.05127322652782236,0.09445003500843097,0.050818200098161126,-0.34704263641941757,0.10599662105152094,-0.34704263641941757,0.10599662105152094,0.04627008626317395,0.04112049722439756,1.8066966296428784,0.22089088750489186,0.9638346356174078,0.11240947629237127,-0.4054939663855475,0.09334248516244781,0.9154162234094376,0.014470992477167245,0.987542664249374,0.0008182416892775541,0.041280313837375175,0.01791625553124613,0.0018084575073243014,0.007356772638125316,0.0020756483816129602,0.002639916292622846,0.001783166904422254,0.012545585622440585,0.9136077659021132,0.008543847211245594,0.9854670158677611,0.0028992639079508603,0.04306348074179743,0.012903888806285723,0.09555555555555555,0.05127322652782236,0.09445003500843097,0.050818200098161126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,10,0.31167607822563254,0.4056902590031563,0.7398778818947362,0.02014135680080156,0.4,0.5163977794943223,0.9105555555555556,0.15563710384506152,0.911767926511266,0.1540568156351131,1.0285951917320941,0.024220078349352112,0.028595191732094093,0.02422007834935208,0.028007743265791134,0.02253679970873091,10.381148239678978,1.4247072501687212,2.0609485263075555,0.2646286040124156,-0.9044731168842151,0.14439715821642965,0.9180178140739033,0.01448855470936947,0.9873864967622956,0.0010629298966701567,0.04444989300998573,0.015724389254576844,0.6063417358482708,0.4139512345273447,0.24750861486755937,0.020302040733645166,0.35555010699001427,0.5220771790401819,0.9011952215813264,0.02850909329897002,0.922844265463222,0.13283826232361692,0.23018009985734664,0.40600258909383496,0.05222222222222222,0.046495866152519154,0.05289662167455977,0.047074306701392184,-0.5895191433556939,0.4090461300711135,-0.18296638356848569,0.13919969854745326,0.16981990014265336,0.6231043323490886,0.8583333333333333,0.1576359995928179,0.8588713048367063,0.15616819103389779
CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,10,0.9011952215813264,0.02850909329897002,0.922844265463222,0.13283826232361692,0.23018009985734664,0.40600258909383496,0.05222222222222222,0.046495866152519154,0.05289662167455977,0.047074306701392184,0.022012617294756107,0.050352275772054055,0.022012617294756107,0.050352275772054055,0.0506660644214455,0.049199946775676184,5.756461063942468,1.8455086922543016,1.0913191834645908,0.33987726292435466,-0.6025707160781733,0.17333744838600168,0.9154162234094376,0.014470992477167245,0.987542664249374,0.0008182416892775541,0.041280313837375175,0.01791625553124613,0.014221001828111179,0.02575234962318215,0.06469839878615205,0.1328069373707975,0.18889978601997148,0.41301563614822817,0.9011952215813264,0.02850909329897002,0.922844265463222,0.13283826232361692,0.23018009985734664,0.40600258909383496,0.05222222222222222,0.046495866152519154,0.05289662167455977,0.047074306701392184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,10,0.9169662073537925,0.014328260068207798,0.987175186232613,0.0009453576899661314,0.04297432239657632,0.01527971327990864,0.7941666666666667,0.13758305883923733,0.794088731033431,0.13729182229626014,1.0462842011762452,0.08744587552099607,0.04628420117624513,0.08744587552099611,0.10460661861732028,0.14414341282706092,0.9122721410527828,0.10644817822695662,0.954741964393847,0.11475950941944876,0.4134338295460717,0.10592496929271661,0.9169662073537925,0.014328260068207798,0.987175186232613,0.0009453576899661314,0.04297432239657632,0.01527971327990864,0.0,0.0,0.0,0.0,0.0,0.0,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,0.0,0.0,0.0,0.0,0.0007286157865487253,0.005158041240267511,-0.0003969564730641695,0.0016046543608714402,-0.0012749643366619118,0.002750229469841375,0.7941666666666667,0.13758305883923733,0.794088731033431,0.13729182229626014
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,10,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.01582237975524001,0.03460699103885693,nan,nan,0.9218103116148165,0.07993239677651374,nan,nan,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,0.0,0.0,0.0,0.0,0.0,0.0,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,10,0.40074571698386735,0.4214824869985685,0.8758865967892555,0.09610911025733515,0.031116262482168332,0.01560166312179294,0.6977777777777778,0.10034064067014929,0.696518976898479,0.09992271526065814,0.8204622319719483,0.23202074931482136,-0.17953776802805163,0.23202074931482133,0.49469774646416503,0.2264092799010506,0.8113530517417187,0.3702892250095676,1.4513715997181351,0.14573484632125833,-0.3586112438767062,0.15864060510427194,0.9169662073537925,0.014328260068207798,0.987175186232613,0.0009453576899661314,0.04297432239657632,0.01527971327990864,0.5162204903699252,0.42857195884871413,0.11128858944335748,0.0966065997683705,-0.011858059914407987,0.024026423337899935,0.9200497865828876,0.0041082821359076085,0.9868395246126752,0.001210883031162645,0.0478601997146933,0.0026079726172318486,0.10388888888888889,0.05963710558150787,0.10268414170889752,0.05910913698139856,-0.5193040695990202,0.4213741457929661,-0.11095292782341969,0.09597612491629486,-0.016743937232524965,0.015435945052362926,0.5938888888888889,0.11232210443199912,0.5938348351895815,0.11228515951650564
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,10,0.9200497865828876,0.0041082821359076085,0.9868395246126752,0.001210883031162645,0.0478601997146933,0.0026079726172318486,0.10388888888888889,0.05963710558150787,0.10268414170889752,0.05910913698139856,-0.3494353752768025,0.11113411982368113,-0.3494353752768025,0.11113411982368113,0.037371403259790485,0.0430075561176639,1.817431622778049,0.21978709027598636,0.9442161205213446,0.12065179099164973,-0.40416001433150894,0.09083026300783202,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,-0.003812195015643738,0.014928506786174222,0.0007326180930019687,0.001726018219909724,0.003610912981455064,0.015792999891855054,0.9200497865828876,0.0041082821359076085,0.9868395246126752,0.001210883031162645,0.0478601997146933,0.0026079726172318486,0.10388888888888889,0.05963710558150787,0.10268414170889752,0.05910913698139856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,10,0.31041365621453604,0.40437814926384585,0.7395881585797959,0.02078285203051159,0.4,0.5163977794943223,0.9055555555555556,0.15203241297610218,0.9069637368748306,0.14978311572775102,1.0323722696734565,0.03015140824529709,0.03237226967345656,0.030151408245297075,0.032384337923563544,0.030831212915605487,10.376374794459625,1.2586663974019607,2.063682556753285,0.186432846852259,-0.9059832509027587,0.15664096431798852,0.9169662073537925,0.014328260068207798,0.987175186232613,0.0009453576899661314,0.04297432239657632,0.01527971327990864,0.6065525511392565,0.4123063475497506,0.2475870276528171,0.0207280676602913,0.3570256776034237,0.5216330508852123,0.9108568722178382,0.020886152092489937,0.9617686587666048,0.07699844510438124,0.13641226818830243,0.30381602828356113,0.06555555555555555,0.07148483968315764,0.06636906412500897,0.0722444747633691,-0.6004432160033022,0.41104881688540096,-0.22218050018680885,0.08311542890160847,0.2635877318116976,0.4744518348584656,0.84,0.13391206704759742,0.8405946727498216,0.13190640265455525
CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,10,0.9108568722178382,0.020886152092489937,0.9617686587666048,0.07699844510438124,0.13641226818830243,0.30381602828356113,0.06555555555555555,0.07148483968315764,0.06636906412500897,0.0722444747633691,0.014794091078214425,0.0767280763613011,0.014794091078214425,0.0767280763613011,0.03509890729622604,0.028397078107457206,5.182661034984923,1.3898253881410039,0.9711520257324121,0.23492030044063508,-0.550623183803012,0.16475562546559702,0.9162375915672438,0.01421450563738526,0.9875721427056772,0.0011703790320758444,0.04424928673323823,0.015581357238235399,0.005380719349405649,0.012648228690221412,0.025803483939072412,0.07657686639561316,0.09216298145506419,0.31917968613920666,0.9108568722178382,0.020886152092489937,0.9617686587666048,0.07699844510438124,0.13641226818830243,0.30381602828356113,0.06555555555555555,0.07148483968315764,0.06636906412500897,0.0722444747633691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,FedAvg,clean,honest,10,0.9218090119020942,0.004492665347525981,0.9874069072980145,0.0008731471459956921,0.04709789586305278,0.0030881245596545127,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.07596499663274074,0.06981949230934528,nan,nan,0.9101768217596327,0.06898052259651208,nan,nan,0.9218090119020942,0.004492665347525981,0.9874069072980145,0.0008731471459956921,0.04709789586305278,0.0030881245596545127,0.0,0.0,0.0,0.0,0.0,0.0,0.9218090119020942,0.004492665347525981,0.9874069072980145,0.0008731471459956921,0.04709789586305278,0.0030881245596545127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,FedAvg,label-flip,honest,10,0.9029854423394141,0.013390403239741139,0.9784859003320389,0.004598709510179604,0.04574268901569187,0.005293794214168112,0.30000000000000004,0.0,0.2982544141722344,0.002430133034845043,-0.4958829561307891,0.30403590386267987,-0.4958829561307891,0.30403590386267987,0.12686372213324187,0.18176610697430745,1.5154525856616525,0.35754709936783735,1.0468955396943502,0.17844585406790808,-0.5747548612734924,0.1984208040914153,0.9218090119020942,0.004492665347525981,0.9874069072980145,0.0008731471459956921,0.04709789586305278,0.0030881245596545127,0.01882356956268012,0.013458481487802734,0.008921006965975609,0.004632982025407181,-0.001355206847360914,0.005773196963318055,0.9029854423394141,0.013390403239741139,0.9784859003320389,0.004598709510179604,0.04574268901569187,0.005293794214168112,0.30000000000000004,0.0,0.2982544141722344,0.002430133034845043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,FedAvg,sign-flip,honest,10,0.5341479808077022,0.4045429866602612,0.8492449370353881,0.12952400193200156,0.2234620185449358,0.4103171282583797,0.30000000000000004,0.0,0.3037782698475595,0.004059909793057162,0.17339310767552582,0.1912260520722476,0.17339310767552582,0.1912260520722476,0.16738565739351666,0.15216896999078788,9.098798840298816,2.051138671401578,1.740790434692903,0.4402068387166587,-0.8819973877010246,0.15171305472760063,0.9218090119020942,0.004492665347525981,0.9874069072980145,0.0008731471459956921,0.04709789586305278,0.0030881245596545127,0.3876610310943921,0.40404004730947535,0.1381619702626264,0.1292502337458987,0.17636412268188303,0.4102478653017899,0.5341479808077022,0.4045429866602612,0.8492449370353881,0.12952400193200156,0.2234620185449358,0.4103171282583797,0.30000000000000004,0.0,0.3037782698475595,0.004059909793057162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,Norm-Clipped-Averaging,clean,honest,10,0.9219531841700795,0.004313891207441542,0.9875528787401577,0.0009376018562150059,0.045764978601997144,0.0032600216518340456,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.07730742306492978,0.07165938244655586,nan,nan,0.9125820831948266,0.06955904474768199,nan,nan,0.9219531841700795,0.004313891207441542,0.9875528787401577,0.0009376018562150059,0.045764978601997144,0.0032600216518340456,0.0,0.0,0.0,0.0,0.0,0.0,0.9219531841700795,0.004313891207441542,0.9875528787401577,0.0009376018562150059,0.045764978601997144,0.0032600216518340456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,Norm-Clipped-Averaging,label-flip,honest,10,0.9066941146718617,0.015007826592243553,0.9806810631444806,0.004332463356000408,0.04531027104136947,0.004772595502592252,0.30000000000000004,0.0,0.2983957873876468,0.002285087766327333,-0.45988769807460994,0.2993562066881304,-0.45988769807460994,0.2993562066881304,0.1267096034461301,0.18182706145775096,1.5369425481484942,0.37065909684267545,1.0419048709004213,0.18207893048195614,-0.529740550701196,0.23560413806375186,0.9219531841700795,0.004313891207441542,0.9875528787401577,0.0009376018562150059,0.045764978601997144,0.0032600216518340456,0.01525906949821788,0.014095417014743594,0.006871815595677178,0.004406578855837862,-0.00045470756062767487,0.006848118046305138,0.9066941146718617,0.015007826592243553,0.9806810631444806,0.004332463356000408,0.04531027104136947,0.004772595502592252,0.30000000000000004,0.0,0.2983957873876468,0.002285087766327333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIoT2023_R1,Full-Contextual,Norm-Clipped-Averaging,sign-flip,honest,10,0.7273982013957845,0.37552833723917883,0.9493766298949403,0.07990698856175962,0.03420114122681883,0.023810182676399762,0.30000000000000004,0.0,0.3034201936445022,0.00225379377715039,0.12611392282417191,0.23829972838175345,0.12611392282417191,0.23829972838175345,0.15606657027375775,0.23156782105439624,6.605746722437213,2.409570188578827,1.2283308832249213,0.46139353381866394,-0.6797640875592413,0.24700761742514055,0.9219531841700795,0.004313891207441542,0.9875528787401577,0.0009376018562150059,0.045764978601997144,0.0032600216518340456,0.19455498277429506,0.3741601393056259,0.038176248845217475,0.07980166327584737,-0.011563837375178318,0.024420564974163964,0.7273982013957845,0.37552833723917883,0.9493766298949403,0.07990698856175962,0.03420114122681883,0.023810182676399762,0.30000000000000004,0.0,0.3034201936445022,0.00225379377715039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
