dataset_protocol,metadata_view,attacker,target,client_id,n_observations,positive_rate,mean_oriented_oof_score,median_oriented_oof_score,client_group_auc
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,2,300,0.6,0.5020672128426029,0.4990687761297099,0.5612962962962962
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,3,300,0.2,0.4977170442497796,0.4997502475951559,0.44875
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,4,300,0.6,0.5046142372764759,0.5075538443924823,0.6298611111111111
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,5,300,0.3,0.508156446367403,0.4934605491881282,0.45835978835978836
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,6,300,0.4,0.49029128626626917,0.48453250163354733,0.4653703703703703
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,7,300,0.3,0.5141377716396639,0.515944107896979,0.4984656084656085
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,8,300,0.7,0.5037867439667723,0.5048607697081255,0.47
CICIDS2017_COVERAGE_R1,Noisy-Quantized,RandomForest,client_size_above_seed_median,9,300,0.8,0.5002326068298536,0.5180852639253524,0.4140277777777778
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,0,300,0.6,0.5153407952608559,0.5380317952102899,0.46972222222222226
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,1,300,0.6,0.5279230801000802,0.5511672799578757,0.5607407407407407
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,2,300,0.5,0.4871589420859694,0.49980876696414894,0.9216
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,3,300,0.4,0.4954113030486284,0.5084654090644183,0.6910185185185186
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,4,300,0.3,0.5052908584433972,0.5141342990171628,0.7434391534391535
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,5,300,0.5,0.47904442997923713,0.5010931246126409,0.7632
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,6,300,0.6,0.5139865746674015,0.5209377942806084,0.48189814814814813
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,7,300,0.7,0.5385079928267859,0.5567498250369387,0.4050793650793651
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,8,300,0.5,0.4810375602346011,0.5070768429856078,0.5853777777777778
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,attack_ratio_above_seed_median,9,300,0.3,0.48637105913548356,0.4971845705249119,0.6155555555555555
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,0,300,0.4,0.4993037742513263,0.4754878137359557,0.31310185185185185
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,1,300,0.7,0.492195703617887,0.48998729718423617,0.5545502645502646
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,2,300,0.6,0.49778709395261994,0.4970168402511954,0.6921296296296295
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,3,300,0.2,0.4955002805320324,0.5038169796182388,0.8556944444444444
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,4,300,0.6,0.5013880945578978,0.4975109781909457,0.43212962962962964
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,5,300,0.3,0.5012362298362754,0.49988357812377904,0.5701587301587302
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,6,300,0.4,0.49295648746259035,0.49237262674890003,0.5068518518518519
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,7,300,0.3,0.4964464600434922,0.4961451133930469,0.37820105820105826
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,8,300,0.7,0.4988807468653504,0.4965283959073675,0.5355026455026454
CICIDS2017_COVERAGE_R1,Raw,LogisticRegression,client_size_above_seed_median,9,300,0.8,0.4905560470350632,0.5096803294382881,0.3940972222222222
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,0,300,0.6,0.5429181401185313,0.5811831974923771,0.5412500000000001
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,1,300,0.6,0.5209264954211786,0.5481138694194856,0.5572685185185186
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,2,300,0.5,0.46613112149374025,0.5216466795350702,0.9467111111111112
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,3,300,0.4,0.5246784230219168,0.597521489972512,0.7414814814814814
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,4,300,0.3,0.5024552673421022,0.5304287060975266,0.8852380952380953
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,5,300,0.5,0.46609619315062284,0.5076120353683297,0.8867555555555556
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,6,300,0.6,0.5084446210720688,0.543321289877581,0.579212962962963
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,7,300,0.7,0.5358035303361827,0.5649299064609725,0.5343915343915344
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,8,300,0.5,0.4950383319971923,0.5473819819666255,0.5151111111111111
CICIDS2017_COVERAGE_R1,Raw,MLP,attack_ratio_above_seed_median,9,300,0.3,0.5269668625318434,0.5569833176974568,0.6022751322751323
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,0,300,0.4,0.5064414689479931,0.4935298709322926,0.37703703703703706
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,1,300,0.7,0.4600637277706763,0.457469269339619,0.2653439153439153
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,2,300,0.6,0.5294016169682466,0.5180612893080268,0.575462962962963
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,3,300,0.2,0.5004431553046125,0.4892579333401529,0.7459027777777778
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,4,300,0.6,0.48379813855105025,0.47956441778300124,0.43185185185185176
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,5,300,0.3,0.5024387190282663,0.49372505441252545,0.5468253968253968
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,6,300,0.4,0.48602721616285144,0.474973986700565,0.43953703703703706
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,7,300,0.3,0.509479223620638,0.5104767602674837,0.6351851851851852
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,8,300,0.7,0.5119525531199126,0.5470086660181714,0.30428571428571427
CICIDS2017_COVERAGE_R1,Raw,MLP,client_size_above_seed_median,9,300,0.8,0.49891357326028357,0.5064831755211943,0.37993055555555555
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,0,300,0.6,0.534029658615558,0.5875552385157852,0.5677777777777777
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,1,300,0.6,0.545476285006265,0.5998288648136711,0.6316203703703703
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,2,300,0.5,0.4678519681091281,0.4852028820158154,0.9395111111111111
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,3,300,0.4,0.503069193167007,0.5349871054981534,0.7718055555555556
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,4,300,0.3,0.4870958383647928,0.5117485894222304,0.8596825396825397
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,5,300,0.5,0.4805706715804568,0.5180456247836513,0.8066666666666666
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,6,300,0.6,0.5053744526160835,0.5248111033864977,0.6239351851851851
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,7,300,0.7,0.5594740583793764,0.5965964415300675,0.48804232804232806
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,8,300,0.5,0.47148750636060016,0.46682767267415154,0.5770666666666666
CICIDS2017_COVERAGE_R1,Raw,RandomForest,attack_ratio_above_seed_median,9,300,0.3,0.509545105148615,0.5256971059850929,0.7214285714285714
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,0,300,0.4,0.5068900742600244,0.5000182834153372,0.36337962962962966
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,1,300,0.7,0.49978072547494057,0.49728699155837974,0.3737037037037037
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,2,300,0.6,0.5065230380373366,0.5112304217765579,0.39615740740740746
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,3,300,0.2,0.5044425277274568,0.5022989452968487,0.35451388888888885
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,4,300,0.6,0.5183986178801762,0.5212106345607486,0.5140277777777778
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,5,300,0.3,0.4937355097517509,0.4991450704728133,0.57
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,6,300,0.4,0.5044264132071706,0.5040640231826539,0.4860648148148148
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,7,300,0.3,0.5026088787789751,0.5032185920744033,0.6456613756613756
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,8,300,0.7,0.5044831817432174,0.511789043577288,0.4242328042328042
CICIDS2017_COVERAGE_R1,Raw,RandomForest,client_size_above_seed_median,9,300,0.8,0.5114035253031378,0.5145040885372646,0.4897916666666667
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,0,300,0.4,0.484070147605158,0.4798791021259849,0.9050925925925927
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,1,300,0.7,0.591272562037335,0.68464025106455,0.7246825396825397
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,2,300,0.5,0.41391501655099194,0.4353856610253593,0.5652444444444444
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,3,300,0.4,0.5293990631195886,0.4901527650371996,0.8006944444444444
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,4,300,0.3,0.4212881237454775,0.4737952037073318,0.5339947089947089
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,5,300,0.5,0.493827119999578,0.4916615697540649,0.7841555555555556
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,6,300,0.4,0.5129796007857643,0.4960797732003823,0.7917592592592593
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,7,300,0.6,0.4955935231587778,0.5139950792700352,0.5259953703703704
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,8,300,0.5,0.4837370229674047,0.4654050648269005,0.6325777777777778
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,9,300,0.7,0.5641837192063176,0.610050239505363,0.7090211640211641
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,0,300,0.5,0.5479323410665002,0.5498370584887458,0.5271777777777777
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,1,300,0.4,0.5003156439946346,0.5357607644637751,0.8307407407407408
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,2,300,0.4,0.49040166398038,0.550927296903525,0.47405092592592596
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,3,300,0.6,0.525570800070115,0.533745920291873,0.6286574074074074
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,4,300,0.4,0.4680013793088175,0.4248608707489,0.3772222222222222
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,5,300,0.6,0.507896293005441,0.5439619550473733,0.7767592592592593
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,6,300,0.7,0.48256290947882086,0.4744604630720197,0.8285714285714286
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,7,300,0.3,0.5158975325625659,0.5573693363125793,0.7548677248677248
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,8,300,0.5,0.4730213189757069,0.4910856935535962,0.7548222222222222
CICIoT2023_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,9,300,0.6,0.47988559820165977,0.5288188273585555,0.5778472222222222
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,0,300,0.4,0.5045356296914434,0.4360512557223098,0.9051388888888889
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,1,300,0.7,0.5546223361133207,0.6271898785685922,0.703941798941799
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,2,300,0.5,0.41241122211117026,0.3719731906085078,0.5256444444444444
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,3,300,0.4,0.5224769413472788,0.4698758496392007,0.7998148148148148
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,4,300,0.3,0.4465539530149237,0.436852971165789,0.5346296296296296
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,5,300,0.5,0.48725231133601893,0.4382927835215567,0.7491333333333333
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,6,300,0.4,0.5182429121140751,0.4769754033045223,0.7834722222222222
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,7,300,0.6,0.49456793227340046,0.4377625115019167,0.5496527777777778
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,8,300,0.5,0.48629925835737564,0.4516285365357383,0.6132
CICIoT2023_R1,Minimal-Bucketed,MLP,attack_ratio_above_seed_median,9,300,0.7,0.5397786150140729,0.5340809096312902,0.7136243386243386
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,0,300,0.5,0.5484659954527813,0.522899364340421,0.5132222222222222
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,1,300,0.4,0.5085564015337524,0.5244797410333047,0.775787037037037
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,2,300,0.4,0.5070440755208281,0.5238296749652376,0.503449074074074
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,3,300,0.6,0.5225268134819184,0.5177275590992373,0.6087037037037037
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,4,300,0.4,0.4892980911878157,0.4892996186265422,0.3550925925925926
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,5,300,0.6,0.5021733631632268,0.5134405613509299,0.6958333333333333
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,6,300,0.7,0.5055016110382407,0.5004664409474893,0.0913227513227513
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,7,300,0.3,0.5631601519343709,0.5568835297969195,0.6953439153439154
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,8,300,0.5,0.4577845527908088,0.502989974503538,0.7529333333333333
CICIoT2023_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,9,300,0.6,0.4667143204291807,0.4892790438783264,0.629699074074074
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,0,300,0.4,0.5106945071497595,0.4074157094780945,0.9080555555555555
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,1,300,0.7,0.6172657467915976,0.7279654543525507,0.7452645502645502
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,2,300,0.5,0.38636864010601196,0.3380501846665734,0.3592444444444444
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,3,300,0.4,0.5390635164898087,0.4347392829785302,0.808287037037037
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,4,300,0.3,0.388183011422954,0.330141727495,0.5630952380952381
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,5,300,0.5,0.49491920567315845,0.3641878528927288,0.7298444444444444
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,6,300,0.4,0.5113491721123387,0.3905348663491572,0.7805555555555556
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,7,300,0.6,0.49259174153616336,0.360135099457754,0.3795601851851852
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,8,300,0.5,0.4463238711671293,0.3173099442532844,0.6963555555555555
CICIoT2023_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,9,300,0.7,0.585251462625831,0.5755236073416432,0.713994708994709
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,0,300,0.5,0.5798505402864267,0.5941812499738013,0.5222444444444444
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,1,300,0.4,0.5060192816646669,0.4862080919130586,0.7763425925925925
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,2,300,0.4,0.4951978729534447,0.45591664819416267,0.5442361111111111
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,3,300,0.6,0.5448027328204436,0.5855980343885671,0.6104166666666666
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,4,300,0.4,0.4783093706732702,0.4273448753132247,0.4156481481481482
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,5,300,0.6,0.5013175355331249,0.4770591844185302,0.6349074074074075
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,6,300,0.7,0.45688695034681054,0.4707913541621543,0.9364021164021163
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,7,300,0.3,0.5677632468619499,0.5240444718213533,0.62
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,8,300,0.5,0.4393523443437465,0.4813088827761501,0.7608444444444445
CICIoT2023_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,9,300,0.6,0.44199809555878367,0.4534760729664661,0.5884259259259259
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,0,300,0.4,0.4809729205811115,0.48294108147029235,0.8119907407407408
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,1,300,0.7,0.5182014634784351,0.5040492400818679,0.7173015873015872
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,2,300,0.5,0.4818683796953144,0.48458643704392035,0.7098222222222222
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,3,300,0.4,0.485831853054606,0.49034365776406386,0.7286111111111112
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,4,300,0.3,0.49434783022316975,0.4731559184196651,0.47513227513227513
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,5,300,0.5,0.508693954847289,0.5051681770679357,0.869688888888889
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,6,300,0.4,0.5087473447518432,0.4923308793180591,0.6949537037037037
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,7,300,0.6,0.4741762307013713,0.47072504242434343,0.5538888888888889
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,8,300,0.5,0.5191402290310234,0.4873364069195971,0.6082222222222222
CICIoT2023_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,9,300,0.7,0.528905405636596,0.5064128898118657,0.7505291005291006
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,0,300,0.5,0.5553143221025482,0.5560407065970788,0.5725777777777779
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,1,300,0.4,0.4874813635879955,0.5191645658441041,0.756712962962963
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,2,300,0.4,0.5095766585123094,0.5595000855959111,0.41606481481481483
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,3,300,0.6,0.5417480987973634,0.5426554806529016,0.6767129629629629
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,4,300,0.4,0.5090792971135215,0.547432627495964,0.4511574074074074
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,5,300,0.6,0.5075627572278211,0.5368690747326456,0.8061574074074074
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,6,300,0.7,0.4682878639656595,0.5240359193999293,0.8284126984126985
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,7,300,0.3,0.5061906982724128,0.5407671583888933,0.6712698412698412
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,8,300,0.5,0.47159998548311044,0.5331336920103413,0.7329333333333333
CICIoT2023_R1,No-Size,LogisticRegression,client_size_above_seed_median,9,300,0.6,0.47339384808942253,0.541278261763604,0.5896296296296295
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,0,300,0.4,0.49363043605656665,0.495180764735453,0.8084722222222221
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,1,300,0.7,0.4802662985028818,0.47117836379602884,0.7026984126984128
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,2,300,0.5,0.49520877849236655,0.49702280730243353,0.7149333333333334
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,3,300,0.4,0.493011919558982,0.4965582513345612,0.7061111111111111
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,4,300,0.3,0.5131468111474612,0.499048649956256,0.4611111111111111
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,5,300,0.5,0.4878794843130457,0.48538845263394387,0.8547111111111111
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,6,300,0.4,0.5113538766256062,0.5026608216088528,0.6909259259259259
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,7,300,0.6,0.48306780450504844,0.48223419894428476,0.48421296296296296
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,8,300,0.5,0.5114957541290641,0.4886527564997285,0.5968444444444445
CICIoT2023_R1,No-Size,MLP,attack_ratio_above_seed_median,9,300,0.7,0.5118512144195759,0.49151955021883437,0.7567724867724869
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,0,300,0.5,0.5540671141910093,0.5539737747813195,0.5570222222222222
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,1,300,0.4,0.5027767696041758,0.5233858458923,0.7683796296296297
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,2,300,0.4,0.5237044588691481,0.5463884483934127,0.39518518518518514
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,3,300,0.6,0.5212250565127232,0.5208810721113533,0.6678240740740741
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,4,300,0.4,0.5154817306974712,0.5350043887274165,0.46953703703703703
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,5,300,0.6,0.49972827429187383,0.5114496717137222,0.7268055555555555
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,6,300,0.7,0.4533390374588482,0.49741900254252747,0.8248677248677249
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,7,300,0.3,0.5267475247619225,0.5382654403343354,0.6262433862433863
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,8,300,0.5,0.4905941667931295,0.51797111591438,0.7309333333333333
CICIoT2023_R1,No-Size,MLP,client_size_above_seed_median,9,300,0.6,0.47963744967081784,0.5166216923488347,0.5669907407407407
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,0,300,0.4,0.48379795196051506,0.48516931852358025,0.7497685185185186
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,1,300,0.7,0.5159594192331749,0.5034008903040417,0.6327513227513227
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,2,300,0.5,0.4845494132434426,0.4789945840438343,0.6839999999999999
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,3,300,0.4,0.48536045301961434,0.4870493511625592,0.7024074074074075
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,4,300,0.3,0.4970903866567307,0.4761214802055882,0.4784126984126984
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,5,300,0.5,0.5088723841654289,0.5007568403313585,0.8066222222222224
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,6,300,0.4,0.5167489641105245,0.49027664783661107,0.6645833333333333
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,7,300,0.6,0.465584931440255,0.4645660863840839,0.5273148148148148
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,8,300,0.5,0.5209665199644639,0.4847788816852767,0.5881777777777777
CICIoT2023_R1,No-Size,RandomForest,attack_ratio_above_seed_median,9,300,0.7,0.5308434049965931,0.5054798908424019,0.7399470899470899
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,0,300,0.5,0.5547188831725708,0.5529791998985235,0.5531111111111112
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,1,300,0.4,0.4957441530409854,0.5109178084256274,0.6712037037037037
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,2,300,0.4,0.5113370749675759,0.5538820137378792,0.4552777777777778
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,3,300,0.6,0.55201610933351,0.5494819788330197,0.6061574074074074
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,4,300,0.4,0.5115205728694038,0.5422009113998715,0.5015277777777778
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,5,300,0.6,0.5095025443063083,0.5331009307924492,0.7564351851851852
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,6,300,0.7,0.4810978666319493,0.506102979927537,0.837989417989418
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,7,300,0.3,0.5103346828566863,0.5437180589703188,0.5988359788359788
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,8,300,0.5,0.47865837482185136,0.5200688565151581,0.7240888888888889
CICIoT2023_R1,No-Size,RandomForest,client_size_above_seed_median,9,300,0.6,0.4669045712343013,0.5289966758754971,0.5416203703703704
CICIoT2023_R1,Noisy-Quantized,LogisticRegression,attack_ratio_above_seed_median,0,300,0.4,0.48212414171115614,0.48504513680142036,0.8706018518518519
