phase,cell_id,dataset,dataset_protocol,method,beta,alpha_dir,seed,aggregation,model_attack,reported_utility,metric_accuracy,metric_balanced_accuracy,metric_f1,metric_false_negatives,metric_false_positives,metric_false_positives_per_10000_benign,metric_fpr,metric_pr_auc,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_true_negatives,metric_true_positives,comm_E2E_broadcast,comm_E2E_unicast,comm_aggregation_seconds,comm_downlink_broadcast,comm_downlink_unicast,comm_empty_rounds,comm_full_candidate_airtime_us,comm_max_client_seconds,comm_metadata_wire,comm_selected_airtime_us,comm_selected_uplink,comm_server_selection_seconds,comm_sum_client_CPU_seconds,comm_wall_clock_seconds
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.4__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,0.5,314,FedAvg,clean,honest,0.7648794035424474,0.5002982262759238,0.0024631088427826474,89721,187,6.39187309226515,0.000639187309226515,0.16875938378007585,0.3724832214765101,0.0012356398610740048,0.3285067597507646,0.57,292372,111,9161182,27593317,0.03465499999947497,2048015,20480150,0,47991368.0,12.870903500006534,23100,16996607.0,7090067,0.00944740001068567,101.82218999994438,142.54852839999876
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.4__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,0.5,3407,FedAvg,clean,honest,0.7640164125201692,0.5036489791424309,0.02434857822467294,88706,1532,52.36550576123107,0.005236550576123107,0.2581966718390428,0.4236267870579383,0.01253450886098495,0.5509401897411401,0.51,291027,1126,9150433,27592720,0.03371290001086891,2049143,20491430,0,48194192.0,12.792274899988115,23100,17483757.0,7078190,0.00906290000420995,97.78173309997874,137.67264760000035
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.4__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,0.5,42,FedAvg,clean,honest,0.7649604723960554,0.5021600876753504,0.012742071904829904,89252,625,21.363212206768548,0.002136321220676855,0.17363168969973364,0.48132780082987553,0.006456496571377683,0.3323501598579814,0.7,291934,580,8663850,27071064,0.03126609998798813,2045246,20452460,0,47556556.0,12.853212399997574,23100,12682639.0,6595504,0.009118399997532833,94.35113079997245,133.34020669999882
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.4__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,0.5,777,FedAvg,clean,honest,0.7649630875203652,0.5003567729875167,0.002486126526082131,89720,156,5.3322577668094295,0.000533225776680943,0.17229523509389102,0.417910447761194,0.001246771751714311,0.34921662212660853,0.64,292403,112,9230004,27661491,0.033398999981727684,2047943,20479430,0,48740816.0,12.353557799986447,23100,19889807.0,7158961,0.009364899997308385,100.6799006999936,140.9454625000144
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.4__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.4,0.5,9001,FedAvg,clean,honest,0.7641236326168764,0.5010269424146282,0.00940111803015826,89404,793,27.105643647947936,0.0027105643647947937,0.2362441664690777,0.35053235053235055,0.004764449194051118,0.5361383907833529,0.71,291766,428,8684613,27132039,0.014561600008164532,2049714,20497140,0,48208378.0,5.123803499998758,23100,13786347.0,6611799,0.0040302000088559,38.050223400015966,54.50469609999345
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,11,FedAvg,clean,honest,0.7641471687356659,0.49992768319611325,0.0030729776932770323,89693,495,16.919664067760692,0.001691966406776069,0.1739820504999457,0.2192429022082019,0.0015473327990025826,0.35033024655954836,0.67,292064,139,12613895,31063283,0.019253300000855234,2049932,20499320,0,47965071.0,5.459821400007058,23100,28450740.0,10540863,0.0037539999757427722,40.69971910005552,57.80853960000968
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,123,FedAvg,clean,honest,0.7645812793711149,0.5040142785610202,0.02438442864574302,88707,1315,44.948198483041025,0.004494819848304103,0.1902955338734901,0.4610655737704918,0.012523376970344644,0.4000817648000623,0.5,291244,1125,12737712,31173294,0.018998200008354615,2048398,20483980,0,48226597.0,5.2441701000061585,23100,27276696.0,10666214,0.00375029999850085,38.03121150005609,55.28200279999146
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,2026,FedAvg,clean,honest,0.7647486473269507,0.5003014818589998,0.002970318976791612,89698,260,8.887096278015717,0.0008887096278015717,0.16714993669376998,0.3401015228426396,0.0014916733458010508,0.31473568232160454,0.49,292299,134,13176973,31607722,0.018226599997433368,2047861,20478610,0,48698203.0,5.198128800002451,23100,31663606.0,11106012,0.0036209999962011352,37.668519600054424,54.5807489999861
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,2027,FedAvg,clean,honest,0.761720333376047,0.49846509874887834,0.0037394213737453256,89661,1455,49.73355801735718,0.004973355801735718,0.23628857550266438,0.10516605166051661,0.0019035532994923859,0.5353765658512357,0.53,291104,171,11347105,29797546,0.01793379999435274,2050049,20500490,0,48209620.0,5.195691299995815,23100,24160441.0,9273956,0.003984600007242989,39.01513630001864,56.228149899994605
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,2718,FedAvg,clean,honest,0.7650075446336342,0.5005208180481443,0.003261122757978104,89685,174,5.947518278364364,0.0005947518278364364,0.18394173015418172,0.45794392523364486,0.0016363879241250334,0.39778177991364166,0.87,292385,147,11831823,30271122,0.01766870001301868,2048811,20488110,0,48254383.0,5.469187200003944,23100,22135479.0,9759912,0.0036426999940886162,40.78248059996986,57.554084400006104
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,314,FedAvg,clean,honest,0.7650467714982832,0.5004500316942021,0.002708462836337803,89710,134,4.580272697131177,0.0004580272697131177,0.17035634002513156,0.4765625,0.0013580906581173746,0.3374884407614054,0.53,292425,122,12869583,31296876,0.020402200003445614,2047477,20474770,0,47559411.0,5.253485599998385,23100,27852730.0,10799006,0.004047199989145156,39.075921200019366,55.541418799970415
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,3407,FedAvg,clean,honest,0.7649395514015759,0.5003799603581639,0.0027072307470403533,89710,175,5.981699417895194,0.0005981699417895194,0.17193287834141716,0.4107744107744108,0.0013580906581173746,0.3479290183874017,0.75,292384,122,12634354,31074886,0.0190846000041347,2048948,20489480,0,48075608.0,5.1722653999968315,23100,26776300.0,10562306,0.003960100009862799,38.75949079996644,55.30941830001393
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,42,FedAvg,clean,honest,0.7650781529900024,0.500497538596326,0.002863802863802864,89703,129,4.409366999477029,0.00044093669994770283,0.16587042756760925,0.5,0.0014360138925995191,0.31148157047061936,0.75,292430,129,12641860,31054393,0.01889139999548206,2045837,20458370,0,47128357.0,5.4626692999881925,23100,20036793.0,10572923,0.003799099999014288,37.302139099963824,53.67958370004635
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,777,FedAvg,clean,honest,0.7652481360701481,0.5005353464212725,0.0024447975818729373,89722,45,1.5381512788873355,0.00015381512788873356,0.17377444105647089,0.7096774193548387,0.0012245079704336984,0.35692363980854425,0.86,292514,110,12740426,31168187,0.019331699993927032,2047529,20475290,0,48564787.0,5.3323914000357036,23100,28073191.0,10669797,0.0038783000054536387,40.67803810001351,57.65287869996973
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.6__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.6,0.5,9001,FedAvg,clean,honest,0.763545690144381,0.501270199846134,0.012860823616751824,89243,1175,40.162838948724875,0.004016283894872488,0.18235206519818897,0.33390022675736963,0.00655668358714044,0.38984395575361713,0.54,291384,589,12176694,30622788,0.018706499991822056,2049566,20495660,0,48364583.0,5.039930699982506,23100,20354336.0,10104028,0.00414249999448657,38.47738889989705,55.06431039999734
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,11,FedAvg,clean,honest,0.7643982206694195,0.5000686113357996,0.0029438455919785743,89699,393,13.433187835616064,0.0013433187835616065,0.1730756255577892,0.25285171102661597,0.0014805414551607445,0.3478595815172678,0.8,292166,133,15911775,34356447,0.035838000010699034,2049408,20494080,0,48352896.0,5.517837599982158,23100,38491396.0,13839267,0.0038857000035932288,41.21438340005261,58.68039869999484
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,123,FedAvg,clean,honest,0.7649160152827865,0.5004301459472165,0.003082996939182895,89693,201,6.870409045696765,0.0006870409045696765,0.19115080764807893,0.4088235294117647,0.0015473327990025826,0.4170863660050165,0.77,292358,139,16424369,34857269,0.04394819998560706,2048100,20481000,0,48378127.0,5.212134500012326,23100,37517133.0,14353169,0.003977500004111789,37.79173490001267,55.569527000014205
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,2026,FedAvg,clean,honest,0.7649473967745056,0.5003735168640627,0.00264092321349312,89713,169,5.776612580710216,0.0005776612580710216,0.17470719676643862,0.4131944444444444,0.0013246949861964556,0.3632540512493985,0.64,292390,119,16919080,35355031,0.05011300001206109,2048439,20484390,0,48500558.0,5.144331299969053,23100,38962019.0,14847541,0.003573900001356378,38.086269799976435,55.53873909999675
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,2027,FedAvg,clean,honest,0.7650284656281137,0.5005074922855514,0.0031065892977998693,89692,159,5.434801185401919,0.0005434801185401919,0.18693122838516538,0.4682274247491639,0.0015584646896428889,0.41671834516926903,0.86,292400,140,15127582,33579706,0.0223575999843888,2050236,20502360,0,48494279.0,5.322134600006393,23100,32443045.0,13054246,0.0041563000122550875,38.66219020004064,55.764761299986276
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,2718,FedAvg,clean,honest,0.7648401766777984,0.5004037246249584,0.0032146143017081795,89687,236,8.066748929275803,0.0008066748929275805,0.1779927245104917,0.3805774278215223,0.0016141241428444207,0.37496489515695236,0.75,292323,145,15120197,33555770,0.02278820001083659,2048397,20483970,0,48297438.0,5.364409399997385,23100,32329501.0,13048700,0.004029100004117936,40.04189969998697,57.01921699995728
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,314,FedAvg,clean,honest,0.7648794035424474,0.5004023622612013,0.0030604098287944645,89694,214,7.3147638595975515,0.0007314763859597552,0.16664069956638566,0.39204545454545453,0.0015362009083622762,0.31460253614433215,0.64,292345,138,16604973,35037288,0.04865170000994112,2048035,20480350,0,48084707.0,5.295105899996997,23100,36903734.0,14533838,0.00429190000431845,39.233717800052545,56.16234009999607
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,3407,FedAvg,clean,honest,0.7651539915949904,0.5005625288020201,0.0029532913655086657,89699,104,3.554838511206287,0.00035548385112062864,0.17674119421331974,0.5611814345991561,0.0014805414551607445,0.3702215369268519,0.75,292455,133,16479546,34915695,0.0444450999784749,2048461,20484610,0,47811958.0,5.053428900006111,23100,38412193.0,14407985,0.00394809997669654,38.12623470004473,55.31312089999119
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,42,FedAvg,clean,honest,0.7647068053379917,0.5002239973989081,0.002682451006473353,89711,263,8.989639696608206,0.0008989639696608205,0.16528928636068682,0.3151041666666667,0.0013469587674770683,0.3085648106988541,0.67,292296,121,15479507,33890411,0.029721299979428295,2045656,20456560,0,47455312.0,5.453420900012134,23100,23220548.0,13410751,0.0036629999958677217,37.55604110006243,54.560657300004095
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,777,FedAvg,clean,honest,0.7648689430452077,0.5003338158197973,0.0027064199831403346,89710,202,6.904590185227595,0.0006904590185227595,0.17275394724547138,0.3765432098765432,0.0013580906581173746,0.35116455038885347,0.53,292357,122,16819245,35251992,0.04744809996918775,2048083,20480830,0,48740439.0,5.098112200015748,23100,38346638.0,14748062,0.004558899985568132,39.635560400012764,56.893786000022374
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b0.8__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,0.8,0.5,9001,FedAvg,clean,honest,0.764220392216344,0.5017381347644869,0.013048428058498993,89236,924,31.583372926486625,0.0031583372926486625,0.19522259745359155,0.39210526315789473,0.0066346068216225846,0.4424107647100757,0.58,291635,596,15641098,34089073,0.028949400002602488,2049775,20497750,0,48542182.0,5.137132999996538,23100,26829136.0,13568223,0.0038972999900579453,37.802082300026086,54.39292839998234
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,11,FedAvg,clean,honest,0.7651304554762011,0.5005664317309493,0.0030636710771689904,89694,118,4.033374464637902,0.00040333744646379023,0.1771124661147652,0.5390625,0.0015362009083622762,0.36723484957221575,0.87,292441,138,18586126,37035001,0.06003949997830205,2049875,20498750,0,47867888.0,5.878155200007313,23100,45424947.0,16513151,0.0038637000034213997,45.22418760001892,64.28348259998893
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,123,FedAvg,clean,honest,0.7663961756422092,0.5038080274106963,0.016817821607818965,89068,260,8.887096278015717,0.0008887096278015717,0.19203387747663722,0.74609375,0.008504764449194051,0.40808440988101635,0.77,292299,764,20627735,39062894,0.0667393999901833,2048351,20483510,0,48354476.0,5.496148400037782,23100,48354476.0,18556284,0.0038181999916560017,41.240535100099805,60.01784310002404
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,2026,FedAvg,clean,honest,0.7650781529900024,0.5004435421595154,0.0025537962736781328,89717,115,3.9308310460454132,0.0003930831046045413,0.1716826431872589,0.5,0.0012801674236352302,0.34737887621515406,0.79,292444,115,20701516,39141319,0.06433380000817124,2048867,20488670,0,48472011.0,5.608233400002064,23100,48472011.0,18629549,0.004323500004829839,41.600169799945434,60.767113900023105
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,2027,FedAvg,clean,honest,0.7651043042331017,0.5005686256029019,0.003173969014959826,89689,133,4.546091557600347,0.0004546091557600347,0.2040238819122448,0.5181159420289855,0.001591860361563808,0.4717344903911153,0.84,292426,143,18851226,37303035,0.06223690001206705,2050201,20502010,0,48483664.0,5.855506500032789,23100,41125572.0,16777925,0.004959299971233122,45.09056910000072,64.48089270000492
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,2718,FedAvg,clean,honest,0.7650467714982832,0.5005387401261052,0.0032174318237291146,89687,157,5.366438906340259,0.000536643890634026,0.17823414347511293,0.48013245033112584,0.0016141241428444207,0.368915647750534,0.8,292402,145,18673387,37110481,0.061480199969082605,2048566,20485660,0,48037452.0,5.9443271999844,23100,38276328.0,16601721,0.004850600002100691,45.10149860002275,64.10344710000209
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,314,FedAvg,clean,honest,0.7650310807524235,0.5005014875658407,0.003062379335596831,89694,156,5.3322577668094295,0.000533225776680943,0.1680634528368968,0.46938775510204084,0.0015362009083622762,0.3213607405350546,0.69,292403,138,20498758,38932018,0.06955309999466408,2048140,20481400,0,48135977.0,5.679144200010342,23100,48135977.0,18427518,0.0053893000149400905,42.98667029997887,61.352548899987596
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,3407,FedAvg,clean,honest,0.764340687934601,0.5000348689706593,0.0029651921842844815,89698,416,14.219354044825147,0.0014219354044825146,0.1718650290183775,0.24363636363636362,0.0014916733458010508,0.3473635318772843,0.69,292143,134,20544824,38978624,0.06660370001918636,2048200,20482000,0,48235343.0,5.441874799995276,23100,48235343.0,18473524,0.004376199984108098,41.66978299997572,60.25392909999937
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,42,FedAvg,clean,honest,0.7556820113444093,0.4943568968796124,0.002753968169251625,89703,3722,127.22220133374806,0.012722220133374807,0.17059363366622138,0.03349779278109582,0.0014360138925995191,0.3071134163208177,0.37,288837,129,16829711,35241587,0.05212169999140315,2045764,20457640,0,47893425.0,5.826259200017375,23100,25822441.0,14760847,0.0048863999982131645,40.8371329000438,59.05735449997883
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,777,FedAvg,clean,honest,0.7641680897301453,0.4999567832053,0.003161408706033206,89689,491,16.782939509637373,0.0016782939509637372,0.17421572474713898,0.22555205047318613,0.001591860361563808,0.35793962022609777,0.56,292068,143,20755472,39190091,0.06543799999781186,2048291,20482910,0,48747029.0,5.382520099992689,23100,48747029.0,18684081,0.004489299979468342,42.04971750002733,60.265261099986674
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Random-Budget__b1.0__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Random-Budget,1.0,0.5,9001,FedAvg,clean,honest,0.7633024835835571,0.49992333593748317,0.006170873914332458,89551,960,32.81389394959649,0.003281389394959649,0.1875188146689047,0.2264302981466559,0.003128061269926084,0.4193156893417269,0.54,291599,281,18764483,37210442,0.057774199987761676,2049551,20495510,0,48187289.0,5.490058000003046,23100,33485145.0,16691832,0.004242999988491647,42.14896350000345,60.248360899990075
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,11,FedAvg,clean,honest,0.7607893491217105,0.49769468515479787,0.0028126022021149025,89703,1769,60.4664358300377,0.00604664358300377,0.1770678936896774,0.06796628029504742,0.0014360138925995191,0.3076920786952744,0.26,290790,129,3885034,22308601,0.00791850000496197,2047063,20470630,0,47497120.0,5.036305700004959,25500,6040450.0,1812471,0.0013979000050312607,38.4193180000093,55.34411259999797
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,123,FedAvg,clean,honest,0.7646257364843838,0.5002018717393842,0.0028583140378671216,89703,302,10.322704138310563,0.0010322704138310563,0.17371972427295312,0.29930394431554525,0.0014360138925995191,0.3610976045853155,0.51,292257,129,3899305,22313737,0.0092594999987341,2046048,20460480,0,47759280.0,5.278150399995866,25500,6740016.0,1827757,0.0014639999990322394,41.50543410000137,61.136397500002204
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,2026,FedAvg,clean,honest,0.7638281235698539,0.49968446624988266,0.0028707077398697142,89702,608,20.782132834744445,0.0020782132834744446,0.16025382554672035,0.17615176151761516,0.0014471457832398254,0.22947680263375136,0.47,291951,130,3804839,22240601,0.00849000000016531,2048418,20484180,1,47044136.0,6.09206990000348,25500,7917990.0,1730921,0.0013836999987688614,44.91903789999378,64.74910870000531
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,2027,FedAvg,clean,honest,0.7640059520229294,0.49985082167275446,0.0031592435489572286,89689,553,18.902170160548813,0.0018902170160548812,0.183599726529573,0.20545977011494254,0.001591860361563808,0.396390952439603,0.58,292006,143,3632717,22063997,0.008326599994688877,2047920,20479200,4,47072514.0,5.986875599995983,25500,1279748.0,1559297,0.001573599991388619,46.961495199993806,65.73919730000671
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,2718,FedAvg,clean,honest,0.7504857593405703,0.49127340862305696,0.0043826696719258705,89622,5790,197.90879788350384,0.019790879788350382,0.18256451494403367,0.035,0.0023376970344643334,0.39909026189787883,0.07,286769,210,3836126,22257956,0.008539700002074824,2046870,20468700,1,47663328.0,5.044089899993196,25500,3078615.0,1763756,0.0016662000016367529,38.932944999995016,55.508684199996424
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,314,FedAvg,clean,honest,0.7629049846884471,0.4990773122488199,0.0028376282706965386,89703,960,32.81389394959649,0.003281389394959649,0.1840479810962037,0.1184573002754821,0.0014360138925995191,0.28090328553916616,0.32,291599,129,3494307,21897354,0.00739929999326705,2044783,20447830,6,47032926.0,5.664042199998221,25500,3517414.0,1424024,0.0017385000101057813,40.41072910001094,56.98894850000033
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,3407,FedAvg,clean,honest,0.7606664382791436,0.5047843149076746,0.041635687732342004,87844,3675,125.61568777579907,0.012561568777579907,0.21073929834455132,0.3510506798516687,0.022130198592929022,0.46587629381666884,0.5,288884,1988,3893248,22316248,0.008876300000338233,2047000,20470000,0,47770638.0,4.739808899996206,25500,2881063.0,1820748,0.0017343000072287396,36.12197910001487,52.34887780000281
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,42,FedAvg,clean,honest,0.7640007217743096,0.49979340712199083,0.0028507657289341673,89703,541,18.491996486178856,0.0018491996486178857,0.16868815825558234,0.1925373134328358,0.0014360138925995191,0.330350915139557,0.49,292018,129,2552233,20869357,0.0026801000039995415,2035236,20352360,22,47913624.0,4.387019599991618,25500,1101770.0,491497,0.001457199994547409,33.239791000005425,52.627489499998774
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,777,FedAvg,clean,honest,0.765012774882254,0.5003931019584146,0.0025087974423587136,89719,138,4.716997255254496,0.00047169972552544957,0.16953913363683273,0.450199203187251,0.0012579036423546175,0.33180926160796503,0.65,292421,113,3856191,22280793,0.00922109999191889,2047178,20471780,1,48333079.0,5.655256400003054,25500,3589917.0,1783513,0.0018050999988190597,45.55863560000034,65.05290750000313
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.1__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.1,0.5,9001,FedAvg,clean,honest,0.7621962860004551,0.4986141578081772,0.0028291955434687254,89703,1231,42.07698276245134,0.004207698276245134,0.2268287350300336,0.09485294117647058,0.0014360138925995191,0.3135676401614711,0.08,291328,129,2856087,21246282,0.0043809000053443015,2043355,20433550,17,47436194.0,6.329227899997932,25500,1081998.0,787232,0.0014935000017430866,46.081838500009326,63.93041229999653
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,11,FedAvg,clean,honest,0.7439191821983258,0.4869125425647763,0.003906130794348317,89640,8283,283.1223787338622,0.02831223787338622,0.17608448478443992,0.02265486725663717,0.0021373230029388193,0.36817805765043593,0.06,284276,192,4831020,23254920,0.00946879998082295,2047100,20471000,2,48019096.0,5.2048882999843045,25500,8164435.0,2758420,0.0016882000127225183,39.34827519997634,57.32583880001039
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,123,FedAvg,clean,honest,0.7650153900065639,0.5003948110153911,0.0025088252925112675,89719,137,4.682816115723666,0.0004682816115723666,0.18862158617751204,0.452,0.0012579036423546175,0.4272670623899592,0.6,292422,113,5542276,23962603,0.010473499994986923,2046703,20467030,0,47681525.0,4.729194199986523,25500,11861492.0,3470073,0.001598599996214034,36.947823499966034,55.4641716999904
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,2026,FedAvg,clean,honest,0.7592176594114401,0.49667525568858367,0.002837493908052201,89701,2372,81.07766296712799,0.008107766296712799,0.1776448674884483,0.05233719536556133,0.0014582776738801318,0.33976041596341583,0.07,290187,131,5524805,23953979,0.010175299994443776,2047686,20476860,0,48168513.0,5.200521499995375,25500,13796561.0,3451619,0.0016239000178757124,38.494570399969234,56.673377900009655
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,2027,FedAvg,clean,honest,0.7629729779205054,0.499191171720395,0.003233220793788697,89685,952,32.54044483334985,0.0032540444833349855,0.17642778586529254,0.1337579617834395,0.0016363879241250334,0.3599302309649247,0.89,291607,147,5060762,23497847,0.022225700009585125,2048565,20485650,0,47648927.0,12.976416600009543,25500,4420628.0,2986697,0.004217999980028253,103.81098690002545,144.07603440000457
