phase,cell_id,dataset,dataset_protocol,method,beta,alpha_dir,seed,aggregation,model_attack,reported_utility,metric_accuracy,metric_balanced_accuracy,metric_f1,metric_false_negatives,metric_false_positives,metric_false_positives_per_10000_benign,metric_fpr,metric_pr_auc,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_true_negatives,metric_true_positives,comm_E2E_broadcast,comm_E2E_unicast,comm_aggregation_seconds,comm_downlink_broadcast,comm_downlink_unicast,comm_empty_rounds,comm_full_candidate_airtime_us,comm_max_client_seconds,comm_metadata_wire,comm_selected_airtime_us,comm_selected_uplink,comm_server_selection_seconds,comm_sum_client_CPU_seconds,comm_wall_clock_seconds
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed11,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,11,FedAvg,clean,honest,0.891156462585034,0.9107202366503893,0.9230842095292223,8621,1123,500.6241084165478,0.05006241084165478,0.9882682788613164,0.9811555048411726,0.8715028841424334,0.9619461658241087,0.4,21309,58470,5505465,18976305,0.015524600006756373,1496760,14967600,0,34462664.0,6.431395700012217,25500,10951025.0,3983205,0.002192299987655133,42.28290860002744,65.50999429999501
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed123,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,123,FedAvg,clean,honest,0.8979145024183729,0.9146207202319858,0.9282489734711983,7975,1164,518.9015691868759,0.05189015691868759,0.9883416402440237,0.9806901128069011,0.8811315973826593,0.9619971304410977,0.25,21268,59116,6050776,19524505,0.012623800008441322,1497081,14970810,0,35748968.0,3.915094700001646,25500,11740902.0,4528195,0.0017709000530885532,32.72748049994698,52.13772689997859
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed2026,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,2026,FedAvg,clean,honest,0.8892128279883382,0.9096608827900641,0.921583200240358,8811,1107,493.4914407988588,0.04934914407988588,0.9883705012932672,0.9813595568053615,0.868670909660014,0.9619393890137846,0.19,21325,58280,6241862,19709534,0.012961299973540008,1496408,14964080,0,35488630.0,3.5476694000099087,25500,17580000.0,4719954,0.001782700011972338,31.24994299982791,50.31505800008017
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed2027,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,2027,FedAvg,clean,honest,0.8906873094065212,0.9102885327694148,0.9227368188349729,8655,1131,504.1904422253923,0.050419044222539226,0.9880898591797869,0.9810129769839004,0.8709961097613689,0.9614528188166132,0.44,21301,58436,6485336,19958579,0.011151799975777976,1497027,14970270,0,35855005.0,3.2020169999887003,25500,15837165.0,4962809,0.0015541000320808962,25.87364169981447,41.21020299998054
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed2718,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,2718,FedAvg,clean,honest,0.8914022094880645,0.9122788731243112,0.9231571792156057,8693,1029,458.71968616262484,0.045871968616262485,0.9879025570367233,0.9826846382957242,0.870429714864885,0.9601245267834215,0.18,21403,58398,5929043,19402169,0.0125994999834802,1497014,14970140,0,34797793.0,3.4989640999847325,25500,9045996.0,4406529,0.0018441000138409436,29.16368430001603,46.760882299990044
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed314,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,314,FedAvg,clean,honest,0.88036593947924,0.9038326368729371,0.9147808650816385,9608,1102,491.26248216833096,0.0491262482168331,0.9874688534219992,0.9811897243321669,0.8567915219627074,0.9598082080817012,0.5,21330,57483,6383642,19855778,0.0165680000645807,1496904,14969040,0,35139238.0,4.736123900045641,25500,11203809.0,4861238,0.002214599968283437,40.01121230018907,64.27321439997468
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed3407,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,3407,FedAvg,clean,honest,0.8732281089775812,0.8992781665101062,0.9092145365533681,10261,1088,485.02139800285306,0.04850213980028531,0.9851568429480537,0.9812148209537622,0.8470584728204975,0.951126124678086,0.41,21344,56830,4629053,18098300,0.010165200001210906,1496583,14965830,4,35218230.0,3.729731699961121,25500,9029756.0,3106970,0.0018316000350750983,32.38300969975535,51.885761599900434
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed42,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,42,FedAvg,clean,honest,0.8908213531718105,0.9099031788424524,0.922877838622627,8611,1163,518.4557774607704,0.05184557774607703,0.9874813888065519,0.9805006455074359,0.8716519354309819,0.9589737740244471,0.4,21269,58480,6260908,19733917,0.013351999965379946,1497001,14970010,0,34881728.0,5.989496099951793,25500,15390542.0,4738407,0.0019011999684153125,46.71269169982406,67.17557989993657
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed777,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,777,FedAvg,clean,honest,0.8893021904985311,0.9108629539900785,0.9215559003261248,8880,1030,459.1654778887304,0.04591654778887304,0.9879774243408878,0.9826133927516416,0.8676424557690301,0.9604499910893483,0.45,21402,58211,6076185,19550256,0.014037800036021508,1497119,14971190,0,35926140.0,3.874254699971061,25500,13640512.0,4553566,0.0019796000560745597,33.45127879989741,54.15904569994018
heterogeneity,HET__CICIoT2023_R1__a1.0__Utility-Only__seed9001,CICIoT2023,CICIoT2023_R1,Utility-Only,0.4,1.0,9001,FedAvg,clean,honest,0.8814941411704255,0.9054458931490224,0.9155744423488592,9565,1044,465.4065620542083,0.046540656205420826,0.9876787078763463,0.9821751750042684,0.8574324425034654,0.9605866309610868,0.49,21388,57526,6028510,19500106,0.011733800041838549,1496844,14968440,0,35861564.0,3.6596634999878006,25500,12546436.0,4506166,0.0017922000406542793,29.068328199908137,45.95593509996252
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed11,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,11,FedAvg,clean,honest,0.8205824201601823,0.8738428056499199,0.8650138667114884,15627,435,193.91940085592012,0.019391940085592013,0.9779954488314477,0.991618335613403,0.7670775513854318,0.9272579953923166,0.05,21997,51464,1562795,14975855,0.0005381000664783642,1490340,14903400,29,35614958.0,3.545406099932734,25500,187820.0,46955,0.010955300051136874,25.107669400022132,38.71243470002082
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed123,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,123,FedAvg,clean,honest,0.8268936474425567,0.8797597620673656,0.8701278022208255,15177,320,142.65335235378032,0.014265335235378032,0.9769628950217428,0.9938737220967186,0.7737848593701092,0.923334941823007,0.05,22112,51914,1562924,14979224,0.00039899996772874147,1490700,14907000,29,35673099.0,2.796065999966231,25500,93448.0,46724,0.011319200042635202,24.024982599992654,37.72666170001321
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed2026,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,2026,FedAvg,clean,honest,0.6088156116305307,0.7213848117608739,0.6551044928992101,33832,1188,529.6005706134094,0.052960057061340944,0.9396532710985855,0.9655122361889279,0.49572968058308864,0.8244062015802582,0.31,21244,33259,1510170,14872200,0.00026460003573447466,1484670,14846700,30,35804456.0,2.9245986999594606,25500,0.0,0,0.011709599988535047,24.039849299937487,37.728418000086094
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed2027,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,2027,FedAvg,clean,honest,0.8113557409827642,0.8700905849770845,0.8566870332654447,16615,273,121.70114122681883,0.012170114122681883,0.9744530448954908,0.9946205836568208,0.7523512840768508,0.9126201967212288,0.07,22159,50476,1562333,14971613,0.0005231999821262434,1489920,14899200,29,35683254.0,2.8849312999809626,25500,25021.0,46913,0.01119289999769535,24.73151729996607,38.58820620004553
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed2718,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,2718,FedAvg,clean,honest,0.8633870625425868,0.900961841413639,0.9005820381088638,11698,532,237.16119828815977,0.02371611982881598,0.9780369820973834,0.9904872597228431,0.8256398026560939,0.9261057505922026,0.05,21900,55393,1562549,14975339,0.0004701999860117212,1490310,14903100,29,35229949.0,2.992330099979881,25500,18696.0,46739,0.011249799994402565,24.34739640011685,38.01776210000389
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed314,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,314,FedAvg,clean,honest,0.8638338750935514,0.8994498273216369,0.9011354420113544,11536,654,291.54778887303854,0.02915477888730385,0.9804634925335767,0.9883648526036756,0.8280544335305778,0.9352689818809341,0.05,21778,55555,1562894,14977844,0.0006430000066757202,1490550,14905500,29,35622728.0,2.90385870001046,25500,62459.0,46844,0.010524300028919242,24.431353800013312,38.13841319993662
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed3407,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,3407,FedAvg,clean,honest,0.8233749986037108,0.875780131866164,0.86738237020884,15382,430,191.6904422253923,0.01916904422253923,0.9769567589207205,0.9917528145917643,0.7707293079548673,0.9228701605428026,0.05,22002,51709,1562368,14972188,0.0003847000189125538,1489980,14899800,29,35591393.0,3.145675600026152,25500,25007.0,46888,0.010817000002134591,25.292292899946915,39.29038219999347
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed42,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,42,FedAvg,clean,honest,0.8666152832233057,0.9008455681858508,0.9033985648526426,11256,685,305.36733238231096,0.030536733238231098,0.978941913496607,0.9878803963198868,0.8322278696099328,0.9286978752255093,0.05,21747,55835,1562797,14975047,0.0005609000072581694,1490250,14902500,29,35743692.0,3.1147801000188338,25500,125459.0,47047,0.013576900018961169,24.597143200066057,38.23136770003475
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed777,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,777,FedAvg,clean,honest,0.8594104308390023,0.8983829135868671,0.8973827965756217,12059,527,234.93223965763195,0.023493223965763196,0.9761015832109365,0.990514588095538,0.8202590511394972,0.9171958739355457,0.05,21905,55032,1562874,14976204,0.00042750003922265023,1490370,14903700,29,35740024.0,3.0314349999825936,25500,25069.0,47004,0.01024659996619448,25.364394000163884,39.40810289999354
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__CB-Score__seed9001,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,CB-Score,0.4,0.5,9001,FedAvg,clean,honest,0.8649955877260592,0.9044682822791562,0.9016054448352221,11718,368,164.05135520684735,0.016405135520684736,0.9795585782567835,0.9933980373513213,0.8253417000789972,0.931037482111985,0.05,22064,55373,1562310,14971050,0.0005502999993041158,1489860,14898600,29,35579291.0,2.893540800010669,25500,187800.0,46950,0.011207299976376817,24.319602700255928,37.98357989998476
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed11,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,11,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7268204187630237,0.7494275214190766,1.0,0.4409706793869361,0.05,0,67091,14697379,28131985,0.0447485000040615,1492734,14927340,0,34365230.0,3.0183133999380516,0,34365230.0,13204645,0.0002226999931735918,24.588563700090162,36.90476580000541
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed123,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,123,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.727836978753005,0.7494275214190766,1.0,0.4433959475745369,0.05,0,67091,14933355,28362399,0.047600300022168085,1492116,14921160,0,34938935.0,3.0655771999881836,0,34938935.0,13441239,0.0002443999837851152,24.993171199806966,37.37794680004299
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed2026,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,2026,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7146451842776304,0.7494275214190766,1.0,0.4092689706595622,0.05,0,67091,15032989,28461421,0.04526260001875926,1492048,14920480,0,35413181.0,2.9044859999848995,0,35413181.0,13540941,0.0002112000365741551,24.755467200098792,36.99566830000549
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed2027,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,2027,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.721348118614887,0.7494275214190766,1.0,0.42701569601763656,0.05,0,67091,14992129,28417798,0.04805109999142587,1491741,14917410,0,35349082.0,2.961134299985133,0,35349082.0,13500388,0.00023200002033263445,24.355216100171674,36.787617299953126
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed2718,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,2718,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.72106973615539,0.7494275214190766,1.0,0.42590980449382615,0.05,0,67091,14657080,28091425,0.04862710008455906,1492705,14927050,0,34474624.0,3.0334574000007706,0,34474624.0,13164375,0.00023480004165321589,25.089025000022957,37.720224100005
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed314,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,314,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7255272205261967,0.7494275214190766,1.0,0.4376837682386632,0.05,0,67091,14922191,28348292,0.04636219996609725,1491789,14917890,0,34934338.0,3.0524430999648757,0,34934338.0,13430402,0.00023239995061885566,24.88141019998875,37.2566789000266
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed3407,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,3407,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7282999626167769,0.7494275214190766,1.0,0.4445910941222528,0.05,0,67091,14833279,28265959,0.04736769998271484,1492520,14925200,0,34933341.0,3.073798099969281,0,34933341.0,13340759,0.0002673000126378611,25.13635849986167,37.488624500037986
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed42,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,42,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7299248957737944,0.7494275214190766,1.0,0.44887645122745223,0.05,0,67091,14743984,28174288,0.045293600036529824,1492256,14922560,0,34564311.0,2.9118681000254583,0,34564311.0,13251728,0.00022770000214222819,24.395170700066956,36.867627000043285
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed777,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,777,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7182008983929425,0.7494275214190766,1.0,0.41894701428155867,0.05,0,67091,14944404,28369101,0.048279000009642914,1491633,14916330,0,35204666.0,2.882526500019594,0,35204666.0,13452771,0.00023879995569586754,24.198646199991344,36.57953080002335
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Full-Contextual__seed9001,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Full-Contextual,,0.5,9001,FedAvg,clean,honest,0.7494275214190766,0.5,0.856768871237565,0,22432,10000.0,1.0,0.7259220687978416,0.7494275214190766,1.0,0.43864991919602203,0.05,0,67091,14912234,28341278,0.04868589997931849,1492116,14921160,0,34931860.0,3.15450969999074,0,34931860.0,13420118,0.00024609996762592345,25.444869999948423,37.96696010003507
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed11,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,11,FedAvg,clean,honest,0.8575673290662734,0.9041859888264477,0.8950854472300617,12698,53,23.626961483594865,0.0023626961483594867,0.97878156539204,0.9990265584248613,0.810734673801255,0.9267642101745641,0.06,22379,54393,1749273,15192897,0.0015910000074654818,1493736,14937360,25,35101065.0,3.8424830999720143,25500,920148.0,230037,0.0032916999916778877,26.10214600006293,39.86269539993373
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed123,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,123,FedAvg,clean,honest,0.8538587848932676,0.9019046187209567,0.8920357487683509,13043,40,17.83166904422254,0.001783166904422254,0.978044665976922,0.999260464428339,0.8055924043463356,0.9228902029310968,0.16,22392,54048,1798694,15245882,0.001522799939266406,1494132,14941320,24,35495515.0,3.439606499989168,25500,558124.0,279062,0.0031417999853147194,24.873511999947368,38.20457909999823
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed2026,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,2026,FedAvg,clean,honest,0.8440177384582733,0.8955466277666901,0.8838945705495967,13938,26,11.59058487874465,0.0011590584878744651,0.9781593201398685,0.9995110852028056,0.7922523140212547,0.9253595678945736,0.05,22406,53153,1799123,15244061,0.0018382000271230936,1493882,14938820,24,34965498.0,4.2527747999702115,25500,223796.0,279741,0.003274699964094907,25.819307099969592,39.433500600018306
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed2027,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,2027,FedAvg,clean,honest,0.8524624956715035,0.9000086417454685,0.891008714021653,13103,105,46.80813124108417,0.004680813124108417,0.9781914561550679,0.998058898563585,0.8046980966150452,0.9251186183669546,0.05,22327,53988,1751941,15195646,0.0012791999761248007,1493745,14937450,25,35299926.0,3.5448277000541566,25500,124107.0,232696,0.003483399996184744,25.808534900046652,39.50054310003179
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed2718,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,2718,FedAvg,clean,honest,0.8412028193871965,0.8936537445091026,0.8815530744875854,14189,27,12.036376604850213,0.0012036376604850213,0.9781654611116386,0.9994898826730148,0.7885111266786902,0.9251988055282762,0.43,22405,52902,1842064,15304570,0.0017517000087536871,1495834,14958340,23,34862382.0,3.930472300038673,25500,128296.0,320730,0.00327359999937471,25.760070300049847,39.52738049997424
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed314,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,314,FedAvg,clean,honest,0.8562604023547021,0.9032695277228061,0.8940259911386359,12812,56,24.964336661911556,0.0024964336661911554,0.9798779664954076,0.9989693567681973,0.8090354891118033,0.9317676643212316,0.05,22376,54279,1749050,15201764,0.0013858000165782869,1494746,14947460,25,34563617.0,3.8779854999738745,25500,305075.0,228804,0.003201300001819618,25.918763899957412,39.77882629998203
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed3407,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,3407,FedAvg,clean,honest,0.843894865006758,0.8955981827548892,0.8837750850375495,13958,17,7.578459343794579,0.000757845934379458,0.9773814311864232,0.9996801505174036,0.7919542114441579,0.9216574410661093,0.26,22415,53133,1797711,15254007,0.001334199943812564,1495144,14951440,24,35162013.0,3.7078700998972636,25500,147771.0,277067,0.00301290002244059,25.84451569977682,39.54872639996756
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed42,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,42,FedAvg,clean,honest,0.857723713459111,0.9041716285534087,0.8952265006128308,12676,61,27.193295292439373,0.0027193295292439372,0.9805669244270376,0.9988802408400029,0.8110625866360615,0.934267921612779,0.05,22371,54415,1753020,15204951,0.0015844000445213169,1494659,14946590,25,35304214.0,4.54393929996877,25500,620964.0,232861,0.003258999960962683,26.471551299997373,40.2772804999986
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed777,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,777,FedAvg,clean,honest,0.8625046077544318,0.906456267793795,0.8992032231384656,12187,122,54.386590584878746,0.0054386590584878745,0.9826120447439148,0.9977828662813942,0.8183511946460778,0.9411373790204804,0.05,22310,54904,1706686,15156538,0.0010537000198382884,1494428,14944280,26,35436308.0,3.667644700006349,25500,99606.0,186758,0.0031542999495286494,25.52175230003195,39.188257599947974
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oort-Style-Adapted__seed9001,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oort-Style-Adapted,0.4,0.5,9001,FedAvg,clean,honest,0.8505076907610335,0.8994462940645629,0.889313450611617,13328,55,24.51854493580599,0.002451854493580599,0.9814550814487852,0.9989780370879632,0.8013444426227064,0.9374635939968561,0.05,22377,53763,1798114,15259702,0.00147790000482928,1495732,14957320,24,35384945.0,3.6179902000149013,25500,1107528.0,276882,0.0030959999858168885,25.165515400003642,38.65579329994216
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed11,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,11,FedAvg,clean,honest,0.8205824201601823,0.8738428056499199,0.8650138667114884,15627,435,193.91940085592012,0.019391940085592013,0.9779954488314477,0.991618335613403,0.7670775513854318,0.9272579953923166,0.05,21997,51464,1562795,14975855,0.0005000000237487257,1490340,14903400,29,35614958.0,3.5707739000063157,25500,187820.0,46955,0.012615499988896772,25.15478369986522,38.93360050000774
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed123,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,123,FedAvg,clean,honest,0.8268936474425567,0.8797597620673656,0.8701278022208255,15177,320,142.65335235378032,0.014265335235378032,0.9769628950217428,0.9938737220967186,0.7737848593701092,0.923334941823007,0.05,22112,51914,1562924,14979224,0.000408699968829751,1490700,14907000,29,35673099.0,2.871412899941788,25500,93448.0,46724,0.011220600033993833,24.734695799910696,38.70897849999892
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed2026,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,2026,FedAvg,clean,honest,0.6088156116305307,0.7213848117608739,0.6551044928992101,33832,1188,529.6005706134094,0.052960057061340944,0.9396532710985855,0.9655122361889279,0.49572968058308864,0.8244062015802582,0.31,21244,33259,1510170,14872200,0.0002634000120451674,1484670,14846700,30,35804456.0,2.9218492999643786,25500,0.0,0,0.01221289997920394,23.926622700091684,37.49558090005303
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed2027,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,2027,FedAvg,clean,honest,0.8113557409827642,0.8700905849770845,0.8566870332654447,16615,273,121.70114122681883,0.012170114122681883,0.9744530448954908,0.9946205836568208,0.7523512840768508,0.9126201967212288,0.07,22159,50476,1562333,14971613,0.00040479996823705733,1489920,14899200,29,35683254.0,2.8418961000134004,25500,25021.0,46913,0.011230200019781478,24.385726600172347,37.93839579995256
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed2718,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,2718,FedAvg,clean,honest,0.8633870625425868,0.900961841413639,0.9005820381088638,11698,532,237.16119828815977,0.02371611982881598,0.9780369820973834,0.9904872597228431,0.8256398026560939,0.9261057505922026,0.05,21900,55393,1562549,14975339,0.0004923000378767028,1490310,14903100,29,35229949.0,2.947421499993652,25500,18696.0,46739,0.011803600049461238,24.756633299941313,38.59748129994841
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed314,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,314,FedAvg,clean,honest,0.8638338750935514,0.8994498273216369,0.9011354420113544,11536,654,291.54778887303854,0.02915477888730385,0.9804634925335767,0.9883648526036756,0.8280544335305778,0.9352689818809341,0.05,21778,55555,1562894,14977844,0.00044069996511098,1490550,14905500,29,35622728.0,3.0115306999796303,25500,62459.0,46844,0.012055599989253096,24.99348260006809,38.96103649995348
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed3407,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,3407,FedAvg,clean,honest,0.8233749986037108,0.875780131866164,0.86738237020884,15382,430,191.6904422253923,0.01916904422253923,0.9769567589207205,0.9917528145917643,0.7707293079548673,0.9228701605428026,0.05,22002,51709,1562368,14972188,0.0004741000011563301,1489980,14899800,29,35591393.0,3.0677680999797303,25500,25007.0,46888,0.01114089998009149,24.186113300107536,37.564792100005434
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed42,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,42,FedAvg,clean,honest,0.8666152832233057,0.9008455681858508,0.9033985648526426,11256,685,305.36733238231096,0.030536733238231098,0.978941913496607,0.9878803963198868,0.8322278696099328,0.9286978752255093,0.05,21747,55835,1562797,14975047,0.00041239998245146126,1490250,14902500,29,35743692.0,3.1505284000304528,25500,125459.0,47047,0.010763999976916239,24.975932700035628,38.755541899983655
natural_partition,NATURAL__CICIoT2023_SOURCE_GROUP__Oracle-Score-Exact__seed777,CICIoT2023,CICIoT2023_R1_NATURAL_SOURCE_GROUP_K10,Oracle-Score-Exact,0.4,0.5,777,FedAvg,clean,honest,0.8594104308390023,0.8983829135868671,0.8973827965756217,12059,527,234.93223965763195,0.023493223965763196,0.9761015832109365,0.990514588095538,0.8202590511394972,0.9171958739355457,0.05,21905,55032,1562874,14976204,0.000620299979345873,1490370,14903700,29,35740024.0,2.9907845999550773,25500,25069.0,47004,0.011956300033489242,25.07755559979705,39.0736220000108
