cell_id,dataset_protocol,selection,aggregation,model_attack,reported_utility,beta,seed,rounds,role,expected,test_F1,test_PR_AUC,test_FPR,mean_malicious_selection_rate,mean_malicious_budget_fraction,malicious_reported_utility_mean,malicious_actual_utility_mean,benign_reported_utility_mean,malicious_update_norm_mean,benign_update_norm_mean,malicious_cosine_to_benign_mean,clean_F1,clean_PR_AUC,clean_FPR,attack_success_F1_drop,attack_success_PR_AUC_drop,attack_success_FPR_increase,honest_F1,honest_PR_AUC,honest_FPR,honest_malicious_selection_rate,honest_malicious_budget_fraction,forged_minus_honest_F1,forged_minus_honest_PR_AUC,forged_minus_honest_FPR,forged_minus_honest_malicious_selection_rate,forged_minus_honest_malicious_budget_fraction
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed3407,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.8910819255851533,0.9783552709083662,0.007177246790299572,0.1944444444444444,0.19296426184464777,-0.24632949680074925,-0.24632949680074925,0.015972344900655102,1.4014264219125159,1.0909448223745493,-0.45356967460312364,0.8778269193789765,0.986250378177588,0.000891583452211127,-0.013255006206176811,0.007895107269221824,0.006285663338088446,0.8910819255851533,0.9783552709083662,0.007177246790299572,0.1944444444444444,0.19296426184464777,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed11,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.9129430505774592,0.9849698640256926,0.05122146932952924,0.05,0.04942718001081822,-0.3151970341125922,-0.3151970341125922,0.026207669405212148,1.8750038611351465,0.997900196836426,-0.48092379027770626,0.9059458933437136,0.9860031430713995,0.01622681883024251,-0.00699715723374561,0.0010332790457068253,0.03499465049928673,0.9129430505774592,0.9849698640256926,0.05122146932952924,0.05,0.04942718001081822,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed314,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.9243364751350712,0.9878458270514286,0.04894793152639087,0.025,0.024726056676306486,-0.29830770388591,-0.29830770388591,0.09570157631973523,2.0165528920571667,1.0272932084427309,-0.2773724528857403,0.9268170032214976,0.9878955267677968,0.05353958630527817,0.0024805280864264034,4.969971636814563e-05,-0.0045916547788873024,0.9243364751350712,0.9878458270514286,0.04894793152639087,0.025,0.024726056676306486,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed2718,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.916510967824006,0.98753290248213,0.046718972895863055,0.11666666666666667,0.11605398960262055,-0.3536021733663622,-0.3536021733663622,0.0029419732577578546,1.940275837297713,0.7958365270668106,-0.4595659312274721,0.9173954833226096,0.9876309746098388,0.04694186875891584,0.0008845154986035775,9.80721277088481e-05,-0.00022289586305278275,0.916510967824006,0.98753290248213,0.046718972895863055,0.11666666666666667,0.11605398960262055,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed9001,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,9001,30,core_12_cell_factorial,1,0.9159021406727829,0.9876155720457314,0.04337553495007133,0.06666666666666667,0.06553081518726338,-0.4576766289988894,-0.4576766289988894,0.03372251472468582,2.1065652369933905,0.9541596076326141,-0.5610853241549598,0.9188498909379338,0.9879143702929054,0.04734308131241084,0.002947750265150928,0.000298798247174048,-0.003967546362339515,0.9159021406727829,0.9876155720457314,0.04337553495007133,0.06666666666666667,0.06553081518726338,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__honest__seed2027,CICIoT2023_R1,CB-Score,FedAvg,label-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.9151838954348137,0.9863267909252925,0.05046362339514979,0.075,0.07403817469294023,-0.2856094103784051,-0.2856094103784051,0.046676230857626996,1.8876755757772676,0.9183143782420097,-0.41038837445278964,0.925458011058427,0.9876790424701811,0.05001783166904422,0.010274115623613245,0.0013522515448886052,0.0004457917261055655,0.9151838954348137,0.9863267909252925,0.05046362339514979,0.075,0.07403817469294023,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed42,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.856768871237565,0.6772711439904061,1.0,0.11666666666666667,0.11786776562050903,0.1308721632762006,0.1308721632762006,0.10583028492213314,8.656901876203882,1.626902387739804,-0.9058149178822835,0.9253154109185238,0.9887521200865584,0.056481811697574894,0.0685465396809588,0.31148097609615233,0.9435181883024251,0.856768871237565,0.6772711439904061,1.0,0.11666666666666667,0.11786776562050903,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed123,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.9024870861276223,0.9828088657411563,0.02585592011412268,0.13333333333333333,0.13497976831329056,0.051097202447037415,0.051097202447037415,0.16394989396525905,6.710365072027326,1.231435687035134,-0.45084497015923264,0.918118951020635,0.9875743431075205,0.04640691868758916,0.015631864893012715,0.004765477366364124,-0.020550998573466477,0.9024870861276223,0.9828088657411563,0.02585592011412268,0.13333333333333333,0.13497976831329056,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed777,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.9192132459162129,0.9878344402979207,0.044177960057061344,0.0,0.0,-0.03803676323651296,-0.03803676323651296,0.00796436857425914,4.548047661345501,0.7883994005792961,-0.3773501427947647,0.9200313695667672,0.9877472308892781,0.047922610556348076,0.0008181236505543366,-8.720940864259674e-05,-0.003744650499286732,0.9192132459162129,0.9878344402979207,0.044177960057061344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed2026,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.869934310257706,0.978148421129757,4.457917261055635e-05,0.03333333333333333,0.03402042265064513,0.020818132950736028,0.020818132950736028,0.021731943953686016,4.381892968241528,0.9085741130225848,-0.649781713883082,0.9184033013252917,0.9879795130206734,0.047031027104136945,0.04846899106758573,0.009831091890916466,-0.04698644793152639,0.869934310257706,0.978148421129757,4.457917261055635e-05,0.03333333333333333,0.03402042265064513,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed3407,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.856768871237565,0.6646014616615804,1.0,0.03611111111111111,0.03609253858543144,0.02522297419363492,0.02522297419363492,0.03253486991244351,9.247521226553019,1.7545901032019855,-0.8385632731608995,0.8778269193789765,0.986250378177588,0.000891583452211127,0.021058048141411545,0.3216489165160076,0.9991084165477889,0.856768871237565,0.6646014616615804,1.0,0.03611111111111111,0.03609253858543144,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed11,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.9200405820994896,0.9861249632952324,0.04613944365192582,0.09166666666666665,0.09325269793856285,0.004764570822649065,0.004764570822649065,0.015072799677376299,4.783267207220144,0.9750755103449519,-0.6701606994908716,0.9059458933437136,0.9860031430713995,0.01622681883024251,-0.01409468875577602,-0.00012182022383289137,0.02991262482168331,0.9200405820994896,0.9861249632952324,0.04613944365192582,0.09166666666666665,0.09325269793856285,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed314,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.9221931205836505,0.9878771588567159,0.045203281027104136,0.016666666666666666,0.017033021036632765,-0.01815751818726788,-0.01815751818726788,0.06687690310763032,4.745692554662223,0.9818085539633652,-0.46563126184046266,0.9268170032214976,0.9878955267677968,0.05353958630527817,0.0046238826378470765,1.8367911080896526e-05,-0.008336305278174035,0.9221931205836505,0.9878771588567159,0.045203281027104136,0.016666666666666666,0.017033021036632765,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed2718,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.9171530815109344,0.9879605442175524,0.04426711840228245,0.027777777777777776,0.028035211801672604,0.03504098960216748,0.03504098960216748,0.018934508266215996,5.397077674025789,0.8098410898394953,-0.4629721683036122,0.9173954833226096,0.9876309746098388,0.04694186875891584,0.0002424018116751192,-0.0003295696077135757,-0.002674750356633386,0.9171530815109344,0.9879605442175524,0.04426711840228245,0.027777777777777776,0.028035211801672604,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed9001,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,9001,30,core_12_cell_factorial,1,0.9242541375447675,0.9881507436363388,0.048725035663338086,0.05833333333333333,0.059231885857619494,-0.03929346935331042,-0.03929346935331042,0.03820587961896849,5.167222757543327,0.9599000064593768,-0.6469072984324561,0.9188498909379338,0.9879143702929054,0.04734308131241084,-0.005404246606833696,-0.00023637334343340477,0.0013819543509272433,0.9242541375447675,0.9881507436363388,0.048725035663338086,0.05833333333333333,0.059231885857619494,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__honest__seed2027,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.9231389092977508,0.9876649118055595,0.047387660485021396,0.008333333333333333,0.008452904941233798,0.047797890432226826,0.047797890432226826,0.03555919221648305,3.9266216416019373,0.8766649824599134,-0.5576807148340676,0.925458011058427,0.9876790424701811,0.05001783166904422,0.002319101760676179,1.413066462163659e-05,-0.0026301711840228253,0.9231389092977508,0.9876649118055595,0.047387660485021396,0.008333333333333333,0.008452904941233798,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,42,30,core_12_cell_factorial,1,0.928214814756758,0.9892281850808126,0.057195078459343796,0.0,0.0,,,0.05870358003554474,,1.0542725499758685,,0.928214814756758,0.9892281850808126,0.057195078459343796,0.0,0.0,0.0,0.928214814756758,0.9892281850808126,0.057195078459343796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,123,30,core_12_cell_factorial,1,0.9184008631974803,0.9869118088397224,0.04783345221112696,0.0,0.0,,,-0.03900064667061514,,0.8617001681834703,,0.9184008631974803,0.9869118088397224,0.04783345221112696,0.0,0.0,0.0,0.9184008631974803,0.9869118088397224,0.04783345221112696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,777,30,core_12_cell_factorial,1,0.9152809382110975,0.9869769842783811,0.04796718972895863,0.0,0.0,,,0.0009983146901692693,,0.8717162665288976,,0.9152809382110975,0.9869769842783811,0.04796718972895863,0.0,0.0,0.0,0.9152809382110975,0.9869769842783811,0.04796718972895863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2026,30,core_12_cell_factorial,1,0.9227351076110505,0.9884581279927072,0.04600570613409415,0.0,0.0,,,0.021247188936578117,,0.8149102457150296,,0.9227351076110505,0.9884581279927072,0.04600570613409415,0.0,0.0,0.0,0.9227351076110505,0.9884581279927072,0.04600570613409415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,3407,30,core_12_cell_factorial,1,0.8771938630393682,0.9862985905722369,0.0008024251069900142,0.0,0.0,,,-0.017957041573703238,,1.0074175243939298,,0.8771938630393682,0.9862985905722369,0.0008024251069900142,0.0,0.0,0.0,0.8771938630393682,0.9862985905722369,0.0008024251069900142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,11,30,core_12_cell_factorial,1,0.9166891902634466,0.9853453727391067,0.04662981455064194,0.0,0.0,,,0.006327277629267291,,0.9514166518394906,,0.9166891902634466,0.9853453727391067,0.04662981455064194,0.0,0.0,0.0,0.9166891902634466,0.9853453727391067,0.04662981455064194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,314,30,core_12_cell_factorial,1,0.9220086990905496,0.9884850217694353,0.04747681883024251,0.0,0.0,,,0.08120950789344822,,0.9632175126946974,,0.9220086990905496,0.9884850217694353,0.04747681883024251,0.0,0.0,0.0,0.9220086990905496,0.9884850217694353,0.04747681883024251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2718,30,core_12_cell_factorial,1,0.9191668713308985,0.9881163742479643,0.05001783166904422,0.0,0.0,,,0.007553754855375572,,0.8842013501458839,,0.9191668713308985,0.9881163742479643,0.05001783166904422,0.0,0.0,0.0,0.9191668713308985,0.9881163742479643,0.05001783166904422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed9001,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,9001,30,core_12_cell_factorial,1,0.9192722777768974,0.9880345283943719,0.049215406562054205,0.0,0.0,,,0.013164090371557807,,0.9770181708894635,,0.9192722777768974,0.9880345283943719,0.049215406562054205,0.0,0.0,0.0,0.9192722777768974,0.9880345283943719,0.049215406562054205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__honest__seed2027,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,honest,0.4,2027,30,core_12_cell_factorial,1,0.9234132903948916,0.9878664331420336,0.04934914407988588,0.0,0.0,,,0.02597777138477746,,0.8322326757814341,,0.9234132903948916,0.9878664331420336,0.04934914407988588,0.0,0.0,0.0,0.9234132903948916,0.9878664331420336,0.04934914407988588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.9268288842880872,0.9873601438360695,0.04778887303851641,0.15,0.14693375752924226,-0.21160642502171353,-0.21160642502171353,0.11878448666392193,1.6323758078701083,1.1569407271210328,-0.38083711792197494,0.928214814756758,0.9892281850808126,0.057195078459343796,0.0013859304686708596,0.0018680412447430461,-0.009406205420827388,0.9268288842880872,0.9873601438360695,0.04778887303851641,0.15,0.14693375752924226,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.914382359511121,0.9862681570209092,0.042305634807417974,0.075,0.07401273131132659,-0.37525986433628716,-0.37525986433628716,0.011521863534766847,1.5869122694838198,0.8270133968369087,-0.28537843458212186,0.9184008631974803,0.9869118088397224,0.04783345221112696,0.004018503686359254,0.0006436518188132068,-0.005527817403708987,0.914382359511121,0.9862681570209092,0.042305634807417974,0.075,0.07401273131132659,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.9179029249513831,0.9864248942466132,0.04783345221112696,0.11666666666666667,0.11521129927309827,-0.41676596921068193,-0.41676596921068193,0.01885377845877108,1.914004513193184,0.8412819810321143,-0.3522676625444243,0.9152809382110975,0.9869769842783811,0.04796718972895863,-0.0026219867402856867,0.0005520900317679267,-0.00013373751783166826,0.9179029249513831,0.9864248942466132,0.04783345221112696,0.11666666666666667,0.11521129927309827,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.9148604347687704,0.9839130172555711,0.048903352353780315,0.15,0.14856824985981404,-0.5836270856537785,-0.5836270856537785,0.029996544263782798,1.8874047319112088,0.8972986935754347,-0.42869855153063935,0.9227351076110505,0.9884581279927072,0.04600570613409415,0.00787467284228005,0.004545110737136038,0.002897646219686162,0.9148604347687704,0.9839130172555711,0.048903352353780315,0.15,0.14856824985981404,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.9223898058559413,0.9865707623435946,0.04769971469329529,0.2222222222222222,0.22062252554887296,-0.3339145151956493,-0.3339145151956493,-0.006967883023004919,1.3735933394137396,1.0969886037553689,-0.524606286175549,0.8771938630393682,0.9862985905722369,0.0008024251069900142,-0.04519594281657313,-0.0002721717713577432,0.04689728958630528,0.9223898058559413,0.9865707623435946,0.04769971469329529,0.2222222222222222,0.22062252554887296,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.919802356518434,0.9876048757795766,0.04979493580599144,0.041666666666666664,0.041197447956500904,-0.27313371291473004,-0.27313371291473004,0.019208384757673592,1.8558327305096027,0.9578368177876628,-0.4562363099720743,0.9166891902634466,0.9853453727391067,0.04662981455064194,-0.003113166254987365,-0.0022595030404698457,0.0031651212553494984,0.919802356518434,0.9876048757795766,0.04979493580599144,0.041666666666666664,0.041197447956500904,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.9248968276470403,0.9876615755796637,0.05184557774607703,0.016666666666666666,0.016456542763912913,-0.27277075334194517,-0.27277075334194517,0.11083297998072027,1.99292805077155,1.040547931410842,-0.26754921039359436,0.9220086990905496,0.9884850217694353,0.04747681883024251,-0.0028881285564906767,0.0008234461897715928,0.00436875891583452,0.9248968276470403,0.9876615755796637,0.05184557774607703,0.016666666666666666,0.016456542763912913,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.9192110497412693,0.9879173147121614,0.04917082738944365,0.10833333333333334,0.1077318870426654,-0.3280430744090911,-0.3280430744090911,0.0021225206495760402,1.9448185461858287,0.7950951605725263,-0.42857236266136167,0.9191668713308985,0.9881163742479643,0.05001783166904422,-4.417841037085424e-05,0.00019905953580290348,-0.0008470042796005703,0.9192110497412693,0.9879173147121614,0.04917082738944365,0.10833333333333334,0.1077318870426654,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed9001,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,9001,30,core_12_cell_factorial,1,0.9176070440891319,0.9879973319051082,0.04506954350927247,0.075,0.0736626632523925,-0.4489042483868045,-0.4489042483868045,0.03329601343964129,2.1069137248943237,0.9494229965279058,-0.5420049488544464,0.9192722777768974,0.9880345283943719,0.049215406562054205,0.0016652336877654994,3.7196489263702226e-05,-0.004145863052781737,0.9176070440891319,0.9879973319051082,0.04506954350927247,0.075,0.0736626632523925,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__honest__seed2027,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,honest,0.4,2027,30,core_12_cell_factorial,1,0.922616178457697,0.9866771734474847,0.04819008559201141,0.08333333333333333,0.0824443125511494,-0.250328104297344,-0.250328104297344,0.03606534387205595,1.8795325135471228,0.8797348965936497,-0.37544925867890316,0.9234132903948916,0.9878664331420336,0.04934914407988588,0.0007971119371946722,0.001189259694548861,-0.0011590584878744675,0.922616178457697,0.9866771734474847,0.04819008559201141,0.08333333333333333,0.0824443125511494,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,42,30,core_12_cell_factorial,1,0.8959351864785584,0.977966582745445,0.00414586305278174,0.20277777777777775,0.20555853301001203,0.08379756050321724,0.08379756050321724,0.07292258829606853,4.976033286220554,1.0657795689872833,-0.6260601801176866,0.928214814756758,0.9892281850808126,0.057195078459343796,0.032279628278199635,0.011261602335367549,-0.05304921540656206,0.8959351864785584,0.977966582745445,0.00414586305278174,0.20277777777777775,0.20555853301001203,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,123,30,core_12_cell_factorial,1,0.9237739661691228,0.9860715113227903,0.048234664764621966,0.02222222222222222,0.022548355449114155,-0.0980755148019157,-0.0980755148019157,0.010380664139692186,5.229264446204994,0.8328466533029141,-0.2762957409852081,0.9184008631974803,0.9869118088397224,0.04783345221112696,-0.005373102971642507,0.0008402975169321536,0.0004012125534950048,0.9237739661691228,0.9860715113227903,0.048234664764621966,0.02222222222222222,0.022548355449114155,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,777,30,core_12_cell_factorial,1,0.9190119344990286,0.9877135506925138,0.04761055634807418,0.0,0.0,-0.03790340318013619,-0.03790340318013619,0.008763648939998625,4.530155863420564,0.7843438828973353,-0.37142789386626746,0.9152809382110975,0.9869769842783811,0.04796718972895863,-0.0037309962879311653,-0.0007365664141326667,-0.000356633380884451,0.9190119344990286,0.9877135506925138,0.04761055634807418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,2026,30,core_12_cell_factorial,1,0.9083994735694735,0.9856111288498443,0.022646219686162625,0.09722222222222222,0.09890765557440524,0.04495210315905197,0.04495210315905197,0.049000540300722234,4.657351398542618,0.9451809876419839,-0.6949240273899502,0.9227351076110505,0.9884581279927072,0.04600570613409415,0.014335634041577006,0.002846999142862905,-0.023359486447931527,0.9083994735694735,0.9856111288498443,0.022646219686162625,0.09722222222222222,0.09890765557440524,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,3407,30,core_12_cell_factorial,1,0.856768871237565,0.7427922426051492,1.0,0.1611111111111111,0.16165956333329035,0.18031917071693593,0.18031917071693593,0.08212398505769446,8.944335957603531,1.5902129651461898,-0.8295414504077699,0.8771938630393682,0.9862985905722369,0.0008024251069900142,0.02042499180180324,0.2435063479670877,0.99919757489301,0.856768871237565,0.7427922426051492,1.0,0.1611111111111111,0.16165956333329035,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,11,30,core_12_cell_factorial,1,0.920765524498208,0.9866169474393408,0.04970577746077033,0.09722222222222222,0.09885955351122974,0.0009412853517498256,0.0009412853517498256,0.013373193210586705,4.611411924778149,0.9475907271949198,-0.6351576696253485,0.9166891902634466,0.9853453727391067,0.04662981455064194,-0.004076334234761392,-0.0012715747002340905,0.003075962910128391,0.920765524498208,0.9866169474393408,0.04970577746077033,0.09722222222222222,0.09885955351122974,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,314,30,core_12_cell_factorial,1,0.9236966787282517,0.9876303344967565,0.052291369472182596,0.008333333333333333,0.008532665124371997,-0.021779951094491365,-0.021779951094491365,0.053175398954201904,4.7079073705601795,0.972936053632232,-0.45744760466946494,0.9220086990905496,0.9884850217694353,0.04747681883024251,-0.001687979637702064,0.0008546872726787891,0.004814550641940085,0.9236966787282517,0.9876303344967565,0.052291369472182596,0.008333333333333333,0.008532665124371997,0.0,0.0,0.0,0.0,0.0
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__honest__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,honest,0.4,2718,30,core_12_cell_factorial,1,0.9177649337864016,0.9877955384775758,0.047521398002853064,0.01111111111111111,0.011220940487529545,0.007499584087325221,0.007499584087325221,0.0003209352572134891,5.341954314241662,0.7864072494311165,-0.44934419066541725,0.9191668713308985,0.9881163742479643,0.05001783166904422,0.0014019375444969118,0.000320835770388439,-0.002496433666191157,0.9177649337864016,0.9877955384775758,0.047521398002853064,0.01111111111111111,0.011220940487529545,0.0,0.0,0.0,0.0,0.0
