dataset,seed,beta,method,endpoint,fraction_of_full_final,target_value,reached,round,E2E_broadcast_bytes
CICIoT2023_R1,42,1.0,Oort-Style-Adapted,PR_AUC,0.95,0.9444147219182509,True,0.0,426897.0
CICIoT2023_R1,42,1.0,Oracle-Score-Exact,F1,0.9,0.8599498282161748,True,0.0,426897.0
CICIoT2023_R1,42,1.0,Oracle-Score-Exact,F1,0.95,0.907724818672629,True,0.0,426897.0
CICIoT2023_R1,42,1.0,Oracle-Score-Exact,PR_AUC,0.9,0.8947086839225536,True,0.0,426897.0
CICIoT2023_R1,42,1.0,Oracle-Score-Exact,PR_AUC,0.95,0.9444147219182509,True,0.0,426897.0
CICIoT2023_R1,123,0.1,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,0.1,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,0.1,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,0.1,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,0.1,Random-Budget,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Random-Budget,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Random-Budget,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Random-Budget,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Cost-Only,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Cost-Only,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Cost-Only,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Cost-Only,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Utility-Only,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Utility-Only,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Utility-Only,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Utility-Only,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Utility-Cost-Ratio,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,CB-Score,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,CB-Score,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,CB-Score,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,CB-Score,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Historical-DoubleCost,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Historical-DoubleCost,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Oort-Style-Adapted,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Oort-Style-Adapted,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.1,Oracle-Score-Exact,F1,0.9,0.8560089574521025,False,,
CICIoT2023_R1,123,0.1,Oracle-Score-Exact,F1,0.95,0.903565010643886,False,,
CICIoT2023_R1,123,0.1,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,False,,
CICIoT2023_R1,123,0.1,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,False,,
CICIoT2023_R1,123,0.2,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,0.2,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,0.2,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,0.2,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,0.2,Random-Budget,F1,0.9,0.8560089574521025,True,0.0,97540.0
CICIoT2023_R1,123,0.2,Random-Budget,F1,0.95,0.903565010643886,True,1.0,194476.0
CICIoT2023_R1,123,0.2,Random-Budget,PR_AUC,0.9,0.8942554249894124,True,1.0,194476.0
CICIoT2023_R1,123,0.2,Random-Budget,PR_AUC,0.95,0.9439362819332685,True,1.0,194476.0
CICIoT2023_R1,123,0.2,Cost-Only,F1,0.9,0.8560089574521025,True,1.0,194737.0
CICIoT2023_R1,123,0.2,Cost-Only,F1,0.95,0.903565010643886,True,2.0,336378.0
CICIoT2023_R1,123,0.2,Cost-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,97425.0
CICIoT2023_R1,123,0.2,Cost-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,97425.0
CICIoT2023_R1,123,0.2,Utility-Only,F1,0.9,0.8560089574521025,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Utility-Only,F1,0.95,0.903565010643886,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Utility-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Utility-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Utility-Cost-Ratio,F1,0.95,0.903565010643886,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.2,CB-Score,F1,0.9,0.8560089574521025,True,1.0,195170.0
CICIoT2023_R1,123,0.2,CB-Score,F1,0.95,0.903565010643886,True,1.0,195170.0
CICIoT2023_R1,123,0.2,CB-Score,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,CB-Score,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Historical-DoubleCost,F1,0.9,0.8560089574521025,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Historical-DoubleCost,F1,0.95,0.903565010643886,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Oort-Style-Adapted,F1,0.9,0.8560089574521025,True,1.0,194973.0
CICIoT2023_R1,123,0.2,Oort-Style-Adapted,F1,0.95,0.903565010643886,True,1.0,194973.0
CICIoT2023_R1,123,0.2,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Oracle-Score-Exact,F1,0.9,0.8560089574521025,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Oracle-Score-Exact,F1,0.95,0.903565010643886,True,1.0,195170.0
CICIoT2023_R1,123,0.2,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,True,0.0,97505.0
CICIoT2023_R1,123,0.2,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,True,0.0,97505.0
CICIoT2023_R1,123,0.4,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,0.4,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,0.4,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,0.4,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,0.4,Random-Budget,F1,0.9,0.8560089574521025,True,0.0,191563.0
CICIoT2023_R1,123,0.4,Random-Budget,F1,0.95,0.903565010643886,True,0.0,191563.0
CICIoT2023_R1,123,0.4,Random-Budget,PR_AUC,0.9,0.8942554249894124,True,0.0,191563.0
CICIoT2023_R1,123,0.4,Random-Budget,PR_AUC,0.95,0.9439362819332685,True,0.0,191563.0
CICIoT2023_R1,123,0.4,Cost-Only,F1,0.9,0.8560089574521025,True,1.0,382455.0
CICIoT2023_R1,123,0.4,Cost-Only,F1,0.95,0.903565010643886,True,1.0,382455.0
CICIoT2023_R1,123,0.4,Cost-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Cost-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Utility-Only,F1,0.9,0.8560089574521025,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Utility-Only,F1,0.95,0.903565010643886,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Utility-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Utility-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Utility-Cost-Ratio,F1,0.95,0.903565010643886,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.4,CB-Score,F1,0.9,0.8560089574521025,True,1.0,382679.0
CICIoT2023_R1,123,0.4,CB-Score,F1,0.95,0.903565010643886,True,1.0,382679.0
CICIoT2023_R1,123,0.4,CB-Score,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,CB-Score,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Historical-DoubleCost,F1,0.9,0.8560089574521025,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Historical-DoubleCost,F1,0.95,0.903565010643886,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Oort-Style-Adapted,F1,0.9,0.8560089574521025,True,1.0,382884.0
CICIoT2023_R1,123,0.4,Oort-Style-Adapted,F1,0.95,0.903565010643886,True,1.0,382884.0
CICIoT2023_R1,123,0.4,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,True,0.0,191562.0
CICIoT2023_R1,123,0.4,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,True,0.0,191562.0
CICIoT2023_R1,123,0.4,Oracle-Score-Exact,F1,0.9,0.8560089574521025,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Oracle-Score-Exact,F1,0.95,0.903565010643886,True,1.0,382679.0
CICIoT2023_R1,123,0.4,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,True,0.0,191369.0
CICIoT2023_R1,123,0.4,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,True,0.0,191369.0
CICIoT2023_R1,123,0.6,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,0.6,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,0.6,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,0.6,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,0.6,Random-Budget,F1,0.9,0.8560089574521025,True,0.0,285756.0
CICIoT2023_R1,123,0.6,Random-Budget,F1,0.95,0.903565010643886,True,0.0,285756.0
CICIoT2023_R1,123,0.6,Random-Budget,PR_AUC,0.9,0.8942554249894124,True,0.0,285756.0
CICIoT2023_R1,123,0.6,Random-Budget,PR_AUC,0.95,0.9439362819332685,True,0.0,285756.0
CICIoT2023_R1,123,0.6,Cost-Only,F1,0.9,0.8560089574521025,True,1.0,569708.0
CICIoT2023_R1,123,0.6,Cost-Only,F1,0.95,0.903565010643886,True,1.0,569708.0
CICIoT2023_R1,123,0.6,Cost-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,285487.0
CICIoT2023_R1,123,0.6,Cost-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,285487.0
CICIoT2023_R1,123,0.6,Utility-Only,F1,0.9,0.8560089574521025,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Utility-Only,F1,0.95,0.903565010643886,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Utility-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Utility-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Utility-Cost-Ratio,F1,0.95,0.903565010643886,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,True,0.0,285529.0
CICIoT2023_R1,123,0.6,CB-Score,F1,0.9,0.8560089574521025,True,1.0,570152.0
CICIoT2023_R1,123,0.6,CB-Score,F1,0.95,0.903565010643886,True,1.0,570152.0
CICIoT2023_R1,123,0.6,CB-Score,PR_AUC,0.9,0.8942554249894124,True,0.0,285529.0
CICIoT2023_R1,123,0.6,CB-Score,PR_AUC,0.95,0.9439362819332685,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Historical-DoubleCost,F1,0.9,0.8560089574521025,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Historical-DoubleCost,F1,0.95,0.903565010643886,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Oort-Style-Adapted,F1,0.9,0.8560089574521025,True,1.0,570241.0
CICIoT2023_R1,123,0.6,Oort-Style-Adapted,F1,0.95,0.903565010643886,True,1.0,570241.0
CICIoT2023_R1,123,0.6,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,True,0.0,285536.0
CICIoT2023_R1,123,0.6,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,True,0.0,285536.0
CICIoT2023_R1,123,0.6,Oracle-Score-Exact,F1,0.9,0.8560089574521025,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Oracle-Score-Exact,F1,0.95,0.903565010643886,True,1.0,570152.0
CICIoT2023_R1,123,0.6,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,True,0.0,285529.0
CICIoT2023_R1,123,0.6,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,True,0.0,285529.0
CICIoT2023_R1,123,0.8,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,0.8,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,0.8,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,0.8,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,0.8,Random-Budget,F1,0.9,0.8560089574521025,True,0.0,379854.0
CICIoT2023_R1,123,0.8,Random-Budget,F1,0.95,0.903565010643886,True,0.0,379854.0
CICIoT2023_R1,123,0.8,Random-Budget,PR_AUC,0.9,0.8942554249894124,True,0.0,379854.0
CICIoT2023_R1,123,0.8,Random-Budget,PR_AUC,0.95,0.9439362819332685,True,0.0,379854.0
CICIoT2023_R1,123,0.8,Cost-Only,F1,0.9,0.8560089574521025,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Cost-Only,F1,0.95,0.903565010643886,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Cost-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Cost-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Only,F1,0.9,0.8560089574521025,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Only,F1,0.95,0.903565010643886,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Cost-Ratio,F1,0.95,0.903565010643886,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,True,0.0,379696.0
CICIoT2023_R1,123,0.8,CB-Score,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,0.8,CB-Score,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,0.8,CB-Score,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,0.8,CB-Score,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,123,0.8,Historical-DoubleCost,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,0.8,Historical-DoubleCost,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,0.8,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,0.8,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,123,0.8,Oort-Style-Adapted,F1,0.9,0.8560089574521025,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Oort-Style-Adapted,F1,0.95,0.903565010643886,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,True,0.0,379696.0
CICIoT2023_R1,123,0.8,Oracle-Score-Exact,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,0.8,Oracle-Score-Exact,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,0.8,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,0.8,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,123,1.0,Full-Contextual,F1,0.9,0.8560089574521025,True,0.0,516849.0
CICIoT2023_R1,123,1.0,Full-Contextual,F1,0.95,0.903565010643886,True,0.0,516849.0
CICIoT2023_R1,123,1.0,Full-Contextual,PR_AUC,0.9,0.8942554249894124,True,0.0,516849.0
CICIoT2023_R1,123,1.0,Full-Contextual,PR_AUC,0.95,0.9439362819332685,True,0.0,516849.0
CICIoT2023_R1,123,1.0,Random-Budget,F1,0.9,0.8560089574521025,True,0.0,426712.0
CICIoT2023_R1,123,1.0,Random-Budget,F1,0.95,0.903565010643886,True,0.0,426712.0
CICIoT2023_R1,123,1.0,Random-Budget,PR_AUC,0.9,0.8942554249894124,True,0.0,426712.0
CICIoT2023_R1,123,1.0,Random-Budget,PR_AUC,0.95,0.9439362819332685,True,0.0,426712.0
CICIoT2023_R1,123,1.0,Cost-Only,F1,0.9,0.8560089574521025,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Cost-Only,F1,0.95,0.903565010643886,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Cost-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Cost-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Only,F1,0.9,0.8560089574521025,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Only,F1,0.95,0.903565010643886,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Only,PR_AUC,0.9,0.8942554249894124,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Only,PR_AUC,0.95,0.9439362819332685,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Cost-Ratio,F1,0.9,0.8560089574521025,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Cost-Ratio,F1,0.95,0.903565010643886,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Cost-Ratio,PR_AUC,0.9,0.8942554249894124,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Utility-Cost-Ratio,PR_AUC,0.95,0.9439362819332685,True,0.0,426792.0
CICIoT2023_R1,123,1.0,CB-Score,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,1.0,CB-Score,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,1.0,CB-Score,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,1.0,CB-Score,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,123,1.0,Historical-DoubleCost,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,1.0,Historical-DoubleCost,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,1.0,Historical-DoubleCost,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,1.0,Historical-DoubleCost,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,123,1.0,Oort-Style-Adapted,F1,0.9,0.8560089574521025,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Oort-Style-Adapted,F1,0.95,0.903565010643886,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Oort-Style-Adapted,PR_AUC,0.9,0.8942554249894124,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Oort-Style-Adapted,PR_AUC,0.95,0.9439362819332685,True,0.0,426792.0
CICIoT2023_R1,123,1.0,Oracle-Score-Exact,F1,0.9,0.8560089574521025,True,1.0,617064.0
CICIoT2023_R1,123,1.0,Oracle-Score-Exact,F1,0.95,0.903565010643886,True,1.0,617064.0
CICIoT2023_R1,123,1.0,Oracle-Score-Exact,PR_AUC,0.9,0.8942554249894124,True,0.0,332590.0
CICIoT2023_R1,123,1.0,Oracle-Score-Exact,PR_AUC,0.95,0.9439362819332685,True,0.0,332590.0
CICIoT2023_R1,777,0.1,Full-Contextual,F1,0.9,0.8576689129157041,True,0.0,519846.0
CICIoT2023_R1,777,0.1,Full-Contextual,F1,0.95,0.9053171858554654,True,1.0,1036769.0
CICIoT2023_R1,777,0.1,Full-Contextual,PR_AUC,0.9,0.8940980828870453,True,1.0,1036769.0
CICIoT2023_R1,777,0.1,Full-Contextual,PR_AUC,0.95,0.9437701986029922,True,1.0,1036769.0
CICIoT2023_R1,777,0.1,Random-Budget,F1,0.9,0.8576689129157041,True,1.0,194251.0
CICIoT2023_R1,777,0.1,Random-Budget,F1,0.95,0.9053171858554654,True,2.0,290348.0
CICIoT2023_R1,777,0.1,Random-Budget,PR_AUC,0.9,0.8940980828870453,True,1.0,194251.0
CICIoT2023_R1,777,0.1,Random-Budget,PR_AUC,0.95,0.9437701986029922,True,1.0,194251.0
CICIoT2023_R1,777,0.1,Cost-Only,F1,0.9,0.8576689129157041,True,2.0,287701.0
CICIoT2023_R1,777,0.1,Cost-Only,F1,0.95,0.9053171858554654,False,,
CICIoT2023_R1,777,0.1,Cost-Only,PR_AUC,0.9,0.8940980828870453,True,2.0,287701.0
CICIoT2023_R1,777,0.1,Cost-Only,PR_AUC,0.95,0.9437701986029922,True,2.0,287701.0
CICIoT2023_R1,777,0.1,Utility-Only,F1,0.9,0.8576689129157041,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Utility-Only,F1,0.95,0.9053171858554654,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Utility-Only,PR_AUC,0.9,0.8940980828870453,True,1.0,194273.0
CICIoT2023_R1,777,0.1,Utility-Only,PR_AUC,0.95,0.9437701986029922,True,1.0,194273.0
CICIoT2023_R1,777,0.1,Utility-Cost-Ratio,F1,0.9,0.8576689129157041,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Utility-Cost-Ratio,F1,0.95,0.9053171858554654,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Utility-Cost-Ratio,PR_AUC,0.9,0.8940980828870453,True,1.0,194273.0
CICIoT2023_R1,777,0.1,Utility-Cost-Ratio,PR_AUC,0.95,0.9437701986029922,True,1.0,194273.0
CICIoT2023_R1,777,0.1,CB-Score,F1,0.9,0.8576689129157041,True,1.0,147809.0
CICIoT2023_R1,777,0.1,CB-Score,F1,0.95,0.9053171858554654,True,1.0,147809.0
CICIoT2023_R1,777,0.1,CB-Score,PR_AUC,0.9,0.8940980828870453,True,1.0,147809.0
CICIoT2023_R1,777,0.1,CB-Score,PR_AUC,0.95,0.9437701986029922,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Historical-DoubleCost,F1,0.9,0.8576689129157041,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Historical-DoubleCost,F1,0.95,0.9053171858554654,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Historical-DoubleCost,PR_AUC,0.9,0.8940980828870453,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Historical-DoubleCost,PR_AUC,0.95,0.9437701986029922,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Oort-Style-Adapted,F1,0.9,0.8576689129157041,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Oort-Style-Adapted,F1,0.95,0.9053171858554654,True,2.0,290909.0
CICIoT2023_R1,777,0.1,Oort-Style-Adapted,PR_AUC,0.9,0.8940980828870453,True,1.0,194273.0
CICIoT2023_R1,777,0.1,Oort-Style-Adapted,PR_AUC,0.95,0.9437701986029922,True,1.0,194273.0
CICIoT2023_R1,777,0.1,Oracle-Score-Exact,F1,0.9,0.8576689129157041,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Oracle-Score-Exact,F1,0.95,0.9053171858554654,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Oracle-Score-Exact,PR_AUC,0.9,0.8940980828870453,True,1.0,147809.0
CICIoT2023_R1,777,0.1,Oracle-Score-Exact,PR_AUC,0.95,0.9437701986029922,True,1.0,147809.0
