dataset,method,beta,proxy,round_observations,seeds_with_defined_correlation,pooled_pearson_r,pooled_pearson_p,pooled_spearman_rho,pooled_spearman_p,mean_seed_pearson_r,seed_pearson_ci_low,seed_pearson_ci_high,mean_seed_spearman_rho,seed_spearman_ci_low,seed_spearman_ci_high,interpretation_boundary
CICIDS2017_COVERAGE_R1,Oracle-Score-Exact,0.8,proxy_sum,300,10,0.48317539435997314,5.909497811964665e-19,0.5716357801953016,1.9999265878188353e-27,0.5491748361763884,0.2749566155397612,0.7463358165285577,0.48981577747933025,0.3201571326504885,0.6452064303460802,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Oracle-Score-Exact,0.8,proxy_mean,300,10,0.43151974087945033,4.8949787641961436e-15,0.6499240268915252,2.147626983721797e-37,0.559844355253836,0.30196568095022414,0.7495526188165275,0.5941013569243598,0.4786537467189869,0.7086095661846495,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Oracle-Score-Exact,1.0,proxy_sum,300,10,0.34619743174912626,7.142395588782177e-10,0.4968786871941594,4.12996302595478e-20,0.46509999080974274,0.20530377149435527,0.6842246651547113,0.41339587359278446,0.19670642075528125,0.6039187986651833,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Oracle-Score-Exact,1.0,proxy_mean,300,10,0.3469583074463436,6.518543465333109e-10,0.5892619461618439,1.9533595142517276e-29,0.5283929895992545,0.26491700769418347,0.757365690181281,0.5099927351244816,0.3430505771712002,0.670703099801916,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.1,proxy_sum,300,10,0.08879770075397685,0.12487386916671431,0.22866188033355736,6.412622351825579e-05,0.21284448853830953,-0.018508723418647424,0.4519093585781592,0.2236008262651065,0.0646070125163652,0.37726025168444977,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.1,proxy_mean,300,10,0.08879770075397685,0.12487386916671431,0.22866188033355736,6.412622351825579e-05,0.21284448853830953,-0.022661379054254107,0.4606080578552772,0.2236008262651065,0.06727056945123101,0.3782192358999508,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.2,proxy_sum,300,10,-7.148734018301396e-05,0.9990161862629312,0.1282193876435564,0.02636940766372622,0.1341203769865828,-0.06639347138309767,0.34381913725457447,0.16906199970991662,-0.002866342217817214,0.33982603125497723,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.2,proxy_mean,300,10,0.02575729037848057,0.6567963219563917,0.135661036633157,0.01873378656397372,0.17495673491295724,-0.02875357058656688,0.3813785338420254,0.17638333558979408,0.0036538359710536453,0.34635167117347965,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.4,proxy_sum,300,10,0.13420522654675424,0.020054453068310912,0.4374667357341268,1.869657087955533e-15,0.42457778002669205,0.19402868578001442,0.6347632055927446,0.4287647303675378,0.18718519167409386,0.6406251390433814,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.4,proxy_mean,300,10,0.16303610965578139,0.004639610280213541,0.4452934911040212,5.117160053027187e-16,0.4435378860951615,0.2199124862798395,0.6561559841339994,0.43357006963338873,0.19414291190350347,0.6398676307007786,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
CICIDS2017_COVERAGE_R1,Random-Budget,0.6,proxy_sum,300,10,0.5226248054823285,1.990517737258072e-22,0.5342995074610278,1.5192916550888505e-23,0.6006236538150164,0.4561552390213567,0.7407421562031057,0.5597202038494327,0.41100931947669606,0.6856963292547272,descriptive proxy-validity diagnostic; actual gain is post-aggregation validation J gain at threshold 0.5
